episode,rolling60_mean,rolling60_min,rolling60_max,rolling300_mean,rolling300_min,rolling300_max,rolling1000_mean,rolling1000_min,rolling1000_max
859,37.76081663,37.43800211,38.02281660,37.78220873,37.43398250,38.12427662,,,
860,37.76295992,37.43800211,38.02281660,37.78246059,37.43398250,38.12427662,,,
861,37.76215389,37.43800211,38.02281660,37.78163609,37.43398250,38.12427662,,,
862,37.75890240,37.43800211,38.02281660,37.78147799,37.43398250,38.12427662,,,
863,37.76619931,37.43915957,38.02281660,37.78213377,37.43398250,38.12427662,,,
864,37.76620646,37.43915957,38.02281660,37.78197030,37.43398250,38.12427662,,,
865,37.76624670,37.43915957,38.02281660,37.78166494,37.43398250,38.12427662,,,
866,37.76789920,37.43915957,38.02281660,37.78248564,37.43398250,38.12427662,,,
867,37.76709219,37.43915957,38.02281660,37.78330463,37.43398250,38.12427662,,,
868,37.76789066,37.43915957,38.02281660,37.78361233,37.43398250,38.12427662,,,
869,37.76795766,37.43915957,38.02281660,37.78362573,37.43398250,38.12427662,,,
870,37.76386405,37.43915957,38.02281660,37.78362402,37.43398250,38.12427662,,,
871,37.76058609,37.43915957,38.02281660,37.78377183,37.43398250,38.12427662,,,
872,37.75723261,37.43915957,38.02281660,37.78300829,37.43398250,38.12427662,,,
873,37.75394611,37.43915957,38.02281660,37.78284489,37.43398250,38.12427662,,,
874,37.75506081,37.43915957,38.02281660,37.78333509,37.43398250,38.12427662,,,
875,37.76150127,37.43915957,38.07123740,37.78349649,37.43398250,38.12427662,,,
876,37.76387527,37.43915957,38.07123740,37.78365989,37.43398250,38.12427662,,,
877,37.76379830,37.43915957,38.07123740,37.78218930,37.43398250,38.12427662,,,
878,37.76626111,37.43915957,38.07123740,37.78237217,37.43398250,38.12427662,,,
879,37.77276922,37.43915957,38.07123740,37.78269526,37.43398250,38.12427662,,,
880,37.77396130,37.43915957,38.07123740,37.78320256,37.43398250,38.12427662,,,
881,37.78007355,37.43915957,38.07123740,37.78305442,37.43398250,38.12427662,,,
882,37.77688137,37.43915957,38.07123740,37.78193349,37.43398250,38.12427662,,,
883,37.77770835,37.43915957,38.07123740,37.78192208,37.43398250,38.12427662,,,
884,37.77690318,37.43915957,38.07123740,37.78192208,37.43398250,38.12427662,,,
885,37.77507614,37.43915957,38.07123740,37.78257767,37.43398250,38.12427662,,,
886,37.77672864,37.43915957,38.07123740,37.78274478,37.43398250,38.12427662,,,
887,37.77916110,37.43915957,38.07123740,37.78372147,37.43398250,38.12427662,,,
888,37.78569705,37.43915957,38.07123740,37.78501339,37.43398250,38.12427662,,,
889,37.78168839,37.43915957,38.07123740,37.78470385,37.43398250,38.12427662,,,
890,37.78979987,37.43915957,38.07123740,37.78599394,37.43398250,38.12427662,,,
891,37.78571490,37.43915957,38.07123740,37.78533835,37.43398250,38.12427662,,,
892,37.78603189,37.43915957,38.07123740,37.78548077,37.43398250,38.12427662,,,
893,37.78850225,37.43915957,38.07123740,37.78630164,37.43398250,38.12427662,,,
894,37.79089721,37.43915957,38.07123740,37.78596515,37.43398250,38.12427662,,,
895,37.79414325,37.43915957,38.07123740,37.78727234,37.43398250,38.12427662,,,
896,37.79331364,37.43915957,38.07123740,37.78709370,37.43398250,38.12427662,,,
897,37.79498426,37.43915957,38.07123740,37.78662793,37.43398250,38.12427662,,,
898,37.79332244,37.43915957,38.07123740,37.78629743,37.43398250,38.12427662,,,
899,37.79568831,37.43915957,38.07123740,37.78742583,37.43398250,38.12427662,,,
900,37.79575872,37.43915957,38.07123740,37.78889510,37.43398250,38.12427662,,,
901,37.79251102,37.43915957,38.07123740,37.78776876,37.43398250,38.12427662,,,
902,37.79424050,37.43915957,38.07123740,37.78859146,37.43398250,38.12427662,,,
903,37.79924879,37.43915957,38.07123740,37.78827033,37.43398250,38.12427662,,,
904,37.79526958,37.43915957,38.07123740,37.78731109,37.43398250,38.12427662,,,
905,37.79682561,37.43915957,38.07123740,37.78763789,37.43398250,38.12427662,,,
906,37.79512549,37.43915957,38.07123740,37.78697258,37.43398250,38.12427662,,,
907,37.79912417,37.53202172,38.07123740,37.78678838,37.43398250,38.12427662,,,
908,37.79585620,37.53202172,38.07123740,37.78662278,37.43398250,38.12427662,,,
909,37.79508768,37.53202172,38.07123740,37.78728607,37.43398250,38.12427662,,,
910,37.79517405,37.53202172,38.07123740,37.78697655,37.43398250,38.12427662,,,
911,37.79599105,37.53202172,38.07123740,37.78648635,37.43398250,38.12427662,,,
912,37.79762503,37.53202172,38.07123740,37.78581721,37.43398250,38.12427662,,,
913,37.80171000,37.53202172,38.07123740,37.78645521,37.43398250,38.12427662,,,
914,37.80496791,37.53202172,38.07123740,37.78709727,37.43398250,38.12427662,,,
915,37.80578490,37.53202172,38.07123740,37.78677047,37.43398250,38.12427662,,,
916,37.80822657,37.53202172,38.07123740,37.78791427,37.43398250,38.12427662,,,
917,37.80492911,37.53202172,38.07123740,37.78823517,37.43398250,38.12427662,,,
918,37.80328719,37.53202172,38.07123740,37.78839857,37.43398250,38.12427662,,,
919,37.80567118,37.53202172,38.07123740,37.78839857,37.43398250,38.12427662,,,
920,37.80361339,37.53202172,38.07123740,37.78792547,37.43398250,38.12427662,,,
921,37.80523641,37.53202172,38.07123740,37.78857519,37.43398250,38.12427662,,,
922,37.80675843,37.53202172,38.07123740,37.78841179,37.43398250,38.12427662,,,
923,37.80519899,37.53202172,38.07123740,37.78728291,37.43398250,38.12427662,,,
924,37.81001584,37.53202172,38.07123740,37.78793650,37.43398250,38.12427662,,,
925,37.80998657,37.53202172,38.07123740,37.78695611,37.43398250,38.12427662,,,
926,37.80841918,37.53202172,38.07123740,37.78697313,37.43398250,38.12427662,,,
927,37.80205397,37.53202172,38.07123740,37.78666908,37.43398250,38.12427662,,,
928,37.80380216,37.53202172,38.07123740,37.78635173,37.43398250,38.12427662,,,
929,37.80381214,37.53202172,38.07123740,37.78669392,37.43398250,38.12427662,,,
930,37.80587847,37.53202172,38.07123740,37.78743598,37.43398250,38.12427662,,,
931,37.81005826,37.53202172,38.07123740,37.78745494,37.43398250,38.12427662,,,
932,37.81332623,37.53202172,38.07123740,37.78728185,37.43398250,38.12427662,,,
933,37.81422020,37.53202172,38.07123740,37.78795084,37.43398250,38.12427662,,,
934,37.80774204,37.53202172,38.07123740,37.78763560,37.43398250,38.12427662,,,
935,37.80529106,37.53202172,38.07123740,37.78877939,37.43398250,38.12427662,,,
936,37.80209008,37.53202172,38.07123740,37.78764900,37.43398250,38.12427662,,,
937,37.80705903,37.53548887,38.07123740,37.78798700,37.43398250,38.12427662,,,
938,37.80388259,37.53548887,38.07123740,37.78786138,37.43398250,38.12427662,,,
939,37.80399679,37.53548887,38.07123740,37.78771711,37.43398250,38.12427662,,,
940,37.80637323,37.53548887,38.07123740,37.78820950,37.43398250,38.12427662,,,
941,37.80719883,37.53548887,38.07123740,37.78822649,37.43398250,38.12427662,,,
942,37.81289673,37.53548887,38.07123740,37.78830867,37.43398250,38.12427662,,,
943,37.80971536,37.53548887,38.07123740,37.78783779,37.43398250,38.12427662,,,
944,37.81216634,37.53548887,38.07123740,37.78785152,37.43398250,38.12427662,,,
945,37.80888839,37.53548887,38.07123740,37.78784932,37.43398250,38.12427662,,,
946,37.81018686,37.53548887,38.07123740,37.78745913,37.43398250,38.12427662,,,
947,37.80693741,37.53548887,38.07123740,37.78744134,37.43398250,38.12427662,,,
948,37.80205396,37.53548887,38.02277645,37.78728165,37.43398250,38.12427662,,,
949,37.80123580,37.53548887,38.02277645,37.78680847,37.43398250,38.12427662,,,
950,37.79388285,37.53548887,38.02277645,37.78695648,37.43398250,38.12427662,,,
951,37.79151739,37.53548887,38.02277645,37.78566420,37.43398250,38.12427662,,,
952,37.79315137,37.53548887,38.02277645,37.78550080,37.43398250,38.12427662,,,
953,37.79149801,37.53548887,38.02277645,37.78599099,37.43398250,38.12427662,,,
954,37.79320614,37.53548887,38.02277645,37.78615802,37.43398250,38.12427662,,,
955,37.79157215,37.53548887,38.02277645,37.78632142,37.43398250,38.12427662,,,
956,37.78920078,37.53548887,38.02277645,37.78599900,37.43398250,38.12427662,,,
957,37.79316360,37.53548887,38.02277645,37.78681600,37.43398250,38.12427662,,,
958,37.79318212,37.53548887,38.02277645,37.78697753,37.43398250,38.12427662,,,
959,37.78746317,37.53548887,38.02277645,37.78663514,37.43398250,38.12427662,,,
960,37.78820976,37.53548887,38.02277645,37.78745214,37.43398250,38.12427662,,,
961,37.79555339,37.53548887,38.02689530,37.78794014,37.43398250,38.12427662,,,
962,37.79383487,37.53548887,38.02689530,37.78793863,37.43398250,38.12427662,,,
963,37.79292086,37.53548887,38.02689530,37.78841290,37.43398250,38.12427662,,,
964,37.79860105,37.53548887,38.02689530,37.78842630,37.43398250,38.12427662,,,
965,37.79696706,37.53548887,38.02689530,37.78832211,37.43398250,38.12427662,,,
966,37.79783244,37.53548887,38.02689530,37.78849907,37.43398250,38.12427662,,,
967,37.79947437,37.53548887,38.02689530,37.78807386,37.43398250,38.12427662,,,
968,37.80035835,37.53548887,38.02689530,37.78776046,37.43398250,38.12427662,,,
969,37.79702339,37.53548887,38.02689530,37.78792015,37.43398250,38.12427662,,,
970,37.79857100,37.53548887,38.02689530,37.78797630,37.43398250,38.12427662,,,
971,37.79612002,37.53548887,38.02689530,37.78665352,37.43398250,38.12427662,,,
972,37.79530303,37.53548887,38.02689530,37.78714372,37.43398250,38.12427662,,,
973,37.79373603,37.53548887,38.02689530,37.78730341,37.43398250,38.12427662,,,
974,37.78556775,37.53267961,38.02689530,37.78550822,37.43398250,38.12427662,,,
975,37.78795174,37.53267961,38.02689530,37.78551193,37.43398250,38.12427662,,,
976,37.78632872,37.53267961,38.02689530,37.78582381,37.43398250,38.12427662,,,
977,37.79036521,37.53267961,38.02689530,37.78582011,37.43398250,38.12427662,,,
978,37.79281619,37.53267961,38.02689530,37.78680050,37.43398250,38.12427662,,,
979,37.79445018,37.53267961,38.02689530,37.78744289,37.43398250,38.12427662,,,
980,37.79199164,37.53267961,38.02689530,37.78711660,37.43398250,38.12427662,,,
981,37.79117465,37.53267961,38.02689530,37.78717595,37.43398250,38.12427662,,,
982,37.78801030,37.53267961,38.02689530,37.78652159,37.43398250,38.12427662,,,
983,37.78630177,37.53267961,38.02689530,37.78619699,37.43398250,38.12427662,,,
984,37.78310079,37.53267961,38.02689530,37.78637378,37.43398250,38.12427662,,,
985,37.78962577,37.53267961,38.07525701,37.78742692,37.43398250,38.12427662,,,
986,37.78955918,37.53267961,38.07525701,37.78676163,37.43398250,38.12427662,,,
987,37.79836538,37.53267961,38.07525701,37.78773033,37.43398250,38.12427662,,,
988,37.79997999,37.53267961,38.07525701,37.78856259,37.43398250,38.12427662,,,
989,37.79917240,37.53267961,38.07525701,37.78922205,37.43398250,38.12427662,,,
990,37.79547209,37.53267961,38.07525701,37.78873585,37.43398250,38.12427662,,,
991,37.79211927,37.53267961,38.07525701,37.78904725,37.43398250,38.12427662,,,
992,37.79050380,37.53267961,38.07525701,37.78872416,37.43398250,38.12427662,,,
993,37.78969621,37.53267961,38.07525701,37.78905463,37.43398250,38.12427662,,,
994,37.79535738,37.53267961,38.07525701,37.78938143,37.43398250,38.12427662,,,
995,37.79373337,37.53267961,38.07525701,37.78969312,37.43398250,38.12427662,,,
996,37.79693435,37.53267961,38.07525701,37.79000871,37.43398250,38.12427662,,,
997,37.79687832,37.53267961,38.07525701,37.79082790,37.43398250,38.12427662,,,
998,37.80322540,37.53267961,38.07525701,37.79115470,37.43398250,38.12427662,,,
999,37.80476370,37.53267961,38.07525701,37.79082790,37.43398250,38.12427662,37.79102507,37.38898250,38.18039513
1000,37.79985077,37.53267961,38.07525701,37.79048970,37.43398250,38.12427662,37.79082203,37.38898250,38.18039513
1001,37.79894887,37.53267961,38.07525701,37.79128760,37.43398250,38.12427662,37.79087105,37.38898250,38.18039513
1002,37.80047963,37.53267961,38.07525701,37.79209290,37.43398250,38.12427662,37.79121419,37.38898250,38.18039513
1003,37.80285255,37.53267961,38.07525701,37.79176980,37.43398250,38.12427662,37.79116628,37.38898250,38.18039513
1004,37.80082361,37.53267961,38.07525701,37.79105281,37.43398250,38.12427662,37.79124530,37.38898250,38.18039513
1005,37.80410090,37.53267961,38.07525701,37.79121807,37.43398250,38.12427662,37.79124586,37.38898250,38.18039513
1006,37.80360090,37.53267961,38.07525701,37.79055108,37.43398250,38.12091490,37.79144194,37.38898250,38.18039513
1007,37.80114991,37.53267961,38.07525701,37.79006088,37.43398250,38.12091490,37.79158900,37.38898250,38.18039513
1008,37.80367747,37.53267961,38.07525701,37.79024330,37.43398250,38.12091490,37.79169274,37.38898250,38.18039513
1009,37.80931131,37.53267961,38.07525701,37.79177343,37.43398250,38.12091490,37.79174176,37.38898250,38.18039513
1010,37.81339628,37.53267961,38.07525701,37.79126613,37.43398250,38.12091490,37.79188882,37.38898250,38.18039513
1011,37.81576175,37.53267961,38.07525701,37.79224652,37.43509361,38.12091490,37.79164372,37.38898250,38.18039513
1012,37.81586578,37.53267961,38.07525701,37.79144814,37.43509361,38.07636812,37.79160095,37.38898250,38.18039513
1013,37.81423179,37.53267961,38.07525701,37.79225174,37.43509361,38.07636812,37.79150291,37.38898250,38.18039513
1014,37.81547299,37.53267961,38.07525701,37.79299209,37.43509361,38.07636812,37.79177856,37.38898250,38.18039513
1015,37.81228198,37.53267961,38.07525701,37.79250559,37.43509361,38.07636812,37.79168514,37.38898250,38.18039513
1016,37.81382705,37.53267961,38.07525701,37.79299579,37.43509361,38.07636812,37.79163612,37.38898250,38.18039513
1017,37.81144306,37.53267961,38.07525701,37.79349939,37.43509361,38.07636812,37.79193426,37.38898250,38.18039513
1018,37.81410627,37.53267961,38.07525701,37.79419323,37.43509361,38.07636812,37.79233915,37.38898250,38.18039513
1019,37.81490475,37.53267961,38.07525701,37.79385903,37.43509361,38.07636812,37.79233804,37.38898250,38.18039513
1020,37.80998427,37.53267961,38.07525701,37.79383822,37.43509361,38.07636812,37.79204281,37.38898250,38.18039513
1021,37.80663833,37.53267961,38.07525701,37.79367482,37.43509361,38.07636812,37.79214085,37.38898250,38.18039513
1022,37.81009905,37.53267961,38.07525701,37.79435357,37.43509361,38.07636812,37.79249621,37.38898250,38.18039513
1023,37.81333919,37.53267961,38.07525701,37.79565705,37.43509361,38.07636812,37.79298529,37.38898250,38.18039513
1024,37.81327220,37.53267961,38.07525701,37.79582045,37.43509361,38.07636812,37.79298529,37.38898250,38.18039513
1025,37.81418224,37.53267961,38.07525701,37.79697915,37.43800211,38.07636812,37.79303990,37.38898250,38.18039513
1026,37.81084650,37.53267961,38.07525701,37.79665235,37.43800211,38.07636812,37.79269676,37.38898250,38.18039513
1027,37.80764756,37.53267961,38.07525701,37.79617755,37.43800211,38.07636812,37.79230922,37.38898250,38.18039513
1028,37.80594658,37.53267961,38.07525701,37.79550869,37.43800211,38.07636812,37.79206412,37.38898250,38.18039513
1029,37.80765853,37.53267961,38.07525701,37.79584519,37.43800211,38.07636812,37.79196965,37.38898250,38.18039513
1030,37.81101074,37.53267961,38.07629186,37.79700582,37.43800211,38.07636812,37.79226882,37.38898250,38.18039513
1031,37.81672969,37.53267961,38.07629186,37.79798992,37.43800211,38.07636812,37.79251392,37.38898250,38.18039513
1032,37.81755667,37.53267961,38.07629186,37.79766142,37.43800211,38.07636812,37.79236746,37.38898250,38.18039513
1033,37.81759712,37.53267961,38.07629186,37.79735611,37.43800211,38.07636812,37.79222685,37.38898250,38.18039513
1034,37.82739007,37.53669922,38.12025701,37.79849619,37.43800211,38.12025701,37.79242293,37.38898250,38.18039513
1035,37.82085413,37.53669922,38.12025701,37.79735240,37.43800211,38.12025701,37.79227587,37.38898250,38.18039513
1036,37.82167013,37.53669922,38.12025701,37.79718881,37.43800211,38.12025701,37.79227647,37.38898250,38.18039513
1037,37.82412111,37.53669922,38.12025701,37.79700831,37.43800211,38.12025701,37.79266862,37.38898250,38.18039513
1038,37.82175807,37.53669922,38.12025701,37.79782387,37.43800211,38.12025701,37.79291900,37.38898250,38.18039513
1039,37.81859643,37.53669922,38.12025701,37.79735494,37.43800211,38.12025701,37.79282734,37.38898250,38.18039513
1040,37.82178645,37.53712828,38.12025701,37.79734373,37.43800211,38.12025701,37.79258224,37.38898250,38.18039513
1041,37.82096945,37.53712828,38.12025701,37.79650610,37.43800211,38.12025701,37.79233714,37.38898250,38.18039513
1042,37.82342043,37.58104132,38.12025701,37.79601952,37.43800211,38.12025701,37.79199911,37.38898250,38.18039513
1043,37.82586045,37.58104132,38.12025701,37.79600413,37.43800211,38.12025701,37.79204813,37.38898250,38.18039513
1044,37.82659193,37.58104132,38.12025701,37.79551023,37.43800211,38.12025701,37.79224310,37.38898250,38.18039513
1045,37.82132323,37.58104132,38.12025701,37.79543469,37.43800211,38.12025701,37.79222511,37.38898250,38.18039513
1046,37.82055471,37.58104132,38.12025701,37.79561149,37.43800211,38.12025701,37.79208207,37.38898250,38.18039513
1047,37.81406724,37.58104132,38.12025701,37.79551194,37.43800211,38.12025701,37.79183989,37.38898250,38.18039513
1048,37.81073227,37.58104132,38.12025701,37.79518700,37.43800211,38.12025701,37.79174240,37.38898250,38.18039513
1049,37.81312684,37.58104132,38.12025701,37.79535639,37.43800211,38.12025701,37.79184224,37.38898250,38.18039513
1050,37.81639481,37.58104132,38.12025701,37.79584459,37.43800211,38.12025701,37.79194490,37.38898250,38.18039513
1051,37.81810519,37.58104132,38.12025701,37.79585816,37.43800211,38.12025701,37.79175400,37.38898250,38.18039513
1052,37.81809598,37.58104132,38.12025701,37.79520643,37.43800211,38.12025701,37.79160750,37.38898250,38.18039513
1053,37.81882660,37.58104132,38.12025701,37.79471424,37.43800211,38.12025701,37.79185260,37.38898250,38.18039513
1054,37.81882660,37.58104132,38.12025701,37.79520224,37.43800211,38.12025701,37.79209770,37.38898250,38.18039513
1055,37.81724109,37.58104132,38.12025701,37.79537371,37.43800211,38.12025701,37.79215023,37.38898250,38.18039513
1056,37.81975906,37.58104132,38.12025701,37.79571390,37.43800211,38.12025701,37.79225228,37.38898250,38.18039513
1057,37.81981509,37.58104132,38.12025701,37.79605410,37.43800211,38.12025701,37.79220728,37.38898250,38.18039513
1058,37.81736411,37.58104132,38.12025701,37.79589070,37.43800211,38.12025701,37.79225630,37.38898250,38.18039513
1059,37.81254011,37.58104132,38.12025701,37.79572950,37.43800211,38.12025701,37.79231000,37.38898250,38.18039513
1060,37.81500040,37.58104132,38.12025701,37.79604037,37.43800211,38.12025701,37.79221252,37.38898250,38.18039513
1061,37.80936939,37.48827841,38.12025701,37.79556557,37.43800211,38.12025701,37.79207074,37.38898250,38.18039513
1062,37.80529538,37.48827841,38.12025701,37.79507386,37.43800211,38.12025701,37.79189434,37.38898250,38.18039513
1063,37.80536197,37.48827841,38.12025701,37.79556768,37.43800211,38.12025701,37.79189944,37.38898250,38.18039513
1064,37.81222490,37.48827841,38.16987542,37.79671161,37.43800211,38.16987542,37.79229220,37.38898250,38.18039513
1065,37.81144620,37.48827841,38.16987542,37.79670403,37.43800211,38.16987542,37.79239310,37.38898250,38.18039513
1066,37.80900454,37.48827841,38.16987542,37.79718049,37.43800211,38.16987542,37.79229561,37.38898250,38.18039513
1067,37.81063852,37.48827841,38.16987542,37.79634420,37.43800211,38.16987542,37.79199258,37.38898250,38.18039513
1068,37.80646943,37.48827841,38.16987542,37.79585620,37.43800211,38.16987542,37.79174814,37.38898250,38.18039513
1069,37.80664543,37.48827841,38.16987542,37.79654137,37.43800211,38.16987542,37.79202216,37.38898250,38.18039513
1070,37.80511507,37.48827841,38.16987542,37.79639870,37.43800211,38.16987542,37.79224287,37.38898250,38.18039513
1071,37.80520144,37.48827841,38.16987542,37.79614701,37.43800211,38.16987542,37.79215002,37.38898250,38.18039513
1072,37.80598140,37.48827841,38.16987542,37.79632381,37.43800211,38.16987542,37.79209498,37.38898250,38.18039513
1073,37.81006637,37.48827841,38.16987542,37.79646648,37.43800211,38.16987542,37.79219302,37.38898250,38.18039513
1074,37.80310622,37.48810867,38.16987542,37.79501291,37.43800211,38.16987542,37.79162891,37.38898250,38.18039513
1075,37.80546171,37.48810867,38.16987542,37.79548213,37.43800211,38.16987542,37.79172583,37.38898250,38.18039513
1076,37.80954667,37.48810867,38.16987542,37.79596845,37.43800211,38.16987542,37.79211799,37.38898250,38.18039513
1077,37.80872114,37.48810867,38.16987542,37.79614354,37.43800211,38.16987542,37.79211637,37.38898250,38.18039513
1078,37.80360695,37.48810867,38.16987542,37.79538808,37.43800211,38.16987542,37.79206735,37.38898250,38.18039513
1079,37.80689344,37.48810867,38.16987542,37.79555148,37.43800211,38.16987542,37.79223343,37.38898250,38.18039513
1080,37.80936294,37.48810867,38.16987542,37.79571488,37.43800211,38.16987542,37.79210483,37.38898250,38.18039513
1081,37.80783218,37.48810867,38.16987542,37.79524533,37.43800211,38.16987542,37.79225340,37.38898250,38.18039513
1082,37.80272652,37.48810867,38.16987542,37.79555434,37.43800211,38.16987542,37.79220438,37.38898250,38.18039513
1083,37.79947706,37.48810867,38.16987542,37.79586774,37.43800211,38.16987542,37.79225340,37.38898250,38.18039513
1084,37.80030403,37.48810867,38.16987542,37.79652333,37.43800211,38.16987542,37.79264325,37.38898250,38.18039513
1085,37.80102798,37.48810867,38.16987542,37.79668673,37.43800211,38.16987542,37.79269227,37.38898250,38.18039513
1086,37.80756393,37.48810867,38.16987542,37.79716153,37.43800211,38.16987542,37.79254521,37.38898250,38.18039513
1087,37.81044890,37.48810867,38.16987542,37.79676384,37.43800211,38.16987542,37.79218371,37.38898250,38.18039513
1088,37.81214988,37.48810867,38.16987542,37.79612364,37.43800211,38.16987542,37.79223162,37.38898250,38.18039513
1089,37.80888946,37.48810867,38.16987542,37.79613704,37.43800211,38.16987542,37.79223564,37.38898250,38.18039513
1090,37.80727446,37.48810867,38.16987542,37.79728058,37.43800211,38.16987542,37.79214380,37.38898250,38.18039513
1091,37.80163181,37.48810867,38.16987542,37.79695364,37.43800211,38.16987542,37.79192174,37.38898250,38.18039513
1092,37.80080484,37.48810867,38.16987542,37.79580985,37.43800211,38.16987542,37.79187272,37.38898250,38.18039513
1093,37.79508273,37.48810867,38.16987542,37.79419473,37.43800211,38.16987542,37.79158486,37.38898250,38.18039513
1094,37.78781773,37.48810867,38.16987542,37.79469282,37.43800211,38.16987542,37.79158495,37.38898250,38.18039513
1095,37.79524863,37.48810867,38.16987542,37.79509455,37.43800211,38.16987542,37.79197717,37.38898250,38.18039513
1096,37.79523865,37.48810867,38.16987542,37.79444096,37.43800211,38.16987542,37.79202619,37.38898250,38.18039513
1097,37.79370829,37.48810867,38.16987542,37.79559008,37.43800211,38.16987542,37.79217946,37.38898250,38.18039513
1098,37.79607927,37.48810867,38.16987542,37.79575506,37.43800211,38.16987542,37.79227798,37.38898250,38.18039513
1099,37.79433895,37.48810867,38.16987542,37.79477467,37.43800211,38.16987542,37.79193484,37.38898250,38.18039513
1100,37.79604924,37.48810867,38.16987542,37.79528013,37.43800211,38.16987542,37.79213550,37.38898250,38.18039513
1101,37.79938420,37.48810867,38.16987542,37.79578372,37.43800211,38.16987542,37.79209050,37.38898250,38.18039513
1102,37.80347200,37.48810867,38.16987542,37.79611271,37.43800211,38.16987542,37.79224283,37.38898250,38.18039513
1103,37.80592298,37.48810867,38.16987542,37.79789670,37.43915957,38.16987542,37.79245745,37.38898250,38.18039513
1104,37.81086208,37.48810867,38.16987542,37.79935542,37.43915957,38.16987542,37.79296779,37.38898250,38.18039513
1105,37.81116976,37.48810867,38.16987542,37.79967041,37.43915957,38.16987542,37.79296826,37.38898250,38.18039513
1106,37.81199607,37.48810867,38.16987542,37.79968567,37.43915957,38.16987542,37.79297284,37.38898250,38.18039513
1107,37.81195690,37.48810867,38.16987542,37.79870714,37.43915957,38.16987542,37.79264928,37.38898250,38.18039513
1108,37.81118839,37.48810867,38.16987542,37.79871870,37.43915957,38.16987542,37.79279579,37.38898250,38.18039513
1109,37.81034144,37.48810867,38.16987542,37.79888209,37.43915957,38.16987542,37.79289383,37.38898250,38.18039513
1110,37.81196544,37.48810867,38.16987542,37.79871497,37.43915957,38.16987542,37.79309393,37.38898250,38.18039513
1111,37.81024508,37.48810867,38.16987542,37.79822278,37.43915957,38.16987542,37.79309393,37.38898250,38.18039513
1112,37.80869912,37.48810867,38.16987542,37.79757155,37.43915957,38.16987542,37.79289967,37.38898250,38.18039513
1113,37.80951612,37.48810867,38.16987542,37.79724105,37.43915957,38.16987542,37.79294869,37.38898250,38.18039513
1114,37.80629662,37.48810867,38.16987542,37.79665669,37.43915957,38.16987542,37.79270650,37.38898250,38.18039513
1115,37.81169730,37.48810867,38.16987542,37.79789282,37.43915957,38.16987542,37.79323013,37.38898250,38.18039513
1116,37.81252526,37.48810867,38.16987542,37.79903680,37.43915957,38.16987542,37.79343088,37.38898250,38.18039513
1117,37.81497624,37.48810867,38.16987542,37.80050540,37.43915957,38.16987542,37.79335532,37.38898250,38.18039513
1118,37.80853460,37.48810867,38.16987542,37.79985356,37.43915957,38.16987542,37.79315977,37.38898250,38.18039513
1119,37.81098393,37.48810867,38.16987542,37.80101075,37.43915957,38.16987542,37.79336043,37.38898250,38.18039513
1120,37.80777364,37.48810867,38.16987542,37.80059187,37.43915957,38.16987542,37.79292327,37.38898250,38.18039513
1121,37.81267277,37.48810867,38.16987542,37.80165268,37.43915957,38.16987542,37.79278132,37.38898250,38.18039513
1122,37.81516126,37.48810867,38.16987542,37.80214288,37.43915957,38.16987542,37.79280325,37.38898250,38.18039513
1123,37.81015567,37.48189100,38.16987542,37.80115878,37.43915957,38.16987542,37.79240998,37.38898250,38.18039513
1124,37.80442674,37.48189100,38.12137433,37.80130895,37.43915957,38.16987542,37.79236096,37.38898250,38.18039513
1125,37.80449313,37.48189100,38.12137433,37.80080095,37.43915957,38.16987542,37.79251486,37.38898250,38.18039513
1126,37.80530082,37.48189100,38.12137433,37.80096435,37.43915957,38.16987542,37.79256388,37.38898250,38.18039513
1127,37.80704801,37.48189100,38.12137433,37.80098699,37.43915957,38.16987542,37.79261969,37.38898250,38.18039513
1128,37.80948802,37.48189100,38.12137433,37.80147719,37.43915957,38.16987542,37.79251652,37.38898250,38.18039513
1129,37.80768802,37.48189100,38.12137433,37.80131379,37.43915957,38.16987542,37.79290928,37.38898250,38.18039513
1130,37.81012088,37.48189100,38.12137433,37.80246299,37.43915957,38.16987542,37.79286539,37.38898250,38.18039513
1131,37.80840052,37.48189100,38.12137433,37.80131920,37.43915957,38.16987542,37.79262029,37.38898250,38.18039513
1132,37.81160150,37.48189100,38.12137433,37.80252639,37.43915957,38.16987542,37.79306147,37.38898250,38.18039513
1133,37.80511403,37.48189100,38.12137433,37.80188249,37.43915957,38.16987542,37.79288732,37.38898250,38.18039513
1134,37.80509591,37.48189100,38.12137433,37.80155569,37.43915957,38.16987542,37.79259204,37.38898250,38.18039513
1135,37.80349043,37.48189100,38.12137433,37.80138990,37.43915957,38.16987542,37.79249460,37.38898250,38.18039513
1136,37.79860709,37.48189100,38.12137433,37.80089905,37.43915957,38.16987542,37.79239767,37.38898250,38.18039513
1137,37.79788964,37.48189100,38.12137433,37.80124034,37.43915957,38.16987542,37.79240715,37.38898250,38.18039513
1138,37.80205158,37.48189100,38.12137433,37.80125387,37.43915957,38.16987542,37.79236275,37.38898250,38.18039513
1139,37.80121607,37.48189100,38.12137433,37.80123315,37.43915957,38.16987542,37.79226360,37.38898250,38.18039513
1140,37.80286944,37.48189100,38.12137433,37.80123702,37.43915957,38.16987542,37.79250986,37.38898250,38.18039513
1141,37.80521719,37.48189100,38.12137433,37.80155042,37.43915957,38.16987542,37.79280398,37.38898250,38.18039513
