episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius
45,37.777119754297075,40.749901960784314,3,0.34006343632936475,0.00035827547911970265,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
46,37.87515896998335,40.84794117647059,3,0.3388288371264935,0.0019862939976083437,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
47,37.92417857782649,40.89696078431373,3,0.33916638791561127,0.0035025179173327446,0.8734375,0.8734375,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
48,37.82613936214021,40.79892156862745,3,0.3395805962383747,0.0036185952832737686,0.871875,0.871875,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
49,37.777119754297075,40.749901960784314,3,0.34069875106215475,0.003265101518825333,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
50,37.72810014645394,40.70088235294118,3,0.3396879114210606,0.0031290324678602665,0.8703125,0.8703125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
51,37.97319818566963,40.94598039215687,3,0.3381939187645912,0.001102354291168482,0.87421875,0.87421875,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
52,37.87515896998335,40.84794117647059,3,0.3409467272460461,0.0035143974226734746,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
53,37.58104132292453,40.553823529411765,3,0.3386898286640644,0.0031612817676228834,0.86796875,0.86796875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
54,37.63006093076767,40.60284313725491,3,0.34121466130018235,0.002341571715841753,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
55,37.6790805386108,40.651862745098036,3,0.34246958792209625,0.0032606916041065495,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
56,37.82613936214021,40.79892156862745,3,0.3392056994140148,0.0023021881001211992,0.871875,0.871875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
57,37.87515896998335,40.84794117647059,3,0.33977505266666413,0.0016927665310609886,0.87265625,0.87265625,0.006810779599282302,0.006810779599282302,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
58,37.87515896998335,40.84794117647059,3,0.33825160190463066,0.003408944182620692,0.87265625,0.87265625,0.0046875,0.0046875,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
59,37.6790805386108,40.651862745098036,3,0.3379854127764702,0.0007276010841221669,0.86953125,0.86953125,0.007245014449606018,0.007245014449606018,0.0,0.0,0.0,0.0,59,0,14779,False,0,0
60,37.87515896998335,40.84794117647059,3,0.3390702873468399,0.001955239801884234,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
61,37.63006093076767,40.60284313725491,3,0.3400039039552212,0.002222525890540151,0.86875,0.86875,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
62,37.905158969983354,40.87794117647059,3,0.3381534948945045,0.002392308683789569,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
63,37.777119754297075,40.749901960784314,3,0.3399178609251976,0.0013391592425442307,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
64,37.777119754297075,40.749901960784314,3,0.3406208999454975,0.0012416989057845741,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
65,37.6790805386108,40.651862745098036,3,0.34128512889146806,0.00282208594685209,0.86953125,0.86953125,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
66,37.87515896998335,40.84794117647059,3,0.3372217953205109,0.0024611401792259276,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
67,38.03113936214021,41.00392156862745,3,0.3390969060361385,0.003827433367844836,0.871875,0.871875,0.007967217989988727,0.007967217989988727,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
68,37.92417857782649,40.89696078431373,3,0.33928320109844207,0.0028800842894186702,0.8734375,0.8734375,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
69,37.807777649033916,40.779901960784315,3,0.3431235283613205,0.0015598287949313851,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
70,37.51360090963347,40.485784313725496,3,0.3407199941575527,0.0030632493272279384,0.86640625,0.86640625,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
71,37.82613936214021,40.79892156862745,3,0.3408210001885891,0.0020785021569822057,0.871875,0.871875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
72,37.98323707273283,40.95490196078431,3,0.34141156896948816,0.0032681216925091365,0.87109375,0.87109375,0.004941058844013093,0.004941058844013093,0.0,0.0,0.0,0.0,59,0,14775,True,1,1
73,37.87515896998335,40.84794117647059,3,0.3384717419743538,0.00360150602322595,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
74,38.05221779351276,41.025,3,0.3401821359992027,0.0040134732651214144,0.875,0.875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
75,37.72810014645394,40.70088235294118,3,0.3411038458347321,0.002306765572995971,0.8703125,0.8703125,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
76,37.63006093076767,40.60284313725491,3,0.3416173502802849,0.003867030669869697,0.86875,0.86875,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
77,37.83127008109446,40.80294117647059,3,0.3423868328332901,0.0024039126716522605,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
78,37.6790805386108,40.651862745098036,3,0.3425558477640152,0.002368945546609787,0.86953125,0.86953125,0.005298695299316615,0.005298695299316615,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
79,37.75810014645394,40.73088235294118,3,0.34185167849063874,0.002621995789314668,0.8703125,0.8703125,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
80,37.90571762920123,40.87794117647059,3,0.340807019919157,0.003362342784967501,0.87265625,0.87265625,0.0046875,0.0046875,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
81,37.58571882550451,40.557843137254906,3,0.34001829773187636,0.0025670484001672654,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
82,37.777119754297075,40.749901960784314,3,0.3425133556127548,0.00281803565441578,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
83,37.72810014645394,40.70088235294118,3,0.34039309322834016,0.0030758779782257733,0.8703125,0.8703125,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
84,37.58394981965655,40.557843137254906,3,0.3398068442940712,0.003770079561888986,0.86875,0.86875,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14781,True,1,1
85,37.777119754297075,40.749901960784314,3,0.3396165370941162,0.002607080729378832,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
86,38.12025700919904,41.093039215686275,3,0.33841636776924133,0.0033429261899710926,0.8765625,0.8765625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
87,38.12025700919904,41.093039215686275,3,0.3365039251744747,0.004476811136953493,0.8765625,0.8765625,0.006346905003621844,0.006346905003621844,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
88,37.73323086540818,40.70490196078431,3,0.34182245954871177,0.004337540773450308,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
89,37.6790805386108,40.651862745098036,3,0.34009664282202723,0.0018204235220354022,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
90,38.071237401355894,41.04401960784313,3,0.3410523273050785,0.0017783813247353039,0.87578125,0.87578125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
91,37.90571762920123,40.87794117647059,3,0.3389150403439999,0.0026588935430250362,0.87265625,0.87265625,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
92,37.72810014645394,40.70088235294118,3,0.340033320337534,0.0024012719513193414,0.8703125,0.8703125,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
93,37.82613936214021,40.79892156862745,3,0.3384079925715923,0.0027454488816819112,0.871875,0.871875,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
94,37.68426293715161,40.65588235294118,3,0.33856086134910585,0.0032789103236218167,0.8703125,0.8703125,0.003827327723098716,0.003827327723098716,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
95,37.63467934100601,40.60686274509804,3,0.3420910149812698,0.003644547770106939,0.86953125,0.86953125,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
96,37.777119754297075,40.749901960784314,3,0.3388433545827866,0.0028415325534747876,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
97,37.777119754297075,40.749901960784314,3,0.34210793152451513,0.002831900765071525,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
98,37.777119754297075,40.749901960784314,3,0.3400020979344845,0.003370420158607573,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
99,37.92417857782649,40.89696078431373,3,0.34023791551589966,0.003681997478020174,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
100,37.63006093076767,40.60284313725491,3,0.34042946696281434,0.004161464300439794,0.86875,0.86875,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
101,37.97319818566963,40.94598039215687,3,0.3372174762189388,0.004061158409434043,0.87421875,0.87421875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
102,37.777119754297075,40.749901960784314,3,0.3413668185472488,0.0043837078127089025,0.87109375,0.87109375,0.006536406457297465,0.006536406457297465,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
103,37.75857633693013,40.73088235294118,3,0.33960510790348053,0.0025147254982903168,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
104,37.61104132292453,40.58382352941177,3,0.33944217711687086,0.00263539726843773,0.86796875,0.86796875,0.003827327723098716,0.003827327723098716,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
105,37.777119754297075,40.749901960784314,3,0.3399676948785782,0.0036031293243288325,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
106,37.777119754297075,40.749901960784314,3,0.3394696734845638,0.00199895589260433,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
107,38.003198185669625,40.97598039215686,3,0.34049186259508135,0.003223939887135067,0.87421875,0.87421875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
108,37.536041322924525,40.508823529411764,3,0.34077020958065984,0.0014302697738316698,0.86796875,0.86796875,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
109,37.72810014645394,40.70088235294118,3,0.3428875803947449,0.0030580120148683896,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
110,37.72810014645394,40.70088235294118,3,0.3367306187748909,0.002099663826248029,0.8703125,0.8703125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
111,37.6790805386108,40.651862745098036,3,0.3393690437078476,0.0035811431256523875,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
112,37.83015896998335,40.80294117647059,3,0.34030975177884104,0.0043837421539543505,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
113,37.82613936214021,40.79892156862745,3,0.33899759575724603,0.0021742680608161343,0.871875,0.871875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
114,37.92417857782649,40.89696078431373,3,0.3400574654340744,0.0023178642466282116,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
115,37.53202171508139,40.50480392156863,3,0.3414872199296951,0.004609210567271076,0.8671875,0.8671875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
116,37.777119754297075,40.749901960784314,3,0.33865096792578697,0.001866328679212319,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
117,38.05277645273063,41.025,3,0.33702564164996146,0.0019984770327697615,0.875,0.875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
118,37.73323086540818,40.70490196078431,3,0.3377217188477516,0.0014404058137179115,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
119,37.6790805386108,40.651862745098036,3,0.3411887504160404,0.002834990442771615,0.86953125,0.86953125,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
120,38.02221779351276,40.995,3,0.33887228891253474,0.0019908231239755894,0.875,0.875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
121,37.92417857782649,40.89696078431373,3,0.3388066701591015,0.0026124247635051063,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
122,37.85613936214021,40.82892156862745,3,0.3407344713807106,0.0019618799196364453,0.871875,0.871875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
123,37.87515896998335,40.84794117647059,3,0.3391020901501179,0.0021953265267947502,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
124,37.87515896998335,40.84794117647059,3,0.3380512699484825,0.004554809336638431,0.87265625,0.87265625,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
125,37.63006093076767,40.60284313725491,3,0.33967831656336783,0.002064695590852679,0.86875,0.86875,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
126,37.777119754297075,40.749901960784314,3,0.33920481950044634,0.004067534870718716,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
127,37.777119754297075,40.749901960784314,3,0.3425919860601425,0.0024520626395331305,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
128,37.92930929678074,40.90098039215687,3,0.3413073569536209,0.003964604593938112,0.87421875,0.87421875,0.007574499777213015,0.007574499777213015,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
129,37.58104132292453,40.553823529411765,3,0.3422589309513569,0.002227811428201536,0.86796875,0.86796875,0.006720566614877052,0.006720566614877052,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
130,37.92417857782649,40.89696078431373,3,0.3389481961727142,0.0016592158261389766,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
131,37.87515896998335,40.84794117647059,3,0.3412351027131081,0.0035945847167431805,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
132,37.6790805386108,40.651862745098036,3,0.3386082150042057,0.0023833801888826895,0.86953125,0.86953125,0.00765465544619743,0.00765465544619743,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
133,37.75810014645394,40.73088235294118,3,0.34051688611507414,0.0035108733729611805,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
134,37.78230215283788,40.75392156862745,3,0.33799471259117125,0.003077418559828712,0.871875,0.871875,0.006720566614877052,0.006720566614877052,0.0,0.0,0.0,0.0,59,0,14777,True,1,1
135,37.82613936214021,40.79892156862745,3,0.3407822199165821,0.0016734507621169426,0.871875,0.871875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
136,37.82613936214021,40.79892156862745,3,0.33969344571232796,0.002999165662116814,0.871875,0.871875,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
137,37.777119754297075,40.749901960784314,3,0.33956720009446145,0.0035115834611983473,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
138,37.92417857782649,40.89696078431373,3,0.3376767858862877,0.0034005514465471716,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
139,37.97319818566963,40.94598039215687,3,0.3402332864701748,0.0014599033246759279,0.87421875,0.87421875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
140,37.63006093076767,40.60284313725491,3,0.3388795405626297,0.0021884407909212506,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,1,1
