episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius
1607,38.027348512467,40.99901960784313,3,0.33809651955962183,0.005328346897198439,0.87578125,0.87578125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1608,37.68435684358599,40.65588235294118,3,0.3393222652375698,0.00264585537596793,0.8703125,0.8703125,0.006720566614877052,0.006720566614877052,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1609,38.02689529609273,40.99901960784313,3,0.3377596914768219,0.0025022390885343177,0.87578125,0.87578125,0.003827327723098716,0.003827327723098716,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1610,37.9390153352226,40.904901960784315,3,0.34222574904561043,0.001294244560048898,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,10,1
1611,38.1275678485214,41.09705882352941,3,0.3385693423449993,0.0032285272585650337,0.87734375,0.87734375,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14771,True,10,1
1612,37.78383777483862,40.75392156862745,3,0.3409698911011219,0.002203726225739312,0.871875,0.871875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1613,38.026289080942455,40.99901960784313,3,0.33693586811423304,0.0033040712186833913,0.87578125,0.87578125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1614,37.628949819656555,40.60284313725491,3,0.3441899508237839,0.0028814805001591945,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1615,37.636843472786175,40.60686274509804,3,0.3416479960083961,0.0030021376204459136,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14771,True,10,1
1616,37.538420667576915,40.508823529411764,3,0.3418773591518402,0.003700732987037701,0.86796875,0.86796875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1617,37.73504413808763,40.70490196078431,3,0.33843319192528726,0.004931435969745621,0.87109375,0.87109375,0.007411588266019639,0.007411588266019639,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1618,38.07581566841691,41.04803921568627,3,0.3384160242974758,0.003533969998647544,0.8765625,0.8765625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1619,37.83080413127367,40.80294117647059,3,0.3417531669139862,0.004093279860563034,0.87265625,0.87265625,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1620,37.731666537922806,40.70490196078431,3,0.3411524459719658,0.0017059495390432224,0.87109375,0.87109375,0.006536406457297465,0.006536406457297465,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1621,37.63006093076767,40.60284313725491,3,0.3393637537956238,0.0037613086601973583,0.86875,0.86875,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1622,37.58565973316288,40.557843137254906,3,0.3412426598370075,0.0026597443496446907,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1623,37.78179725687705,40.75392156862745,3,0.3401887372136116,0.00203581536487881,0.871875,0.871875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1624,37.68594869606856,40.65588235294118,3,0.3424044892191887,0.002172510702875207,0.8703125,0.8703125,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1625,37.92885608040647,40.90098039215687,3,0.33854559138417245,0.004287080023109871,0.87421875,0.87421875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1626,37.68186152158033,40.65588235294118,3,0.33965014293789864,0.0025364036374896986,0.8703125,0.8703125,0.006720566614877052,0.006720566614877052,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1627,37.732718556692284,40.70490196078431,3,0.33908945620059966,0.002747298904264082,0.87109375,0.87109375,0.006051536478449089,0.006051536478449089,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1628,37.63539632808448,40.60686274509804,3,0.340061966329813,0.0019916999880317202,0.86953125,0.86953125,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1629,37.880395131781206,40.851960784313725,3,0.3386979289352894,0.0028070953845289954,0.8734375,0.8734375,0.005298695299316615,0.005298695299316615,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1630,37.72810014645394,40.70088235294118,3,0.3410955503582954,0.0026286705147889953,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1631,37.83127008109446,40.80294117647059,3,0.33998044654726983,0.002862117301126384,0.87265625,0.87265625,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1632,37.777119754297075,40.749901960784314,3,0.3384501993656158,0.0023538091300874097,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1633,37.586172041878775,40.557843137254906,3,0.34037288650870323,0.005890440830116895,0.86875,0.86875,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1634,37.58734549207983,40.557843137254906,3,0.3406065858900547,0.00398947774391717,0.86875,0.86875,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1635,37.58565973316288,40.557843137254906,3,0.3397337794303894,0.000664815529567179,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1636,38.0268362037511,40.99901960784313,3,0.34114996045827867,0.0033811700510789594,0.87578125,0.87578125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1637,37.927087074558514,40.90098039215687,3,0.33987261205911634,0.0031762112087729078,0.87421875,0.87421875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1638,37.48707339466795,40.45980392156863,3,0.343702532351017,0.004657804548672556,0.8671875,0.8671875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1639,37.78220216407257,40.75392156862745,3,0.3417774401605129,0.002024235987061584,0.871875,0.871875,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1640,37.63640079092156,40.60686274509804,3,0.34106801375746726,0.001264665017954714,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1641,37.58565973316288,40.557843137254906,3,0.34066934511065483,0.002487227690405809,0.86875,0.86875,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1642,37.731520951901864,40.70490196078431,3,0.34060451462864877,0.0029856867425205194,0.87109375,0.87109375,0.006051536478449089,0.006051536478449089,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1643,37.87515896998335,40.84794117647059,3,0.33932621255517004,0.0022300539428534,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1644,37.63516749513254,40.60686274509804,3,0.34029461145401,0.003284827251193931,0.86953125,0.86953125,0.006810779599282302,0.006810779599282302,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1645,37.68431670040866,40.65588235294118,3,0.3401002071797848,0.0021721644741684123,0.8703125,0.8703125,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1646,37.78173816453542,40.75392156862745,3,0.338761642575264,0.002738514838559427,0.871875,0.871875,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1647,37.73320671081881,40.70490196078431,3,0.3400005169212818,0.0009221466585782237,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1648,37.537238927714945,40.508823529411764,3,0.34142072796821593,0.003405170686781009,0.86796875,0.86796875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1649,37.58613592363906,40.557843137254906,3,0.3390161953866482,0.0024139493867247055,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1650,37.78173816453542,40.75392156862745,3,0.33851254656910895,0.003052436262637546,0.871875,0.871875,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1651,37.92417857782649,40.89696078431373,3,0.34059132263064384,0.001886330113822237,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1652,37.97319818566963,40.94598039215687,3,0.3408886790275574,0.0009169530731031862,0.87421875,0.87421875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1653,37.87924091691642,40.851960784313725,3,0.3405147857964039,0.0021501726528167,0.8734375,0.8734375,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1654,37.881651828913256,40.851960784313725,3,0.33972359299659727,0.0027576302965777602,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14771,True,10,1
1655,37.87866626911058,40.851960784313725,3,0.33965867906808855,0.004801944840577047,0.8734375,0.8734375,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1656,37.83180458572296,40.80294117647059,3,0.33850992321968076,0.001864301687319828,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1657,37.58503677617829,40.557843137254906,3,0.33862740024924276,0.002196433675113328,0.86875,0.86875,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1658,37.78173816453542,40.75392156862745,3,0.33861963972449305,0.003174583113538629,0.871875,0.871875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1659,37.93107709719827,40.90098039215687,3,0.3395391829311848,0.002243447764984298,0.87421875,0.87421875,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14771,True,10,1
1660,38.0268362037511,40.99901960784313,3,0.33969259411096575,0.003854598151280527,0.87578125,0.87578125,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1661,37.39009361050622,40.36176470588235,3,0.33942979872226714,0.002930406065400398,0.865625,0.865625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1662,37.68425760806702,40.65588235294118,3,0.3408031761646271,0.0029507981515828055,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1663,37.82904785887224,40.80294117647059,3,0.33836177214980123,0.0017154369287882307,0.87265625,0.87265625,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1664,37.685298214086785,40.65588235294118,3,0.34077443927526474,0.003841263601536725,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1665,38.22229167813907,41.19509803921569,3,0.33630878329277036,0.0019732059645415703,0.87890625,0.87890625,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1666,37.82613936214021,40.79892156862745,3,0.33827693313360213,0.0013324505107842317,0.871875,0.871875,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1667,37.58506093076767,40.557843137254906,3,0.3398516535758972,0.0035097390837028784,0.86875,0.86875,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1668,37.97319818566963,40.94598039215687,3,0.3407917067408562,0.0031284619588852866,0.87421875,0.87421875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1669,37.68429775124436,40.65588235294118,3,0.3421660751104355,0.003979811876907565,0.8703125,0.8703125,0.007574499777213015,0.007574499777213015,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1670,37.48642291268618,40.45980392156863,3,0.3408347934484482,0.0029522702977269103,0.8671875,0.8671875,0.006987712429686843,0.006987712429686843,0.0,0.0,0.0,0.0,59,0,14781,True,10,1
1671,37.90627628841911,40.87794117647059,3,0.3412501893937588,0.001838045849533577,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1672,37.58454862205176,40.557843137254906,3,0.34068583548069,0.0031715953439251407,0.86875,0.86875,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1673,37.48702171508139,40.45980392156863,3,0.3422837629914284,0.002242987464374794,0.8671875,0.8671875,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1674,37.830733617789186,40.80294117647059,3,0.3409265212714672,0.0028643616582377357,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1675,37.9287568448875,40.90098039215687,3,0.33874030634760854,0.0032704736690344002,0.87421875,0.87421875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1676,37.880888491332804,40.851960784313725,3,0.339652419090271,0.00476961668594374,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1677,37.68803699367279,40.65588235294118,3,0.3395613841712475,0.0035803376021915447,0.8703125,0.8703125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14767,True,10,1
1678,37.586770844273985,40.557843137254906,3,0.34007173106074334,0.0036174364643999308,0.86875,0.86875,0.0046875,0.0046875,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1679,37.83081686472019,40.80294117647059,3,0.3385375961661339,0.0027689437680044693,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1680,38.07868761937456,41.04803921568627,3,0.3403696894645691,0.003138747100761575,0.8765625,0.8765625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14771,True,10,1
1681,37.78222631866195,40.75392156862745,3,0.34103296250104903,0.00273153908984213,0.871875,0.871875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1682,37.83172875154703,40.80294117647059,3,0.34064394757151606,0.003526599039108317,0.87265625,0.87265625,0.006810779599282302,0.006810779599282302,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1683,38.071237401355894,41.04401960784313,3,0.3411302164196968,0.004404172801515014,0.87578125,0.87578125,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1684,37.636813110872154,40.60686274509804,3,0.3409768417477608,0.0033894164682349045,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14773,True,10,1
1685,37.48702171508139,40.45980392156863,3,0.3403817616403103,0.0022180778407088655,0.8671875,0.8671875,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1686,37.6790805386108,40.651862745098036,3,0.33794396072626115,0.002322750711888546,0.86953125,0.86953125,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1687,37.80876537003669,40.779901960784315,3,0.3390772998332977,0.0019704081688368593,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1688,37.78113936214021,40.75392156862745,3,0.33942794874310495,0.0023619278881171187,0.871875,0.871875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1689,37.92930929678074,40.90098039215687,3,0.33915984332561494,0.0014492526743252975,0.87421875,0.87421875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1690,37.829594981680884,40.80294117647059,3,0.34036916121840477,0.0029962094454659837,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1691,37.68425760806702,40.65588235294118,3,0.34038680270314214,0.0030300586876945176,0.8703125,0.8703125,0.0015625,0.0015625,0.0,0.0,0.0,0.0,59,0,14775,True,10,1
1692,37.732119754297074,40.70490196078431,3,0.33860663399100305,0.002802241104592457,0.87109375,0.87109375,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1693,37.9783047500345,40.95,3,0.3414145089685917,0.004046570523604995,0.875,0.875,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1694,37.87915442323711,40.851960784313725,3,0.33909308463335036,0.004744635557040183,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14779,True,10,1
1695,37.87965476830268,40.851960784313725,3,0.3397416718304157,0.0023874555940856064,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1696,37.879725700635134,40.851960784313725,3,0.3379441723227501,0.003493911735730474,0.8734375,0.8734375,0.0046875,0.0046875,0.0,0.0,0.0,0.0,59,0,14777,True,10,1
1697,37.68371048525838,40.65588235294118,3,0.3400120444595814,0.002835816161689665,0.8703125,0.8703125,0.00625,0.00625,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1698,37.68429775124436,40.65588235294118,3,0.33999946862459185,0.0024953079214207804,0.8703125,0.8703125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1699,37.63635444041959,40.60686274509804,3,0.33930578604340556,0.001297875787537037,0.86953125,0.86953125,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1700,37.78338378027503,40.75392156862745,3,0.3406562551856041,0.0006816320678869812,0.871875,0.871875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1701,37.732119754297074,40.70490196078431,3,0.33817500844597814,0.0025983503524789966,0.87109375,0.87109375,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1702,37.8318804198989,40.80294117647059,3,0.3405137605965137,0.0026740117603704103,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1703,38.07179606057377,41.04401960784313,3,0.3387723729014397,0.0023321055322972533,0.87578125,0.87578125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1704,37.78222631866195,40.75392156862745,3,0.34080563858151436,0.0014145667886720443,0.871875,0.871875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1705,37.53829107014394,40.508823529411764,3,0.33960945531725883,0.002712189322445244,0.86796875,0.86796875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1706,37.97610668240165,40.95,3,0.34079302847385406,0.0030481932826354526,0.875,0.875,0.005524271728019903,0.005524271728019903,0.0,0.0,0.0,0.0,59,0,14781,True,11,1
1707,37.63580198852635,40.60686274509804,3,0.3429002031683922,0.0012943573398327805,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1708,37.48817917669447,40.45980392156863,3,0.3411981679499149,0.0034956833954511977,0.8671875,0.8671875,0.004941058844013093,0.004941058844013093,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1709,37.83294387636107,40.80294117647059,3,0.33991020619869233,0.0032672774696599375,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14771,True,11,1
1710,38.02568494946266,40.99901960784313,3,0.3408487908542156,0.003131604627459617,0.87578125,0.87578125,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1711,37.828996179285674,40.80294117647059,3,0.3402623884379864,0.0016830819962556647,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14781,True,11,1
1712,37.83190382124193,40.80294117647059,3,0.33995415791869166,0.004971659662461705,0.87265625,0.87265625,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1713,37.68198903534282,40.65588235294118,3,0.3408281825482845,0.0018006341903251733,0.8703125,0.8703125,0.0029231698334171415,0.0029231698334171415,0.0,0.0,0.0,0.0,59,0,14781,True,11,1
1714,37.830165177308,40.80294117647059,3,0.3441486060619354,0.0015954492115886978,0.87265625,0.87265625,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1715,37.826698021358084,40.79892156862745,3,0.3388665646314621,0.0025773875429532544,0.871875,0.871875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1716,37.63692908822542,40.60686274509804,3,0.33823740258812907,0.0024082837416169543,0.86953125,0.86953125,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1717,37.97964469409756,40.95,3,0.34106515124440195,0.0035929162448882297,0.875,0.875,0.006536406457297465,0.006536406457297465,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1718,37.488790720929345,40.45980392156863,3,0.33852057009935377,0.0016772842561473356,0.8671875,0.8671875,0.00427908248050911,0.00427908248050911,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1719,38.08135249086996,41.05196078431372,3,0.339081933349371,0.0031095242245887888,0.8734375,0.8734375,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1720,37.78233696693063,40.75392156862745,3,0.3385327897965908,0.002575808718592905,0.871875,0.871875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1721,37.87515896998335,40.84794117647059,3,0.3384680934250355,0.0018200807509557554,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1722,37.58612373270003,40.557843137254906,3,0.33904373422265055,0.0018152766382018364,0.86875,0.86875,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1723,37.734852326558425,40.70490196078431,3,0.3407527178525925,0.0009487784312211659,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1724,37.634556729086995,40.60686274509804,3,0.33677522987127306,0.002787235750450121,0.86953125,0.86953125,0.006346905003621844,0.006346905003621844,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1725,37.78173816453542,40.75392156862745,3,0.33906213045120237,0.004708178553067407,0.871875,0.871875,0.0038273277230987156,0.0038273277230987156,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1726,37.880848348155475,40.851960784313725,3,0.3371754787862301,0.004093262703799536,0.8734375,0.8734375,0.006346905003621844,0.006346905003621844,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1727,37.6356678401981,40.60686274509804,3,0.3409013725817204,0.002792133576244795,0.86953125,0.86953125,0.005298695299316616,0.005298695299316616,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1728,37.7839120775789,40.75392156862745,3,0.3392098531126976,0.0016061033864775663,0.871875,0.871875,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1729,37.83288490767895,40.80294117647059,3,0.3390783414244652,0.0016623424225398593,0.87265625,0.87265625,0.003125,0.003125,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1730,37.78169802135808,40.75392156862745,3,0.3419323548674583,0.003177180487663385,0.871875,0.871875,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1731,37.833184672963355,40.80294117647059,3,0.33949277102947234,0.00498354480091762,0.87265625,0.87265625,0.005846339666834283,0.005846339666834283,0.0,0.0,0.0,0.0,59,0,14771,True,11,1
1732,37.73323086540818,40.70490196078431,3,0.33741735145449636,0.002934536503453362,0.87109375,0.87109375,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1733,37.97949169532155,40.95,3,0.3385438971221447,0.0038616761768886184,0.875,0.875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1734,37.68501473832283,40.65588235294118,3,0.3408862926065922,0.002374261627631789,0.8703125,0.8703125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1735,37.831292277007066,40.80294117647059,3,0.33984488174319266,0.003500367025584576,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1736,37.78113936214021,40.75392156862745,3,0.3404027335345745,0.001550139081620852,0.871875,0.871875,0.005182226234930313,0.005182226234930313,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1737,37.48860901666869,40.45980392156863,3,0.33926416337490084,0.003844984015940187,0.8671875,0.8671875,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1738,37.830717629201224,40.80294117647059,3,0.339594679325819,0.0041161605348604855,0.87265625,0.87265625,0.003983608994994363,0.003983608994994363,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1739,38.0268362037511,40.99901960784313,3,0.34035318717360497,0.0014313630362997294,0.87578125,0.87578125,0.004555431167847891,0.004555431167847891,0.0,0.0,0.0,0.0,59,0,14777,True,11,1
1740,37.73333630825179,40.70490196078431,3,0.3387108862400055,0.002904292853025972,0.87109375,0.87109375,0.004941058844013093,0.004941058844013093,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1741,37.92819818566963,40.90098039215687,3,0.34036705940961837,0.003578140112583253,0.87421875,0.87421875,0.002923169833417142,0.002923169833417142,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1742,37.48694588090545,40.45980392156863,3,0.33937438353896143,0.0027159150438147575,0.8671875,0.8671875,0.0034938562148434213,0.0034938562148434213,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1743,37.882149320512156,40.851960784313725,3,0.33962188214063643,0.0010403054714843742,0.8734375,0.8734375,0.0046875,0.0046875,0.0,0.0,0.0,0.0,59,0,14773,True,11,1
1744,37.38943571576938,40.36176470588235,3,0.3400480844080448,0.0018899630080133417,0.865625,0.865625,0.006810779599282302,0.006810779599282302,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1745,37.732119754297074,40.70490196078431,3,0.34136183708906176,0.003994676531420055,0.87109375,0.87109375,0.0024705294220065464,0.0024705294220065464,0.0,0.0,0.0,0.0,59,0,14779,True,11,1
1746,37.78227787458899,40.75392156862745,3,0.3423161946237087,0.001341763583167788,0.871875,0.871875,0.003827327723098716,0.003827327723098716,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
1747,37.726989035342825,40.70088235294118,3,0.33946970030665397,0.0033951811252571676,0.8703125,0.8703125,0.005740991584648074,0.005740991584648074,0.0,0.0,0.0,0.0,59,0,14781,True,11,1
1748,37.83135657477377,40.80294117647059,3,0.3384898409247398,0.002377460059862876,0.87265625,0.87265625,0.0019136638615493578,0.0019136638615493578,0.0,0.0,0.0,0.0,59,0,14775,True,11,1
