episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius,exploration_mode,guarded_radius2_active,guarded_radius2_recent_frontier_expansions,guarded_radius2_recent_duplicate_rate,guarded_radius2_recent_dominated_rate,guarded_radius2_cooldown_remaining,guarded_radius2_safe_offset_count,samples_rejected_by_mask,samples_rejected_by_optimizer,steps_fallen_back_to_baseline,forbidden_mask_total,static_invalid_level_disabled,static_invalid_level_applied,static_invalid_level_scan_evaluated,static_invalid_level_scan_invalid,empirical_invalid_level_disabled,empirical_invalid_level_applied,rejection_optimizer_wall_seconds,baseline_prior_scale,base_action_source,proposal_direction,empirical_offset_success_rate,empirical_offset_failure_rate,frontier_seed_episode
9406,38.41896704376472,41.38612024643834,3,0.3405521512031555,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,49,0.065,0.7566666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9699062707146119,0.03058671201089938,-1
9407,37.536208914787174,40.50162392584072,3,0.34049248695373535,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14759,True,12,1,radius1,False,49,0.065,0.7566666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9769805709213365,0.02370238372421485,-1
9408,37.20130586714792,40.17061656703596,3,0.3348988890647888,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9675449421491421,0.035886003128450035,-1
9409,41.82300928636202,44.66996699669967,3,0.33298707008361816,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14459,True,12,1,radius1,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9681696246299811,0.03229043909227759,9102
9410,41.820177478581705,44.66996699669967,3,0.3391955494880676,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14465,True,12,1,radius1,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9712747363575057,0.029376949738974756,9184
9411,37.88204028191929,40.850974355504434,3,0.3399338722229004,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9721016018044376,0.027898398195562543,-1
9412,42.15643020677548,45.0,3,0.3313406705856323,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14455,True,12,1,radius1|validation_required,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9675031501292093,0.03328337280875992,9223
9413,41.98755403316489,44.834983498349835,3,0.34085169434547424,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14463,True,12,1,radius1|validation_required,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9585836906421005,0.04311898609183581,9203
9414,37.528996482489774,40.50048717775221,3,0.3372085690498352,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9702947772080824,0.03058247504482807,-1
9415,41.99257856976614,44.834983498349835,3,0.33792293071746826,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14455,True,12,1,radius1|cached_reward_hit|validation_required,False,49,0.065,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9711046809649192,0.029643116406408432,9047
9416,42.14531915820549,45.0,3,0.33994555473327637,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14485,True,12,1,radius1|validation_required,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9674151393761575,0.03327523290186919,9050
9417,38.06629376202999,41.035633068686124,3,0.34519776701927185,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9740107888986566,0.026305108070685302,-1
9418,41.650880000452574,44.504950495049506,3,0.3438926637172699,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14485,True,12,1,radius1,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9638435465831856,0.037718447030595355,9050
9419,42.14955323941147,45.0,3,0.3412202000617981,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14477,True,12,1,radius1|cached_reward_hit|validation_required,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9653185146792156,0.03604961198668271,9373
9420,41.65576433861516,44.504950495049506,3,0.3336808681488037,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14467,True,12,1,radius1|cached_reward_hit,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9761534323682652,0.02411912164333756,9200
9421,-3.2878647655242585,-0.3201320132013196,1,0.3476799428462982,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9666096251031252,0.03581926752636722,-1
9422,41.99098464334042,44.834983498349835,3,0.347373366355896,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14455,True,12,1,radius1|validation_required,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9693067701450765,0.03211660590092539,9223
9423,41.65692222746935,44.504950495049506,3,0.34266021847724915,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14465,True,12,1,radius1|validation_required,False,48,0.06666666666666667,0.7583333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9704753761425344,0.03051513362733049,9007
9424,41.81830001789434,44.66996699669967,3,0.3420979380607605,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14477,True,12,1,radius1|validation_required,False,49,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9681625240204986,0.03248038441716523,9364
9425,41.82062293964584,44.66996699669967,3,0.33884942531585693,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14469,True,12,1,radius1|cached_reward_hit,False,49,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9700571716967773,0.03028606859983629,9007
9426,37.551602209745255,40.52061656703596,3,0.3412569463253021,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,49,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9697073276013243,0.031093958356681575,-1
9427,37.71900228509857,40.686120246438335,3,0.34522268176078796,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,49,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9654481721956478,0.03468688993293125,-1
9428,41.66314436886102,44.504950495049506,3,0.3422263264656067,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14453,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9696505138725828,0.031356658207530246,9252
9429,42.15292376242402,45.0,3,0.33271679282188416,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14463,True,12,1,radius1|validation_required,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9712907793289488,0.0297147943326462,9203
9430,41.65485706305,44.504950495049506,3,0.34210583567619324,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14467,True,12,1,radius1|validation_required,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9720500832392241,0.028708220082104382,9128
9431,41.988665144276005,44.834983498349835,3,0.3440197706222534,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14461,True,12,1,radius1|validation_required,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9660668763700319,0.034780964323878165,9203
9432,38.2333617291319,41.200974355504435,3,0.3414693772792816,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9705389766664267,0.03014262598886011,-1
9433,42.14701723172099,45.0,3,0.33890300989151,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14481,True,12,1,radius1|validation_required,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9677651456927342,0.032899225097692573,9119
9434,41.82332832946507,44.66996699669967,3,0.340514600276947,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14459,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9707909961160048,0.03043964222121295,9185
9435,37.555474196434226,40.521266137372244,3,0.33603984117507935,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9716061209364479,0.02912208084772534,-1
9436,37.88442571155172,40.850974355504434,3,0.34084635972976685,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9742343963919867,0.026398422655744703,-1
9437,38.23149150671199,41.20081196292036,3,0.34443703293800354,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9673920263703488,0.0326945087629153,-1
9438,37.556213236620955,40.52159092254039,3,0.33553752303123474,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14759,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9658222643182067,0.03471184609655326,-1
9439,41.65236063551559,44.504950495049506,3,0.33430221676826477,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14481,True,12,1,radius1,False,50,0.07,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9639693942379313,0.03717933588502325,9087
9440,37.2029333623808,40.17110374478818,3,0.33883827924728394,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,49,0.07,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9695870423408208,0.03161108628937077,-1
9441,41.986238243691204,44.834983498349835,3,0.33242690563201904,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14467,True,12,1,radius1|cached_reward_hit|validation_required,False,49,0.07,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9696214717669873,0.03130573113216985,9091
9442,37.53310794102504,40.50081196292036,3,0.3397980332374573,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,49,0.07,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9731922432375616,0.027432724604997575,-1
9443,37.7195621105433,40.68644503160648,3,0.3366427719593048,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14761,True,12,1,radius1,False,49,0.07,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9666359296036905,0.035662984924910275,-1
9444,41.82132796307397,44.66996699669967,3,0.34042468667030334,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14465,True,12,1,radius1,False,48,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9693402515924188,0.03101043373858155,9004
9445,37.03804686046175,40.00608724313801,3,0.3444352447986603,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,48,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9613419613650093,0.039553695230189645,-1
9446,37.20277657751993,40.1709413522041,3,0.3449709415435791,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,48,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9688845604283918,0.032386213912442965,-1
9447,41.82572649962225,44.66996699669967,3,0.3315185010433197,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14451,True,12,1,radius1|validation_required,False,48,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9675939217749372,0.03449474137455526,9371
9448,41.98217621861369,44.834983498349835,3,0.34051793813705444,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14481,True,12,1,radius1|validation_required,False,48,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.972739666857516,0.028903635986706575,9238
9449,37.38769287960643,40.356087243138006,3,0.3447580933570862,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,48,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9644716822394748,0.03652965644861092,-1
9450,37.53327358035742,40.50097435550443,3,0.3363721966743469,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,48,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9722926425584459,0.02900611871597369,-1
9451,37.55124898213629,40.52061656703596,3,0.3311688303947449,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,48,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9692904074250954,0.030796037941432958,-1
9452,41.98001504740987,44.834983498349835,3,0.3350526988506317,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14487,True,12,1,radius1|validation_required,False,47,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9713699095847254,0.029588936014332615,9322
9453,42.1068117502544,45.0,3,0.34670159220695496,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14575,True,12,1,radius1|validation_required,False,47,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9677368311641303,0.03270674111589834,9074
9454,42.15692564734846,45.0,3,0.3303024470806122,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14449,True,12,1,radius1|validation_required,False,47,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9677399693221589,0.03389843053583914,9292
9455,41.98502643305083,44.834983498349835,3,0.34056568145751953,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14473,True,12,1,radius1|validation_required,False,47,0.07166666666666667,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9637388023293852,0.03913216489309262,9424
9456,37.8805367790453,40.850487177752214,3,0.34302687644958496,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9671762931484694,0.03310805659654025,-1
9457,37.71703809990859,40.685795461270196,3,0.3437006175518036,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9725790772773685,0.028357093247948134,-1
9458,37.52998953257713,40.50048717775221,3,0.33578506112098694,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.970304247214394,0.030599635919228003,-1
9459,37.88473167254927,40.85129914067257,3,0.3381718397140503,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9723884512025719,0.02894520470698476,-1
9460,41.8226945893176,44.66996699669967,3,0.354341983795166,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14461,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.963551909146786,0.03785427102869683,9208
9461,37.536222596446684,40.501461533256645,3,0.34104156494140625,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14761,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.968726371758847,0.03277091502508799,-1
9462,37.718693134399246,40.68595785385427,3,0.33594727516174316,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9716472131751867,0.029026830762120096,-1
9463,37.88299098149932,40.850974355504434,3,0.3357752561569214,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.964192761459,0.03580723854100004,-1
9464,41.99120961121808,44.834983498349835,3,0.3423592448234558,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14447,True,12,1,radius1|validation_required,False,49,0.07,0.755,0,2,32,0,1,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9634276066881761,0.03714552657459632,8996
9465,41.65343875721981,44.504950495049506,3,0.34353411197662354,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14471,True,12,1,radius1,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9730569487401898,0.027683621075609427,8981
9466,42.152570534815055,45.0,3,0.3398308753967285,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14463,True,12,1,radius1|validation_required,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9694105463576683,0.03189025931767384,9101
9467,41.65449100101445,44.504950495049506,3,0.34798330068588257,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14477,True,12,1,radius1|cached_reward_hit,False,49,0.07,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.969889390089481,0.030979536578559657,9392
9468,37.38594415289442,40.355600065385794,3,0.3397652804851532,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,50,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9678650481557806,0.0328535081637565,-1
9469,41.82089446566018,44.66996699669967,3,0.3401448726654053,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14463,True,12,1,radius1,False,50,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.967692515832129,0.033413118197570334,9102
9470,37.883113132189514,40.85113674808851,3,0.3391444683074951,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,50,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9737844968736251,0.02678932654230733,-1
9471,41.82972445182845,44.66996699669967,3,0.33585938811302185,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14443,True,12,1,radius1|validation_required,False,50,0.07166666666666667,0.7516666666666667,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9679934109743557,0.033932540477076854,9454
9472,37.55440531217093,40.521266137372244,3,0.3405091166496277,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,51,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9761708925498684,0.02449725382858098,-1
9473,37.20263105042967,40.17077895962003,3,0.3411538004875183,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,51,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9698071132881302,0.03193222999715615,-1
9474,37.88644362918831,40.85162392584072,3,0.33437472581863403,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14759,True,12,1,radius1,False,51,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9738387257848905,0.026831764579748747,-1
9475,42.161672793165785,45.0,3,0.32726985216140747,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14445,True,12,1,radius1|validation_required,False,51,0.06833333333333333,0.7533333333333333,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9673666533033184,0.0336613658304383,9047
9476,-3.1636185594948323,-0.3201320132013196,1,0.34666505455970764,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14455,True,12,1,radius1,False,51,0.06666666666666667,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9726239744690908,0.029450051360632917,9162
9477,42.146787821461466,45.0,3,0.3389715552330017,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14483,True,12,1,radius1|validation_required,False,51,0.06666666666666667,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9680382355047392,0.03326971353216631,9389
9478,37.717393749712386,40.68595785385427,3,0.3399885892868042,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,51,0.06666666666666667,0.755,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9668262372613757,0.03457526348940727,-1
9479,37.71781202833439,40.68595785385427,3,0.3345571756362915,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,51,0.06666666666666667,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9669463647919754,0.033655783322258506,-1
9480,41.825324249272526,44.66996699669967,3,0.33461225032806396,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14451,True,12,1,radius1,False,50,0.06666666666666667,0.755,0,2,0,0,0,7,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9699908814703558,0.03000911852964419,9025
9481,37.38568523401796,40.355600065385794,3,0.340412437915802,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,50,0.06666666666666667,0.755,0,2,0,0,0,7,56,1,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9642205661558685,0.03669806661601022,-1
