model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]"
BERT-Large-CoLA,ALL,Attn/K/bias,24576,0.0,0,0.0,0,0.0,-0.02234426699578762,0.024020981043577194,0.024020981043577194,0.004069010416666666,0.020345052083333336,0.24820963541666666,3.080240885416667,26.615397135416668,67.02067057291666,3.011067708333333,0.0,0.0,0.0
BERT-Large-CoLA,ALL,Attn/K/weight,25165824,0.0,0,0.0,0,0.0,-0.6263297200202942,0.7186968922615051,0.7186968922615051,0.000290075937906901,0.001899401346842448,0.01973708470662435,0.19916296005249023,1.986527442932129,19.56639289855957,77.35571463902792,0.8702754974365234,0.0,0.0
BERT-Large-CoLA,ALL,Attn/O/bias,24576,0.0,0,0.0,0,0.0,-0.5206030607223511,0.706149160861969,0.706149160861969,0.0,0.004069010416666666,0.048828125,0.29296875,3.3243815104166665,30.171712239583332,64.61588541666666,1.5421549479166665,0.0,0.0
BERT-Large-CoLA,ALL,Attn/O/weight,25165824,0.0,0,0.0,0,0.0,-0.9969742298126221,0.9047319293022156,0.9969742298126221,0.00031391779581705726,0.0027298927307128906,0.028006235758463543,0.2773404121398926,2.775673071543376,26.882445812225342,69.93314822514853,0.10034243265787761,0.0,0.0
BERT-Large-CoLA,ALL,Attn/Q/bias,24576,0.0,0,0.0,0,0.0,-0.6669477820396423,0.7026277184486389,0.7026277184486389,0.0,0.0,0.01220703125,0.12613932291666669,1.3712565104166665,13.334147135416666,66.6015625,18.5546875,0.0,0.0
BERT-Large-CoLA,ALL,Attn/Q/weight,25165824,0.0,0,0.0,0,0.0,-0.5006594657897949,0.4351944923400879,0.5006594657897949,0.00021855036417643228,0.0019033749898274739,0.01910527547200521,0.19693771998087564,1.9598325093587239,19.313077131907143,77.57649024327597,0.9324351946512858,0.0,0.0
BERT-Large-CoLA,ALL,Attn/V/bias,24576,0.0,0,0.0,0,0.0,-0.23962029814720154,0.3076525628566742,0.3076525628566742,0.0,0.004069010416666666,0.06510416666666666,0.4964192708333333,4.935709635416666,44.89339192708333,49.2919921875,0.31331380208333337,0.0,0.0
BERT-Large-CoLA,ALL,Attn/V/weight,25165824,0.0,0,0.0,0,0.0,-0.25339654088020325,0.22236143052577972,0.25339654088020325,0.00026623407999674476,0.0026027361551920576,0.026714801788330078,0.264426072438558,2.642393112182617,25.580120086669922,71.37682437896729,0.10665257771809895,0.0,0.0
BERT-Large-CoLA,ALL,Classifier/bias,2,0.0,0,0.0,0,0.0,-0.0014645156916230917,0.0014660221058875322,0.0014660221058875322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
BERT-Large-CoLA,ALL,Classifier/weight,2048,0.0,0,0.0,0,0.0,-0.0744703933596611,0.06773791462182999,0.0744703933596611,0.0,0.048828125,0.09765625,0.29296875,4.345703125,33.056640625,62.158203125,0.0,0.0,0.0
BERT-Large-CoLA,ALL,Embeddings/weight,31780864,0.0,5,1.573273778837479e-05,0,0.0,-1.0011006593704224,1.137943983078003,1.137943983078003,0.00015418083032607294,0.001651937467779353,0.01651308158267818,0.16538883272651114,1.6526328547895992,16.312508055161747,78.83764897014757,3.0134863545559996,1.573273778837479e-05,0.0
BERT-Large-CoLA,ALL,FFN/Intermediate/bias,98304,0.0,0,0.0,0,0.0,-0.30657145380973816,0.7387142181396484,0.7387142181396484,0.0,0.0,0.002034505208333333,0.005086263020833334,0.152587890625,1.3936360677083335,95.13753255208334,3.3091227213541665,0.0,0.0
BERT-Large-CoLA,ALL,FFN/Intermediate/weight,100663296,0.0,4,3.973642985026042e-06,0,0.0,-1.4012627601623535,1.08711838722229,1.4012627601623535,0.0002503395080566406,0.0020553668340047198,0.02082188924153646,0.20830432573954263,2.08168625831604,20.512054363886513,76.61109666029611,0.563726822535197,3.973642985026041e-06,0.0
BERT-Large-CoLA,ALL,FFN/OutputDense/bias,24576,0.0,0,0.0,0,0.0,-0.8886439204216003,0.7321439981460571,0.8886439204216003,0.0,0.004069010416666666,0.020345052083333336,0.1953125,1.7985026041666667,16.886393229166664,76.49739583333334,4.597981770833334,0.0,0.0
BERT-Large-CoLA,ALL,FFN/OutputDense/weight,100663296,0.0,219,0.00021755695343017578,0,0.0,-6.545680999755859,6.9530158042907715,6.9530158042907715,0.00023543834686279297,0.002200404802958171,0.022330880165100098,0.22640625635782877,2.259654800097148,22.142979502677917,74.88428254922232,0.4616926113764445,0.00021755695343017578,0.0
BERT-Large-CoLA,ALL,LayerNorm/bias,50176,0.0,56,0.11160714285714286,0,0.0,-2.123258113861084,3.8922269344329834,3.8922269344329834,0.001992984693877551,0.001992984693877551,0.007971938775510204,0.09167729591836735,1.114078443877551,11.567283163265305,67.2134088010204,19.88998724489796,0.11160714285714285,0.0
BERT-Large-CoLA,ALL,LayerNorm/weight,50176,0.0,3086,6.150350765306122,0,0.0,0.03340243175625801,3.799142599105835,3.799142599105835,0.0,0.0,0.0,0.0,0.0,0.0,0.01793686224489796,93.83171237244898,6.150350765306122,0.0
BERT-Large-CoLA,ALL,Pooler/bias,1024,0.0,0,0.0,0,0.0,-0.049072809517383575,0.04716454818844795,0.049072809517383575,0.0,0.0,0.0,0.29296875,4.8828125,44.43359375,50.390625,0.0,0.0,0.0
BERT-Large-CoLA,ALL,Pooler/weight,1048576,0.0,0,0.0,0,0.0,-0.2625168263912201,0.20212814211845398,0.2625168263912201,9.5367431640625e-05,0.002193450927734375,0.0263214111328125,0.24709701538085938,2.5115013122558594,24.602127075195312,72.42469787597656,0.18596649169921875,0.0,0.0
BERT-Large-CoLA,L0,Attn/K/bias,1024,0.0,0,0.0,0,0.0,-0.011519191786646843,0.015616350807249546,0.015616350807249546,0.0,0.09765625,0.390625,4.58984375,39.55078125,55.078125,0.29296875,0.0,0.0,0.0
BERT-Large-CoLA,L0,Attn/K/weight,1048576,0.0,0,0.0,0,0.0,-0.6263297200202942,0.7186968922615051,0.7186968922615051,0.000286102294921875,0.00171661376953125,0.02193450927734375,0.20952224731445312,2.1516799926757812,21.225643157958984,75.7364273071289,0.6527900695800781,0.0,0.0
BERT-Large-CoLA,L0,Attn/O/bias,1024,0.0,0,0.0,0,0.0,-0.5206030607223511,0.706149160861969,0.706149160861969,0.0,0.0,0.0,0.09765625,3.22265625,23.6328125,69.62890625,3.41796875,0.0,0.0
BERT-Large-CoLA,L0,Attn/O/weight,1048576,0.0,0,0.0,0,0.0,-0.9969742298126221,0.5753228664398193,0.9969742298126221,0.000476837158203125,0.00286102294921875,0.030231475830078125,0.30002593994140625,3.094482421875,29.896831512451172,66.48073196411133,0.19435882568359375,0.0,0.0
BERT-Large-CoLA,L0,Attn/Q/bias,1024,0.0,0,0.0,0,0.0,-0.6669477820396423,0.7026277184486389,0.7026277184486389,0.0,0.0,0.0,0.0,0.390625,4.00390625,40.91796875,54.6875,0.0,0.0
BERT-Large-CoLA,L0,Attn/Q/weight,1048576,0.0,0,0.0,0,0.0,-0.5006594657897949,0.4283478558063507,0.5006594657897949,0.000286102294921875,0.002574920654296875,0.021076202392578125,0.21371841430664062,2.108287811279297,20.792579650878906,76.19485855102539,0.6666183471679688,0.0,0.0
BERT-Large-CoLA,L0,Attn/V/bias,1024,0.0,0,0.0,0,0.0,-0.14915716648101807,0.1461963653564453,0.14915716648101807,0.0,0.09765625,0.09765625,0.390625,5.859375,43.65234375,49.4140625,0.48828125,0.0,0.0
BERT-Large-CoLA,L0,Attn/V/weight,1048576,0.0,0,0.0,0,0.0,-0.15745002031326294,0.13624592125415802,0.15745002031326294,0.000286102294921875,0.00362396240234375,0.031185150146484375,0.2886772155761719,2.888774871826172,27.802181243896484,68.94330978393555,0.041961669921875,0.0,0.0
BERT-Large-CoLA,L0,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.21143579483032227,0.19273565709590912,0.21143579483032227,0.0,0.0,0.0,0.0,0.048828125,0.439453125,95.1904296875,4.3212890625,0.0,0.0
BERT-Large-CoLA,L0,FFN/Intermediate/weight,4194304,0.0,0,0.0,0,0.0,-0.39112862944602966,0.41002157330513,0.41002157330513,0.00021457672119140625,0.0019311904907226562,0.021696090698242188,0.2139568328857422,2.130246162414551,20.95184326171875,76.1322021484375,0.5479097366333008,0.0,0.0
BERT-Large-CoLA,L0,FFN/OutputDense/bias,1024,0.0,0,0.0,0,0.0,-0.14603622257709503,0.09991967678070068,0.14603622257709503,0.0,0.0,0.0,0.29296875,2.5390625,31.25,65.13671875,0.78125,0.0,0.0
BERT-Large-CoLA,L0,FFN/OutputDense/weight,4194304,0.0,10,0.0002384185791015625,0,0.0,-0.6528445482254028,2.8088626861572266,2.8088626861572266,0.00035762786865234375,0.0019073486328125,0.023627281188964844,0.2344369888305664,2.359127998352051,23.169636726379395,73.86054992675781,0.35011768341064453,0.0002384185791015625,0.0
BERT-Large-CoLA,L0,LayerNorm/bias,2048,0.0,10,0.48828125,0,0.0,-2.1036489009857178,3.8922269344329834,3.8922269344329834,0.0,0.0,0.0,0.09765625,0.5859375,7.8125,55.078125,35.9375,0.48828125,0.0
BERT-Large-CoLA,L0,LayerNorm/weight,2048,0.0,948,46.2890625,0,0.0,0.24388480186462402,3.799142599105835,3.799142599105835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7109375,46.2890625,0.0
BERT-Large-CoLA,L10,Attn/K/bias,1024,0.0,0,0.0,0,0.0,-0.019241560250520706,0.017069196328520775,0.019241560250520706,0.0,0.0,0.09765625,3.90625,27.44140625,65.625,2.9296875,0.0,0.0,0.0
BERT-Large-CoLA,L10,Attn/K/weight,1048576,0.0,0,0.0,0,0.0,-0.29448649287223816,0.2952590882778168,0.2952590882778168,0.00057220458984375,0.0019073486328125,0.018405914306640625,0.1983642578125,1.9811630249023438,19.721031188964844,76.95016860961914,1.128387451171875,0.0,0.0
BERT-Large-CoLA,L10,Attn/O/bias,1024,0.0,0,0.0,0,0.0,-0.21799348294734955,0.19634728133678436,0.21799348294734955,0.0,0.0,0.09765625,0.1953125,1.07421875,12.59765625,77.05078125,8.984375,0.0,0.0
BERT-Large-CoLA,L10,Attn/O/weight,1048576,0.0,0,0.0,0,0.0,-0.38500964641571045,0.40515005588531494,0.40515005588531494,0.000286102294921875,0.0019073486328125,0.032711029052734375,0.30345916748046875,3.135967254638672,30.004024505615234,66.47958755493164,0.042057037353515625,0.0,0.0
BERT-Large-CoLA,L10,Attn/Q/bias,1024,0.0,0,0.0,0,0.0,-0.3162190914154053,0.3223353326320648,0.3223353326320648,0.0,0.0,0.0,0.1953125,1.5625,15.8203125,72.55859375,9.86328125,0.0,0.0
BERT-Large-CoLA,L10,Attn/Q/weight,1048576,0.0,0,0.0,0,0.0,-0.2753773331642151,0.27829355001449585,0.27829355001449585,9.5367431640625e-05,0.001621246337890625,0.018978118896484375,0.202178955078125,1.9890785217285156,19.488906860351562,77.03361511230469,1.2655258178710938,0.0,0.0
BERT-Large-CoLA,L10,Attn/V/bias,1024,0.0,0,0.0,0,0.0,-0.13175050914287567,0.13661715388298035,0.13661715388298035,0.0,0.0,0.09765625,0.1953125,4.78515625,38.4765625,55.76171875,0.68359375,0.0,0.0
BERT-Large-CoLA,L10,Attn/V/weight,1048576,0.0,0,0.0,0,0.0,-0.16167938709259033,0.14646770060062408,0.16167938709259033,9.5367431640625e-05,0.0026702880859375,0.026798248291015625,0.29239654541015625,2.8970718383789062,27.866554260253906,68.87197494506836,0.042438507080078125,0.0,0.0
BERT-Large-CoLA,L10,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.22347985208034515,0.28240102529525757,0.28240102529525757,0.0,0.0,0.0,0.0,0.1708984375,1.8310546875,94.1162109375,3.8818359375,0.0,0.0
BERT-Large-CoLA,L10,FFN/Intermediate/weight,4194304,0.0,0,0.0,0,0.0,-0.4543468952178955,0.38100960850715637,0.4543468952178955,0.00016689300537109375,0.0021696090698242188,0.020456314086914062,0.20432472229003906,2.0595788955688477,20.270466804504395,76.76951885223389,0.6733179092407227,0.0,0.0
BERT-Large-CoLA,L10,FFN/OutputDense/bias,1024,0.0,0,0.0,0,0.0,-0.7387984395027161,0.20532214641571045,0.7387984395027161,0.0,0.0,0.0,0.0,2.5390625,13.671875,76.3671875,7.421875,0.0,0.0
BERT-Large-CoLA,L10,FFN/OutputDense/weight,4194304,0.0,7,0.00016689300537109375,0,0.0,-1.092795729637146,4.299954414367676,4.299954414367676,0.00030994415283203125,0.002288818359375,0.02269744873046875,0.2308368682861328,2.306222915649414,22.579216957092285,74.35269355773926,0.5055665969848633,0.00016689300537109375,0.0
BERT-Large-CoLA,L10,LayerNorm/bias,2048,0.0,1,0.048828125,0,0.0,-1.4669549465179443,0.8872816562652588,1.4669549465179443,0.0,0.0,0.048828125,0.09765625,0.87890625,11.9140625,68.1640625,18.84765625,0.048828125,0.0
BERT-Large-CoLA,L10,LayerNorm/weight,2048,0.0,74,3.61328125,0,0.0,0.44095250964164734,2.576242208480835,2.576242208480835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.38671875,3.61328125,0.0
BERT-Large-CoLA,L11,Attn/K/bias,1024,0.0,0,0.0,0,0.0,-0.02234426699578762,0.024020981043577194,0.024020981043577194,0.0,0.0,0.09765625,1.85546875,21.19140625,72.8515625,4.00390625,0.0,0.0,0.0
BERT-Large-CoLA,L11,Attn/K/weight,1048576,0.0,0,0.0,0,0.0,-0.3379606008529663,0.35333484411239624,0.35333484411239624,0.000286102294921875,0.001811981201171875,0.018978118896484375,0.19931793212890625,1.9270896911621094,18.918323516845703,77.86903381347656,1.0651588439941406,0.0,0.0
