model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]"
OPT-1.3B,L16,FFN/Intermediate/weight,16777216,0.00018477439880371094,0,0.0,0,0.0,-0.218994140625,0.22509765625,0.22509765625,0.0003039836883544922,0.0034868717193603516,0.03788471221923828,0.37065744400024414,3.705298900604248,35.12873649597168,60.74357032775879,0.009876489639282227,0.0
OPT-1.3B,L16,FFN/Output/bias,2048,0.0,0,0.0,0,0.0,-0.1488037109375,0.1260986328125,0.1488037109375,0.0,0.0,0.1953125,0.732421875,6.0546875,45.166015625,47.705078125,0.146484375,0.0
OPT-1.3B,L16,FFN/Output/weight,16777216,0.00011324882507324219,0,0.0,0,0.0,-0.251953125,0.311279296875,0.311279296875,0.00026226043701171875,0.003898143768310547,0.03873109817504883,0.38864612579345703,3.888368606567383,36.331963539123535,59.31852459907532,0.02949237823486328,0.0
OPT-1.3B,L16,LayerNorm/final/bias,2048,0.0,0,0.0,0,0.0,-0.182861328125,0.2205810546875,0.2205810546875,0.0,0.0,0.048828125,0.048828125,0.830078125,5.6640625,68.017578125,25.390625,0.0
OPT-1.3B,L16,LayerNorm/final/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L16,LayerNorm/self_attn/bias,2048,0.0,0,0.0,0,0.0,-0.228515625,0.166015625,0.228515625,0.0,0.0,0.0,0.244140625,2.490234375,22.8515625,73.6328125,0.78125,0.0
OPT-1.3B,L16,LayerNorm/self_attn/weight,2048,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
OPT-1.3B,L17,Attn/K/bias,2048,0.0,0,0.0,0,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.048828125,0.439453125,31.005859375,68.505859375,0.0
OPT-1.3B,L17,Attn/K/weight,4194304,7.152557373046875e-05,0,0.0,0,0.0,-0.25830078125,0.27099609375,0.27099609375,0.00019073486328125,0.004506111145019531,0.036907196044921875,0.38051605224609375,3.784656524658203,35.941195487976074,59.78806018829346,0.06389617919921875,0.0
OPT-1.3B,L17,Attn/O/bias,2048,0.0,0,0.0,0,0.0,-0.051177978515625,0.12481689453125,0.12481689453125,0.0,0.048828125,0.048828125,0.439453125,4.98046875,44.23828125,50.1953125,0.048828125,0.0
OPT-1.3B,L17,Attn/O/weight,4194304,7.152557373046875e-05,0,0.0,0,0.0,-0.307861328125,0.2861328125,0.307861328125,0.00026226043701171875,0.00324249267578125,0.039839744567871094,0.4101276397705078,4.103207588195801,38.30444812774658,57.131361961364746,0.00743865966796875,0.0
OPT-1.3B,L17,Attn/Q/bias,2048,0.0,0,0.0,0,0.0,-0.25,0.25,0.25,0.0,0.048828125,0.048828125,0.732421875,3.80859375,39.84375,53.125,2.392578125,0.0
OPT-1.3B,L17,Attn/Q/weight,4194304,0.00016689300537109375,0,0.0,0,0.0,-0.2474365234375,0.25,0.25,0.00040531158447265625,0.0037431716918945312,0.03592967987060547,0.3594636917114258,3.570413589477539,33.977603912353516,62.04817295074463,0.004100799560546875,0.0
OPT-1.3B,L17,Attn/V/bias,2048,0.0,0,0.0,0,0.0,-0.032470703125,0.04193115234375,0.04193115234375,0.0,0.0,0.537109375,4.58984375,36.71875,57.12890625,1.025390625,0.0,0.0
OPT-1.3B,L17,Attn/V/weight,4194304,0.00011920928955078125,0,0.0,0,0.0,-0.1351318359375,0.1309814453125,0.1351318359375,0.000286102294921875,0.004291534423828125,0.03952980041503906,0.41310787200927734,4.064488410949707,37.508296966552734,57.968926429748535,0.00095367431640625,0.0
OPT-1.3B,L17,FFN/Intermediate/bias,8192,0.0,0,0.0,0,0.0,-0.13720703125,0.0712890625,0.13720703125,0.0,0.0,0.01220703125,0.244140625,3.03955078125,41.4306640625,55.26123046875,0.01220703125,0.0
OPT-1.3B,L17,FFN/Intermediate/weight,16777216,0.0001251697540283203,0,0.0,0,0.0,-0.220947265625,0.2493896484375,0.2493896484375,0.0002384185791015625,0.003725290298461914,0.03644227981567383,0.3593921661376953,3.5876989364624023,34.091758728027344,61.906999349594116,0.013619661331176758,0.0
OPT-1.3B,L17,FFN/Output/bias,2048,0.0,0,0.0,0,0.0,-0.1751708984375,0.1446533203125,0.1751708984375,0.0,0.0,0.09765625,0.5859375,5.712890625,47.607421875,45.703125,0.29296875,0.0
OPT-1.3B,L17,FFN/Output/weight,16777216,0.00011324882507324219,0,0.0,0,0.0,-0.251220703125,0.5,0.5,0.0002205371856689453,0.0036537647247314453,0.036913156509399414,0.37009119987487793,3.6973655223846436,34.792667627334595,61.05911135673523,0.03986358642578125,0.0
