model,scope,category,n_total,pct_zero,n_abs_gt_1,pct_abs_gt_1,n_abs_gt_10,pct_abs_gt_10,min,max,maxabs,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]"
GPT2-Medium,L16,FFN/Output/weight,4194304,0.0,87,0.0020742416381835938,0,0.0,-2.136345148086548,5.082134246826172,5.082134246826172,9.5367431640625e-05,0.0007867813110351562,0.006127357482910156,0.06475448608398438,0.6489753723144531,6.500840187072754,55.428290367126465,37.348055839538574,0.0020742416381835938,0.0,0.0
GPT2-Medium,L16,LayerNorm/ln_1/bias,1024,0.0,1,0.09765625,0,0.0,-0.8616421818733215,1.152701497077942,1.152701497077942,0.0,0.0,0.09765625,0.09765625,4.58984375,35.25390625,58.59375,1.26953125,0.09765625,0.0,0.0
GPT2-Medium,L16,LayerNorm/ln_1/weight,1024,0.0,0,0.0,0,0.0,0.07250960916280746,0.7741089463233948,0.7741089463233948,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L16,LayerNorm/ln_2/bias,1024,0.0,0,0.0,0,0.0,-0.5801268219947815,0.5251954197883606,0.5801268219947815,0.0,0.0,0.0,0.1953125,1.953125,27.9296875,68.84765625,1.07421875,0.0,0.0,0.0
GPT2-Medium,L16,LayerNorm/ln_2/weight,1024,0.0,0,0.0,0,0.0,0.02201918326318264,0.9857011437416077,0.9857011437416077,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L17,Attn/O/bias,1024,0.0,2,0.1953125,0,0.0,-0.745354950428009,1.3002967834472656,1.3002967834472656,0.0,0.0,0.0,0.0,0.68359375,5.46875,49.8046875,43.84765625,0.1953125,0.0,0.0
GPT2-Medium,L17,Attn/O/weight,1048576,0.0,80,0.00762939453125,0,0.0,-1.444893479347229,1.6393938064575195,1.6393938064575195,9.5367431640625e-05,0.001049041748046875,0.008392333984375,0.07772445678710938,0.7276535034179688,7.3459625244140625,60.471534729003906,31.35995864868164,0.00762939453125,0.0,0.0
GPT2-Medium,L17,Attn/QKV/bias,3072,0.0,0,0.0,0,0.0,-0.6403469443321228,0.6389409899711609,0.6403469443321228,0.0,0.0,0.03255208333333333,0.26041666666666663,1.6276041666666667,18.9453125,64.09505208333334,15.0390625,0.0,0.0,0.0
GPT2-Medium,L17,Attn/QKV/weight,3145728,0.0,22,0.0006993611653645834,0,0.0,-1.573204517364502,1.6141103506088257,1.6141103506088257,9.5367431640625e-05,0.0006357828776041667,0.007279713948567708,0.06984074910481772,0.6903330485026042,6.946881612141927,58.4326426188151,33.851591746012375,0.0006993611653645833,0.0,0.0
GPT2-Medium,L17,FFN/Intermediate/bias,4096,0.0,0,0.0,0,0.0,-0.26802384853363037,0.4098912477493286,0.4098912477493286,0.0,0.0,0.0244140625,0.0244140625,0.48828125,4.541015625,71.630859375,23.291015625,0.0,0.0,0.0
GPT2-Medium,L17,FFN/Intermediate/weight,4194304,0.0,4,9.5367431640625e-05,0,0.0,-1.7835869789123535,1.4918888807296753,1.7835869789123535,7.152557373046875e-05,0.0007390975952148438,0.007271766662597656,0.0682830810546875,0.6901264190673828,6.914401054382324,58.73513221740723,33.583879470825195,9.5367431640625e-05,0.0,0.0
GPT2-Medium,L17,FFN/Output/bias,1024,0.0,3,0.29296875,0,0.0,-1.136236310005188,1.6619082689285278,1.6619082689285278,0.0,0.0,0.0,0.0,0.390625,6.25,44.3359375,48.73046875,0.29296875,0.0,0.0
GPT2-Medium,L17,FFN/Output/weight,4194304,0.0,110,0.0026226043701171875,0,0.0,-4.838730335235596,5.391200065612793,5.391200065612793,0.0,0.0005960464477539062,0.005745887756347656,0.06394386291503906,0.6210088729858398,6.235218048095703,54.00519371032715,39.06567096710205,0.0026226043701171875,0.0,0.0
GPT2-Medium,L17,LayerNorm/ln_1/bias,1024,0.0,0,0.0,0,0.0,-0.8965990543365479,0.9856870174407959,0.9856870174407959,0.0,0.0,0.09765625,0.5859375,4.98046875,32.421875,60.44921875,1.46484375,0.0,0.0,0.0
GPT2-Medium,L17,LayerNorm/ln_1/weight,1024,0.0,0,0.0,0,0.0,0.07249845564365387,0.6074218153953552,0.6074218153953552,0.0,0.0,0.0,0.0,0.0,0.0,0.29296875,99.70703125,0.0,0.0,0.0
GPT2-Medium,L17,LayerNorm/ln_2/bias,1024,0.0,0,0.0,0,0.0,-0.48431071639060974,0.4839337468147278,0.48431071639060974,0.0,0.0,0.0,0.09765625,2.63671875,25.78125,70.5078125,0.9765625,0.0,0.0,0.0
GPT2-Medium,L17,LayerNorm/ln_2/weight,1024,0.0,0,0.0,0,0.0,0.011993324384093285,0.8717769980430603,0.8717769980430603,0.0,0.0,0.0,0.0,0.0,0.0,0.48828125,99.51171875,0.0,0.0,0.0
