task,arch,model,probe,probe_display,layer,count,mean,std,min,max,accum_max
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),4,2441084928,-0.092695,6.502155,-3559.089355,106.892975,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),5,2441084928,-0.097709,6.778554,-3654.267334,109.548111,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),6,2441084928,-0.102353,7.095842,-3817.985107,111.108681,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),7,2441084928,-0.107214,7.368302,-3909.713135,113.112244,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),8,2441084928,-0.108852,7.576564,-3963.098633,114.537262,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),9,2441084928,-0.109648,7.745236,-3994.843262,116.871803,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),10,2441084928,-0.094376,7.798671,-4003.321777,119.917244,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),11,2441084928,-0.080321,7.905507,-4009.889404,120.792252,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),12,2441084928,-0.067983,8.056915,-4010.725098,122.085442,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),13,2441084928,-0.052379,8.223155,-4010.843262,122.895370,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),14,2441084928,-0.034702,8.420463,-4012.150879,122.802437,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),15,2441084928,-0.008379,8.688718,-4012.986816,123.008850,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),16,2441084928,0.028857,9.075329,-4014.375000,129.638596,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),17,2441084928,0.070288,9.579830,-4012.571289,150.998077,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),18,2441084928,0.117173,10.238116,-4008.857178,180.629166,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),19,2441084928,0.159188,11.020304,-3996.545410,217.288849,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),20,2441084928,0.219648,12.220315,-3970.569824,263.729828,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),21,2441084928,0.274923,13.724183,-3928.662109,313.840820,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),22,2441084928,0.338811,16.580414,-3862.958740,417.876678,
gpt2m_wt2,gpt2,gpt2-medium,ln1_input,LN₁ input (pre-norm),23,2441084928,0.380860,22.244187,-2052.155518,812.229614,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),0,2441084928,-0.000033,0.043443,-0.423574,0.513226,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),1,2441084928,-0.010333,0.168620,-3.316908,1.845894,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),2,2441084928,-0.007021,0.295996,-9.630133,6.517191,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),3,2441084928,-0.001806,0.353721,-10.334727,6.954706,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),4,2441084928,-0.001838,0.272461,-6.583691,4.691794,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),5,2441084928,-0.003100,0.280603,-6.097039,5.007600,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),6,2441084928,-0.006697,0.338607,-6.641605,7.321119,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),7,2441084928,-0.005099,0.321436,-6.506363,6.967577,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),8,2441084928,-0.003113,0.295402,-6.130710,6.139928,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),9,2441084928,-0.004974,0.363815,-8.150754,8.650339,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),10,2441084928,-0.003289,0.382028,-10.438223,11.302131,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),11,2441084928,-0.004059,0.337810,-8.055138,8.643016,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),12,2441084928,-0.004958,0.393576,-11.156027,10.681877,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),13,2441084928,-0.003896,0.376400,-10.876734,10.670876,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),14,2441084928,-0.006644,0.349579,-8.759704,8.526528,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),15,2441084928,-0.005080,0.343266,-8.216908,8.811654,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),16,2441084928,-0.006960,0.377640,-10.751028,10.449455,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),17,2441084928,-0.009378,0.332694,-8.174177,7.937194,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),18,2441084928,-0.011076,0.329955,-7.943974,8.088579,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),19,2441084928,-0.013275,0.325962,-6.334264,6.060063,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),20,2441084928,-0.014840,0.320648,-6.252877,5.671484,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),21,2441084928,-0.017498,0.335866,-7.088635,6.540769,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),22,2441084928,-0.017697,0.332938,-5.503563,5.017210,
gpt2m_wt2,gpt2,gpt2-medium,ln1_output,LN₁ output (pre-norm),23,2441084928,0.003935,0.311757,-5.774104,5.172619,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),0,2441084928,0.001389,0.102216,-2.746093,2.883306,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),1,2441084928,-0.074583,3.722471,-125.289017,97.615929,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),2,2441084928,-0.088984,4.173186,-187.608780,102.069092,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),3,2441084928,-0.088841,4.299642,-444.042480,105.188606,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),4,2441084928,-0.097961,6.619072,-3558.765625,107.892525,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),5,2441084928,-0.103385,6.903316,-3653.499756,110.839066,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),6,2441084928,-0.108687,7.244579,-3817.089600,112.577141,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),7,2441084928,-0.111366,7.499269,-3908.767822,114.701805,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),8,2441084928,-0.112321,7.694295,-3964.569092,116.849426,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),9,2441084928,-0.102875,7.794476,-3994.916992,118.657265,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),10,2441084928,-0.084457,7.872621,-4004.143555,120.725960,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),11,2441084928,-0.072645,8.013089,-4010.143311,121.552574,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),12,2441084928,-0.059630,8.156329,-4011.046631,122.449890,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),13,2441084928,-0.043613,8.336407,-4011.176514,122.732758,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),14,2441084928,-0.020162,8.578709,-4012.462646,122.924301,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),15,2441084928,0.014012,8.904639,-4013.264160,123.057091,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),16,2441084928,0.056359,9.374924,-4014.861816,136.947479,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),17,2441084928,0.104121,9.982718,-4014.542969,173.944733,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),18,2441084928,0.150407,10.715027,-4010.449463,201.733917,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),19,2441084928,0.207467,11.796356,-3998.333496,237.298309,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),20,2441084928,0.273064,13.293235,-3970.594238,294.949036,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),21,2441084928,0.337165,15.479039,-3928.326904,370.390625,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),22,2441084928,0.371577,19.615884,-3858.021973,492.647095,
gpt2m_wt2,gpt2,gpt2-medium,ln2_input,LN₂ input (pre-norm),23,2441084928,0.584614,27.326963,-1352.959961,944.534546,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),0,2441084928,0.001483,0.187866,-2.228903,3.505286,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),1,2441084928,-0.005416,0.184692,-4.501688,2.254887,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),2,2441084928,-0.000227,0.195964,-5.662044,3.941693,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),3,2441084928,0.006529,0.220395,-18.746689,3.906104,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),4,2441084928,0.005609,0.230451,-7.573607,3.864383,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),5,2441084928,0.001411,0.247313,-8.749676,4.844433,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),6,2441084928,0.000876,0.248304,-9.227801,4.643937,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),7,2441084928,0.000264,0.259290,-10.154578,4.043860,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),8,2441084928,-0.000628,0.248209,-8.049927,4.704324,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),9,2441084928,-0.003690,0.273916,-10.154189,1.939691,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),10,2441084928,-0.003008,0.257961,-9.516664,1.945558,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),11,2441084928,-0.001925,0.254480,-9.014533,2.008308,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),12,2441084928,-0.003375,0.240197,-9.746161,1.910439,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),13,2441084928,0.000737,0.238714,-8.559690,1.942562,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),14,2441084928,0.000874,0.230340,-8.708276,1.925506,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),15,2441084928,0.001598,0.229518,-7.723524,1.898281,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),16,2441084928,0.001541,0.242244,-6.924386,1.952652,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),17,2441084928,0.001314,0.236031,-6.084767,2.159941,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),18,2441084928,0.001370,0.243764,-5.547547,2.357116,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),19,2441084928,0.000492,0.250366,-5.285267,2.478784,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),20,2441084928,-0.001460,0.258982,-4.685590,2.898252,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),21,2441084928,-0.001413,0.263688,-4.086602,3.965687,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),22,2441084928,0.003459,0.264692,-5.171735,5.068068,
gpt2m_wt2,gpt2,gpt2-medium,ln2_output,LN₂ output (pre-norm),23,2441084928,0.008915,0.283874,-7.561646,5.537136,
