task,arch,model,probe,probe_display,layer,count,n_zero,pct_zero,n_gt1,pct_gt1,n_gt10,pct_gt10,"pct_(1e-08,1e-07]","pct_(1e-07,1e-06]","pct_(1e-06,1e-05]","pct_(1e-05,1e-04]","pct_(1e-04,1e-03]","pct_(1e-03,1e-02]","pct_(1e-02,1e-01]","pct_(1e-01,1e+00]","pct_(1e+00,1e+01]","pct_(1e+01,1e+02]","pct_(1e+02,1e+03]","pct_(1e+03,1e+04]","pct_(1e+04,1e+05]"
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),13,2241593344,0,0.0000,2170150776,96.8129,1472301616,65.6810,0.0000,0.0000,0.0000,0.0003,0.0029,0.0286,0.2865,2.8688,31.1318,65.6809,0.0001,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),14,2241593344,0,0.0000,2165420453,96.6018,1418527650,63.2821,0.0000,0.0000,0.0000,0.0003,0.0031,0.0306,0.3055,3.0586,33.3197,63.2821,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),15,2241593344,0,0.0000,2099800919,93.6745,972854346,43.4001,0.0000,0.0000,0.0001,0.0006,0.0057,0.0569,0.5696,5.6926,50.2744,43.4001,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),16,2241593344,0,0.0000,2216208019,98.8675,1930491646,86.1214,0.0000,0.0000,0.0000,0.0001,0.0010,0.0102,0.1016,1.0196,12.7461,86.1179,0.0035,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),17,2241593344,0,0.0000,2219020220,98.9930,1979030058,88.2868,0.0000,0.0000,0.0000,0.0001,0.0009,0.0091,0.0905,0.9064,10.7062,88.2499,0.0368,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),18,2241593344,0,0.0000,2133228972,95.1657,1241521691,55.3857,0.0000,0.0000,0.0000,0.0004,0.0044,0.0436,0.4354,4.3504,39.7801,55.3855,0.0002,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),19,2241593344,0,0.0000,2102867022,93.8113,987327438,44.0458,0.0000,0.0000,0.0001,0.0006,0.0056,0.0558,0.5576,5.5692,49.7655,44.0458,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),20,2241593344,0,0.0000,2148143233,95.8311,1343153961,59.9196,0.0000,0.0000,0.0000,0.0004,0.0038,0.0375,0.3752,3.7520,35.9115,59.8746,0.0450,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),21,2241593344,0,0.0000,2153024047,96.0488,1365727185,60.9266,0.0000,0.0000,0.0000,0.0004,0.0035,0.0356,0.3547,3.5570,35.1222,57.9199,3.0067,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),22,2241593344,0,0.0000,2180865316,97.2909,1652402017,73.7155,0.0000,0.0000,0.0000,0.0002,0.0024,0.0243,0.2424,2.4398,23.5753,73.7098,0.0057,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),23,2241593344,0,0.0000,2173946674,96.9822,1811612008,80.8180,0.0000,0.0000,0.0000,0.0003,0.0030,0.0298,0.3004,2.6843,16.1642,80.7327,0.0854,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,qkt_raw,QKᵀ (raw),AGG,53798240256,0,0.0000,52170374171,96.9741,35844943194,66.6285,0.0000,0.0000,0.0000,0.0003,0.0028,0.0274,0.2722,2.7231,30.3457,66.4685,0.1599,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,0,2241593344,0,0.0000,2121004890,94.6204,2043255718,91.1519,0.0000,0.0000,0.0001,0.0006,0.0056,0.0554,0.5654,4.7525,3.4685,0.0013,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,1,2241593344,0,0.0000,2176518326,97.0969,2043243174,91.1514,0.0000,0.0000,0.0000,0.0003,0.0026,0.0265,0.2651,2.6085,5.9456,0.0008,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,2,2241593344,0,0.0000,2147509008,95.8028,2043317958,91.1547,0.0000,0.0000,0.0000,0.0004,0.0041,0.0404,0.4032,3.7490,4.6481,0.0041,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,3,2241593344,0,0.0000,2152592881,96.0296,2043824808,91.1773,0.0000,0.0000,0.0000,0.0004,0.0044,0.0444,0.4426,3.4785,4.8523,0.0267,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,4,2241593344,0,0.0000,2148917819,95.8656,2043242564,91.1513,0.0000,0.0000,0.0000,0.0004,0.0044,0.0439,0.4382,3.6474,4.7143,0.0007,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,5,2241593344,0,0.0000,2139247609,95.4342,2043228001,91.1507,0.0000,0.0000,0.0001,0.0005,0.0051,0.0510,0.5081,4.0010,4.2835,0.0001,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,6,2241593344,0,0.0000,2171404715,96.8688,2043227890,91.1507,0.0000,0.0000,0.0000,0.0002,0.0022,0.0217,0.2178,2.8893,5.7181,0.0001,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,7,2241593344,0,0.0000,2189544314,97.6780,2043226209,91.1506,0.0000,0.0000,0.0000,0.0002,0.0020,0.0197,0.1987,2.1013,6.5274,0.0000,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,8,2241593344,0,0.0000,2151678137,95.9888,2043226199,91.1506,0.0000,0.0000,0.0000,0.0004,0.0038,0.0382,0.3813,3.5874,4.8382,0.0000,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,9,2241593344,0,0.0000,2141295853,95.5256,2044607402,91.2122,0.0000,0.0000,0.0000,0.0005,0.0047,0.0468,0.4670,3.9554,4.3134,0.0616,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,10,2241593344,0,0.0000,2188626188,97.6371,2044271984,91.1973,0.0000,0.0000,0.0000,0.0002,0.0020,0.0201,0.2010,2.1396,6.4398,0.0467,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,11,2241593344,0,0.0000,2167402666,96.6903,2043548745,91.1650,0.0000,0.0000,0.0000,0.0003,0.0031,0.0311,0.3111,2.9641,5.5253,0.0144,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,12,2241593344,0,0.0000,2157016803,96.2269,2043378794,91.1574,0.0000,0.0000,0.0000,0.0004,0.0036,0.0361,0.3605,3.3725,5.0695,0.0068,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,13,2241593344,0,0.0000,2170595645,96.8327,2043274422,91.1528,0.0000,0.0000,0.0000,0.0003,0.0030,0.0296,0.2959,2.8385,5.6799,0.0022,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,14,2241593344,0,0.0000,2161071644,96.4078,2043245041,91.1515,0.0000,0.0000,0.0000,0.0003,0.0035,0.0347,0.3464,3.2072,5.2564,0.0008,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,15,2241593344,0,0.0000,2145374786,95.7076,2043243308,91.1514,0.0000,0.0000,0.0000,0.0004,0.0042,0.0427,0.4270,3.8180,4.5562,0.0008,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,16,2241593344,0,0.0000,2205451737,98.3877,2043947269,91.1828,0.0000,0.0000,0.0000,0.0001,0.0014,0.0138,0.1377,1.4593,7.2049,0.0322,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,17,2241593344,0,0.0000,2216683539,98.8887,2044448670,91.2052,0.0000,0.0000,0.0000,0.0001,0.0009,0.0092,0.0919,1.0091,7.6836,0.0545,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,18,2241593344,0,0.0000,2173250140,96.9511,2043263433,91.1523,0.0000,0.0000,0.0000,0.0003,0.0030,0.0295,0.2949,2.7212,5.7989,0.0017,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,19,2241593344,0,0.0000,2166198851,96.6366,2043228390,91.1507,0.0000,0.0000,0.0000,0.0003,0.0031,0.0313,0.3134,3.0152,5.4859,0.0001,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,20,2241593344,0,0.0000,2181636298,97.3252,2044084817,91.1889,0.0000,0.0000,0.0000,0.0002,0.0024,0.0238,0.2380,2.4103,6.1363,0.0383,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,21,2241593344,0,0.0000,2165882448,96.6225,2049507104,91.4308,0.0000,0.0000,0.0000,0.0003,0.0025,0.0255,0.2521,3.0972,5.1916,0.2802,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,22,2241593344,0,0.0000,2175443654,97.0490,2045097375,91.2341,0.0000,0.0000,0.0000,0.0002,0.0022,0.0218,0.2233,2.7035,5.8149,0.0835,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,23,2241593344,0,0.0000,2183984117,97.4300,2045059916,91.2324,0.0000,0.0000,0.0001,0.0005,0.0050,0.0497,0.4676,2.0471,6.1976,0.0818,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_scores,QKᵀ/√dₖ + mask,AGG,53798240256,0,0.0000,51998332068,96.6543,49053999191,91.1814,0.0000,0.0000,0.0000,0.0003,0.0033,0.0328,0.3270,2.9822,5.4729,0.0308,0.0000,0.0000,91.1506
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),0,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0175,0.0627,0.1078,0.1407,0.1461,1.1113,5.4961,1.7672,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),1,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0007,0.0062,0.0397,0.1758,0.8029,3.3156,3.0556,1.4528,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),2,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0007,0.0033,0.0161,0.0603,0.2043,1.8187,4.5884,2.1575,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),3,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0625,0.0455,0.0649,0.0898,0.2406,2.0895,4.1001,2.1564,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),4,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0009,0.0050,0.0208,0.0800,0.3777,2.6703,3.5294,2.1653,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),5,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0000,0.0004,0.0041,0.0524,2.1066,4.1098,2.5760,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),6,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0001,0.0003,0.0018,0.0089,0.0594,2.1818,4.4203,2.1769,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),7,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0000,0.0001,0.0030,0.0400,1.3607,5.3817,2.0638,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),8,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0001,0.0006,0.0054,0.0435,1.2433,5.7844,1.7721,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),9,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.1263,0.0560,0.0659,0.0758,0.1354,1.3909,5.1569,1.8423,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),10,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0778,0.0526,0.0846,0.1504,0.3968,1.9772,4.4412,1.6688,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),11,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0013,0.0072,0.0345,0.1438,0.6596,2.6657,3.9988,1.3386,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),12,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0131,0.0261,0.0568,0.1543,0.7137,2.6289,3.8722,1.3843,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),13,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0001,0.0018,0.0211,0.1769,0.8842,2.5575,3.6782,1.5296,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),14,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0004,0.0081,0.1069,0.7499,2.9856,3.6793,1.3194,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),15,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0003,0.0047,0.0468,0.2438,0.7973,2.9768,3.5409,1.2389,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),16,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0001,0.0015,0.0151,0.1207,0.7635,3.0113,3.5258,1.4112,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),17,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0012,0.0060,0.0299,0.1435,0.6821,2.6085,3.7644,1.6138,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),18,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0002,0.0022,0.0202,0.1367,0.7245,2.5218,3.3676,2.0761,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),19,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0001,0.0015,0.0231,0.3087,2.1136,4.1393,2.2631,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),20,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0002,0.0016,0.0185,0.1520,0.8494,2.6757,3.0472,2.1048,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),21,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.1347,0.0847,0.0821,0.0783,0.2117,1.3717,4.5023,2.3839,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),22,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0028,0.0705,0.1433,0.7067,2.2166,3.5095,2.2000,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),23,2241593344,2043226112,91.1506,0,0.0000,0,0.0000,0.0000,0.0039,0.0579,0.2039,1.0251,2.1671,3.3120,2.0795,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_probs,Softmax(scores),AGG,53798240256,49037426688,91.1506,0,0.0000,0,0.0000,0.0182,0.0156,0.0361,0.1092,0.4823,2.2403,4.0834,1.8642,0.0000,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,0,1120796672,0,0.0000,415974,0.0371,0,0.0000,0.0001,0.0005,0.0050,0.0499,0.4986,5.1723,46.7062,47.5304,0.0371,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,1,1120796672,0,0.0000,3539502,0.3158,0,0.0000,0.0001,0.0007,0.0073,0.0726,0.7270,7.2589,57.9392,33.6783,0.3158,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,2,1120796672,0,0.0000,454389,0.0405,0,0.0000,0.0001,0.0007,0.0070,0.0707,0.7055,7.0420,57.7177,34.4159,0.0405,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,3,1120796672,0,0.0000,797521,0.0712,0,0.0000,0.0001,0.0008,0.0080,0.0798,0.7989,7.9639,62.9314,28.1459,0.0712,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,4,1120796672,0,0.0000,124479,0.0111,0,0.0000,0.0001,0.0008,0.0083,0.0824,0.8253,8.2293,63.7772,27.0655,0.0111,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,5,1120796672,0,0.0000,227521,0.0203,0,0.0000,0.0001,0.0009,0.0092,0.0922,0.9209,9.1792,68.7492,21.0279,0.0203,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,6,1120796672,0,0.0000,97413,0.0087,0,0.0000,0.0001,0.0009,0.0092,0.0914,0.9156,9.1205,68.1538,21.6997,0.0087,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,7,1120796672,0,0.0000,159405,0.0142,0,0.0000,0.0001,0.0007,0.0075,0.0752,0.7517,7.5075,61.4148,30.2283,0.0142,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,8,1120796672,0,0.0000,186335,0.0166,0,0.0000,0.0001,0.0007,0.0074,0.0739,0.7386,7.3717,60.5576,31.2335,0.0166,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,9,1120796672,0,0.0000,4665533,0.4163,0,0.0000,0.0001,0.0007,0.0064,0.0646,0.6452,6.4438,54.2517,38.1713,0.4163,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,10,1120796672,0,0.0000,4260647,0.3801,0,0.0000,0.0001,0.0006,0.0062,0.0614,0.6157,6.1436,51.4142,41.3781,0.3801,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,11,1120796672,0,0.0000,3279371,0.2926,0,0.0000,0.0001,0.0007,0.0074,0.0737,0.7378,7.3515,55.4592,36.0771,0.2926,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,12,1120796672,0,0.0000,4100179,0.3658,0,0.0000,0.0001,0.0007,0.0069,0.0694,0.6947,6.9182,52.3367,39.6075,0.3658,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,13,1120796672,0,0.0000,7173278,0.6400,0,0.0000,0.0001,0.0006,0.0063,0.0628,0.6278,6.2514,46.5170,45.8940,0.6400,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,14,1120796672,0,0.0000,4644882,0.4144,0,0.0000,0.0001,0.0008,0.0077,0.0770,0.7690,7.6606,52.9521,38.1184,0.4144,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,15,1120796672,0,0.0000,4613219,0.4116,0,0.0000,0.0001,0.0008,0.0082,0.0816,0.8143,8.1085,56.9853,33.5896,0.4116,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,16,1120796672,0,0.0000,9206027,0.8214,0,0.0000,0.0001,0.0007,0.0068,0.0678,0.6775,6.7457,50.8956,40.7844,0.8214,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,17,1120796672,0,0.0000,5620036,0.5014,0,0.0000,0.0001,0.0005,0.0050,0.0502,0.5009,4.9996,42.9876,50.9546,0.5014,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,18,1120796672,0,0.0000,14023021,1.2512,0,0.0000,0.0001,0.0006,0.0059,0.0586,0.5868,5.8561,46.2670,45.9738,1.2512,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,19,1120796672,0,0.0000,13251327,1.1823,0,0.0000,0.0001,0.0005,0.0050,0.0506,0.5062,5.0516,40.7068,52.4969,1.1823,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,20,1120796672,0,0.0000,46931534,4.1873,0,0.0000,0.0001,0.0007,0.0070,0.0696,0.6960,6.9206,47.0755,41.0431,4.1873,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,21,1120796672,0,0.0000,60695796,5.4154,0,0.0000,0.0000,0.0004,0.0037,0.0366,0.3656,3.6590,31.7167,58.8027,5.4154,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,22,1120796672,0,0.0000,40379411,3.6027,0,0.0000,0.0000,0.0004,0.0036,0.0361,0.3614,3.6273,32.2359,60.1325,3.6027,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,23,1120796672,0,0.0000,50890532,4.5406,0,0.0000,0.0001,0.0004,0.0043,0.0435,0.4379,4.3526,36.5643,54.0563,4.5406,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,AGG,26899120128,0,0.0000,279737332,1.0399,0,0.0000,0.0001,0.0007,0.0066,0.0663,0.6633,6.6223,51.9297,39.6711,1.0399,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,0,1120796672,10,0.0000,2300712,0.2053,7996,0.0007,0.0001,0.0004,0.0045,0.0447,0.4476,4.4707,41.2663,53.5603,0.2046,0.0007,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,1,1120796672,2,0.0000,896698,0.0800,1907,0.0002,0.0001,0.0005,0.0050,0.0498,0.4976,4.9672,44.8583,49.5417,0.0798,0.0002,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,2,1120796672,4,0.0000,189060,0.0169,0,0.0000,0.0001,0.0006,0.0063,0.0631,0.6311,6.3037,54.6389,38.3392,0.0169,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,3,1120796672,18,0.0000,23056,0.0021,0,0.0000,0.0001,0.0008,0.0077,0.0772,0.7720,7.7038,62.5948,28.8416,0.0021,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,4,1120796672,9,0.0000,7550,0.0007,0,0.0000,0.0001,0.0009,0.0088,0.0872,0.8737,8.7148,66.3819,23.9319,0.0007,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,5,1120796672,3,0.0000,10994,0.0010,0,0.0000,0.0001,0.0010,0.0097,0.0967,0.9659,9.6253,69.7025,19.5979,0.0010,0.0000,0.0000,0.0000,0.0000
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_output,Attn × Wₒ,6,1120796672,7,0.0000,26338,0.0023,0,0.0000,0.0001,0.0009,0.0095,0.0951,0.9497,9.4625,69.5366,19.9432,0.0023,0.0000,0.0000,0.0000,0.0000
