2026/07/11 00:06:53.546, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:53.648, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:53.748, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:53.849, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:53.949, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:54.049, 0, 0, 0, 183, 24564, 24.90
2026/07/11 00:06:54.149, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.250, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.350, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.450, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.550, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.651, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.751, 0, 0, 0, 183, 24564, 24.59
2026/07/11 00:06:54.874, 0, 0, 0, 577, 24564, 24.59
2026/07/11 00:06:54.974, 0, 0, 0, 881, 24564, 24.59
2026/07/11 00:06:55.074, 0, 0, 0, 881, 24564, 24.59
2026/07/11 00:06:55.174, 0, 100, 100, 2417, 24564, 60.57
2026/07/11 00:06:55.275, 0, 100, 100, 2801, 24564, 60.57
2026/07/11 00:06:55.375, 0, 100, 100, 2801, 24564, 60.57
2026/07/11 00:06:55.475, 0, 100, 100, 2801, 24564, 60.57
2026/07/11 00:06:55.575, 0, 100, 100, 2801, 24564, 60.57
2026/07/11 00:06:55.676, 0, 100, 100, 2801, 24564, 119.14
2026/07/11 00:06:55.776, 0, 100, 100, 2801, 24564, 119.14
2026/07/11 00:06:55.876, 0, 100, 100, 2801, 24564, 119.14
2026/07/11 00:06:55.976, 0, 100, 100, 2801, 24564, 119.14
2026/07/11 00:06:56.077, 0, 100, 100, 2801, 24564, 119.14
2026/07/11 00:06:56.177, 0, 0, 0, 2801, 24564, 203.41
2026/07/11 00:06:56.277, 0, 0, 0, 2801, 24564, 203.41
2026/07/11 00:06:56.377, 0, 0, 0, 2801, 24564, 203.41
2026/07/11 00:06:56.478, 0, 0, 0, 3101, 24564, 203.41
2026/07/11 00:06:56.578, 0, 0, 0, 3571, 24564, 203.41
2026/07/11 00:06:56.678, 0, 0, 0, 3573, 24564, 112.69
2026/07/11 00:06:56.778, 0, 0, 0, 3573, 24564, 112.69
2026/07/11 00:06:56.878, 0, 0, 0, 3573, 24564, 112.69
2026/07/11 00:06:56.979, 0, 0, 0, 3711, 24564, 112.69
2026/07/11 00:06:57.079, 0, 0, 0, 4617, 24564, 112.69
2026/07/11 00:06:57.179, 0, 97, 77, 5267, 24564, 92.38
2026/07/11 00:06:57.279, 0, 97, 77, 5267, 24564, 92.38
2026/07/11 00:06:57.380, 0, 97, 77, 5267, 24564, 92.38
2026/07/11 00:06:57.480, 0, 97, 77, 5267, 24564, 92.38
2026/07/11 00:06:57.580, 0, 97, 77, 5267, 24564, 92.38
2026/07/11 00:06:57.680, 0, 97, 77, 5267, 24564, 242.45
2026/07/11 00:06:57.780, 0, 97, 77, 5267, 24564, 242.45
2026/07/11 00:06:57.880, 0, 97, 77, 5267, 24564, 242.45
2026/07/11 00:06:57.980, 0, 97, 77, 5267, 24564, 242.45
2026/07/11 00:06:58.081, 0, 97, 77, 5267, 24564, 242.45
2026/07/11 00:06:58.181, 0, 100, 72, 5267, 24564, 398.91
2026/07/11 00:06:58.281, 0, 100, 72, 5267, 24564, 398.91
2026/07/11 00:06:58.381, 0, 100, 72, 5267, 24564, 398.91
2026/07/11 00:06:58.481, 0, 100, 72, 5267, 24564, 398.91
2026/07/11 00:06:58.581, 0, 100, 72, 5267, 24564, 398.91
2026/07/11 00:06:58.681, 0, 100, 72, 5267, 24564, 402.47
2026/07/11 00:06:58.782, 0, 100, 72, 5267, 24564, 402.47
2026/07/11 00:06:58.882, 0, 100, 72, 5267, 24564, 402.47
2026/07/11 00:06:58.982, 0, 100, 72, 5267, 24564, 402.47
2026/07/11 00:06:59.082, 0, 100, 72, 5267, 24564, 402.47
2026/07/11 00:06:59.182, 0, 100, 69, 5267, 24564, 402.48
2026/07/11 00:06:59.282, 0, 100, 69, 5267, 24564, 402.48
2026/07/11 00:06:59.382, 0, 100, 69, 5267, 24564, 402.48
2026/07/11 00:06:59.483, 0, 100, 69, 5267, 24564, 402.48
2026/07/11 00:06:59.583, 0, 100, 69, 5267, 24564, 402.48
2026/07/11 00:06:59.683, 0, 100, 69, 5267, 24564, 403.60
2026/07/11 00:06:59.783, 0, 100, 69, 5267, 24564, 403.60
2026/07/11 00:06:59.883, 0, 100, 69, 5267, 24564, 403.60
2026/07/11 00:06:59.983, 0, 100, 69, 5267, 24564, 403.60
2026/07/11 00:07:00.083, 0, 100, 69, 5267, 24564, 403.60
2026/07/11 00:07:00.183, 0, 100, 69, 5267, 24564, 405.89
2026/07/11 00:07:00.284, 0, 100, 69, 5267, 24564, 405.89
2026/07/11 00:07:00.384, 0, 100, 69, 5267, 24564, 405.89
2026/07/11 00:07:00.484, 0, 100, 69, 5267, 24564, 405.89
2026/07/11 00:07:00.584, 0, 100, 69, 5267, 24564, 405.89
2026/07/11 00:07:00.684, 0, 100, 69, 5267, 24564, 405.29
2026/07/11 00:07:00.784, 0, 100, 69, 5267, 24564, 405.29
2026/07/11 00:07:00.884, 0, 100, 69, 5267, 24564, 405.29
2026/07/11 00:07:00.985, 0, 100, 69, 5267, 24564, 405.29
2026/07/11 00:07:01.085, 0, 100, 69, 5267, 24564, 405.29
2026/07/11 00:07:01.185, 0, 100, 68, 5267, 24564, 404.78
2026/07/11 00:07:01.285, 0, 100, 68, 5267, 24564, 404.78
2026/07/11 00:07:01.385, 0, 100, 68, 5267, 24564, 404.78
2026/07/11 00:07:01.485, 0, 100, 68, 5267, 24564, 404.78
2026/07/11 00:07:01.585, 0, 100, 68, 5267, 24564, 404.78
2026/07/11 00:07:01.685, 0, 100, 68, 5267, 24564, 403.16
2026/07/11 00:07:01.786, 0, 100, 68, 5267, 24564, 403.16
2026/07/11 00:07:01.886, 0, 100, 68, 5267, 24564, 403.16
2026/07/11 00:07:01.986, 0, 100, 68, 5267, 24564, 403.16
2026/07/11 00:07:02.086, 0, 100, 68, 5267, 24564, 403.16
2026/07/11 00:07:02.186, 0, 100, 66, 5267, 24564, 402.33
2026/07/11 00:07:02.286, 0, 100, 66, 5267, 24564, 402.33
2026/07/11 00:07:02.386, 0, 100, 66, 5267, 24564, 402.33
2026/07/11 00:07:02.487, 0, 100, 66, 5267, 24564, 402.33
2026/07/11 00:07:02.587, 0, 100, 66, 5267, 24564, 402.33
2026/07/11 00:07:02.687, 0, 100, 66, 5267, 24564, 405.59
2026/07/11 00:07:02.787, 0, 100, 66, 5267, 24564, 405.59
2026/07/11 00:07:02.887, 0, 100, 66, 5267, 24564, 405.59
2026/07/11 00:07:02.987, 0, 100, 66, 5267, 24564, 405.59
2026/07/11 00:07:03.087, 0, 100, 66, 5267, 24564, 405.59
2026/07/11 00:07:03.187, 0, 100, 63, 5267, 24564, 411.77
2026/07/11 00:07:03.288, 0, 100, 63, 5267, 24564, 411.77
2026/07/11 00:07:03.388, 0, 100, 63, 5267, 24564, 411.77
2026/07/11 00:07:03.488, 0, 100, 63, 5267, 24564, 411.77
2026/07/11 00:07:03.588, 0, 100, 63, 5267, 24564, 411.77
2026/07/11 00:07:03.688, 0, 100, 63, 5267, 24564, 411.23
2026/07/11 00:07:03.788, 0, 100, 63, 5267, 24564, 411.23
2026/07/11 00:07:03.889, 0, 100, 63, 5267, 24564, 411.23
2026/07/11 00:07:03.989, 0, 100, 63, 5267, 24564, 411.23
2026/07/11 00:07:04.089, 0, 100, 63, 5267, 24564, 411.23
2026/07/11 00:07:04.189, 0, 100, 64, 5267, 24564, 412.36
2026/07/11 00:07:04.289, 0, 100, 64, 5267, 24564, 412.36
