0, NVIDIA GeForce RTX 5090, 3245, 3
1, NVIDIA GeForce RTX 5090, 3065, 0
2, NVIDIA GeForce RTX 5090, 3065, 23
3, NVIDIA GeForce RTX 5090, 3065, 0
4, NVIDIA GeForce RTX 5090, 3065, 41
