timestamp, index, name, utilization.gpu [%], memory.used [MiB], power.draw [W]
2026/08/16 20:43:35.810, 0, NVIDIA GeForce RTX 4090, 95, 1592, 342.60
2026/08/16 20:43:50.844, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.96
2026/08/16 20:44:05.895, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.03
2026/08/16 20:44:20.926, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.57
2026/08/16 20:44:35.981, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.82
2026/08/16 20:44:51.013, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.46
2026/08/16 20:45:06.063, 0, NVIDIA GeForce RTX 4090, 96, 1592, 341.69
2026/08/16 20:45:21.096, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.94
2026/08/16 20:45:36.151, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.02
2026/08/16 20:45:51.184, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.44
2026/08/16 20:46:06.237, 0, NVIDIA GeForce RTX 4090, 95, 1592, 341.75
2026/08/16 20:46:21.270, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.21
2026/08/16 20:46:36.326, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.96
2026/08/16 20:46:51.359, 0, NVIDIA GeForce RTX 4090, 100, 1592, 340.33
2026/08/16 20:47:06.415, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.42
2026/08/16 20:47:21.448, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.39
2026/08/16 20:47:36.501, 0, NVIDIA GeForce RTX 4090, 100, 1592, 340.79
2026/08/16 20:47:51.532, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.92
2026/08/16 20:48:06.582, 0, NVIDIA GeForce RTX 4090, 100, 1592, 345.57
2026/08/16 20:48:21.614, 0, NVIDIA GeForce RTX 4090, 95, 1592, 343.06
2026/08/16 20:48:36.665, 0, NVIDIA GeForce RTX 4090, 100, 1592, 345.47
2026/08/16 20:48:51.697, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.10
2026/08/16 20:49:06.750, 0, NVIDIA GeForce RTX 4090, 100, 1592, 338.98
2026/08/16 20:49:21.784, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.58
2026/08/16 20:49:36.835, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.95
2026/08/16 20:49:51.867, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.14
2026/08/16 20:50:06.920, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.84
2026/08/16 20:50:21.952, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.89
2026/08/16 20:50:37.008, 0, NVIDIA GeForce RTX 4090, 95, 1592, 344.39
2026/08/16 20:50:52.041, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.67
2026/08/16 20:51:07.094, 0, NVIDIA GeForce RTX 4090, 98, 1592, 347.63
2026/08/16 20:51:22.125, 0, NVIDIA GeForce RTX 4090, 95, 1592, 344.85
2026/08/16 20:51:37.181, 0, NVIDIA GeForce RTX 4090, 96, 1592, 343.89
2026/08/16 20:51:52.213, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.62
2026/08/16 20:52:07.270, 0, NVIDIA GeForce RTX 4090, 100, 1592, 345.35
2026/08/16 20:52:22.301, 0, NVIDIA GeForce RTX 4090, 96, 1592, 343.41
2026/08/16 20:52:37.356, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.89
2026/08/16 20:52:52.390, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.95
2026/08/16 20:53:07.445, 0, NVIDIA GeForce RTX 4090, 100, 1592, 338.20
2026/08/16 20:53:22.477, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.18
2026/08/16 20:53:37.534, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.77
2026/08/16 20:53:52.569, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.24
2026/08/16 20:54:07.623, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.01
2026/08/16 20:54:22.655, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.41
2026/08/16 20:54:37.711, 0, NVIDIA GeForce RTX 4090, 94, 1592, 342.38
2026/08/16 20:54:52.745, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.84
2026/08/16 20:55:07.795, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.44
2026/08/16 20:55:22.828, 0, NVIDIA GeForce RTX 4090, 96, 1592, 344.93
2026/08/16 20:55:37.881, 0, NVIDIA GeForce RTX 4090, 96, 1592, 343.44
2026/08/16 20:55:52.913, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.58
2026/08/16 20:56:07.964, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.80
2026/08/16 20:56:22.995, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.58
2026/08/16 20:56:38.050, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.86
2026/08/16 20:56:53.082, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.98
2026/08/16 20:57:08.130, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.67
2026/08/16 20:57:23.162, 0, NVIDIA GeForce RTX 4090, 96, 1592, 343.43
2026/08/16 20:57:38.218, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.43
2026/08/16 20:57:53.251, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.08
2026/08/16 20:58:08.307, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.52
2026/08/16 20:58:23.339, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.74
2026/08/16 20:58:38.400, 0, NVIDIA GeForce RTX 4090, 100, 1592, 344.60
2026/08/16 20:58:53.432, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.75
2026/08/16 20:59:08.489, 0, NVIDIA GeForce RTX 4090, 96, 1592, 344.65
2026/08/16 20:59:23.522, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.89
2026/08/16 20:59:38.577, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.74
2026/08/16 20:59:53.610, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.92
2026/08/16 21:00:08.662, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.13
2026/08/16 21:00:23.693, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.29
2026/08/16 21:00:38.746, 0, NVIDIA GeForce RTX 4090, 95, 1592, 342.82
2026/08/16 21:00:53.779, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.99
2026/08/16 21:01:08.835, 0, NVIDIA GeForce RTX 4090, 100, 1592, 341.45
2026/08/16 21:01:23.868, 0, NVIDIA GeForce RTX 4090, 96, 1592, 344.16
2026/08/16 21:01:38.917, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.30
2026/08/16 21:01:53.950, 0, NVIDIA GeForce RTX 4090, 100, 1592, 341.44
2026/08/16 21:02:09.006, 0, NVIDIA GeForce RTX 4090, 95, 1592, 340.88
2026/08/16 21:02:24.040, 0, NVIDIA GeForce RTX 4090, 95, 1592, 341.49
2026/08/16 21:02:39.096, 0, NVIDIA GeForce RTX 4090, 100, 1592, 343.14
2026/08/16 21:02:54.129, 0, NVIDIA GeForce RTX 4090, 100, 1592, 342.46
