episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius
54,37.76948583474987,40.74226804123711,3,0.33924912884831426,0.00200729416335138,0.87109375,59,0,14779,False,0,0
55,37.92412501000761,40.896907216494846,3,0.33791274651885034,0.0013201338698445053,0.8734375,59,0,14779,False,0,0
56,37.76948583474987,40.74226804123711,3,0.34280821308493614,0.0018411432781977625,0.87109375,59,0,14779,False,0,0
57,37.92412501000761,40.896907216494846,3,0.33870515301823617,0.0034161256253337105,0.8734375,59,0,14779,False,0,0
58,37.872578618255034,40.84536082474227,3,0.3396662652492523,0.0009897780808957512,0.87265625,59,0,14779,False,0,0
59,37.97567140176019,40.948453608247426,3,0.3418853148818016,0.003909484104682293,0.87421875,59,0,14779,False,0,0
60,37.614846659492144,40.58762886597938,3,0.34295783564448357,0.0033242506269321632,0.86875,59,0,14779,False,0,0
61,37.46020748423442,40.432989690721655,3,0.3409907393157482,0.002536594044176678,0.86640625,59,0,14779,False,0,0
62,37.92412501000761,40.896907216494846,3,0.33723506703972816,0.0017600503816543797,0.8734375,59,0,14779,False,0,0
63,37.76948583474987,40.74226804123711,3,0.34038811922073364,0.0026061112834601602,0.87109375,59,0,14779,False,0,0
64,37.7179394429973,40.69072164948454,3,0.33986649587750434,0.0020604538439755907,0.8703125,59,0,14779,False,0,0
65,37.872578618255034,40.84536082474227,3,0.338897430151701,0.003128194040290097,0.87265625,59,0,14779,False,0,0
66,37.7179394429973,40.69072164948454,3,0.3412829414010048,0.0024872902175386165,0.8703125,59,0,14779,False,0,0
67,37.76948583474987,40.74226804123711,3,0.3395570531487465,0.0022414694143097578,0.87109375,59,0,14779,False,0,0
68,37.66639305124472,40.63917525773196,3,0.34114031344652174,0.002456868117745245,0.86953125,59,0,14779,False,0,0
69,38.130310577017916,41.103092783505154,3,0.3393540993332863,0.003950589738143132,0.8765625,59,0,14779,False,0,0
70,38.18185696877049,41.15463917525773,3,0.34040401726961134,0.0010640346148361871,0.87734375,59,0,14779,False,0,0
71,37.92412501000761,40.896907216494846,3,0.3389719411730766,0.0036351019000744637,0.8734375,59,0,14779,False,0,0
72,37.76948583474987,40.74226804123711,3,0.3403493471443653,0.0015016869273459914,0.87109375,59,0,14779,False,0,0
73,37.76948583474987,40.74226804123711,3,0.33947885483503343,0.0032730313608742823,0.87109375,59,0,14779,False,0,0
74,37.7179394429973,40.69072164948454,3,0.34084412753582,0.0025045088358529918,0.8703125,59,0,14779,False,0,0
75,37.97567140176019,40.948453608247426,3,0.33823673278093336,0.0038339883947566787,0.87421875,59,0,14779,False,0,0
76,37.614846659492144,40.58762886597938,3,0.3400161288678646,0.00284038613446789,0.86875,59,0,14779,False,0,0
77,37.66639305124472,40.63917525773196,3,0.3396882824599743,0.002704154775846461,0.86953125,59,0,14779,False,0,0
78,38.02721779351276,41.0,3,0.3399302363395691,0.0025446762435197916,0.875,59,0,14779,False,0,0
79,37.97567140176019,40.948453608247426,3,0.3386928834021091,0.0032939576669992966,0.87421875,59,0,14779,False,0,0
80,37.563300267739564,40.5360824742268,3,0.3414145730435848,0.0038398517241370776,0.86796875,59,0,14779,False,0,0
81,37.66639305124472,40.63917525773196,3,0.33791799917817117,0.0012800814819761467,0.86953125,59,0,14779,False,0,0
82,37.66639305124472,40.63917525773196,3,0.3384063243865967,0.0029821032940589905,0.86953125,59,0,14779,False,0,0
83,37.7179394429973,40.69072164948454,3,0.3395126089453697,0.0022604660155456473,0.8703125,59,0,14779,False,0,0
84,37.614846659492144,40.58762886597938,3,0.3415959432721138,0.004367146827448717,0.86875,59,0,14779,False,0,0
85,37.76948583474987,40.74226804123711,3,0.34107432439923285,0.004019743879575965,0.87109375,59,0,14779,False,0,0
86,38.23340336052308,41.206185567010316,3,0.3396652102470398,0.002670269396687922,0.878125,59,0,14779,False,0,0
87,37.66639305124472,40.63917525773196,3,0.33948473781347277,0.002796671620771658,0.86953125,59,0,14779,False,0,0
88,37.76948583474987,40.74226804123711,3,0.34001762196421625,0.0036562909831294606,0.87109375,59,0,14779,False,0,0
89,37.97567140176019,40.948453608247426,3,0.339987525343895,0.0034938334180532184,0.87421875,59,0,14779,False,0,0
90,37.92412501000761,40.896907216494846,3,0.339016804844141,0.0025429542779123694,0.8734375,59,0,14779,False,0,0
91,37.821032226502446,40.793814432989684,3,0.34078542068600653,0.0020591510460294163,0.871875,59,0,14779,False,0,0
92,37.7179394429973,40.69072164948454,3,0.3399729333817959,0.0030329301998346142,0.8703125,59,0,14779,False,0,0
93,37.76948583474987,40.74226804123711,3,0.34022183045744897,0.0037378979027155217,0.87109375,59,0,14779,False,0,0
94,37.76948583474987,40.74226804123711,3,0.3416027672588825,0.0019650660388978755,0.87109375,59,0,14779,False,0,0
95,37.76948583474987,40.74226804123711,3,0.34156652688980105,0.003621061288449615,0.87109375,59,0,14779,False,0,0
96,37.614846659492144,40.58762886597938,3,0.33812777549028394,0.002131841746018082,0.86875,59,0,14779,False,0,0
97,37.821032226502446,40.793814432989684,3,0.34005868881940843,0.00133118022644166,0.871875,59,0,14779,False,0,0
98,37.563300267739564,40.5360824742268,3,0.34240481406450274,0.0031585213627985083,0.86796875,59,0,14779,False,0,0
99,38.078764185265335,41.051546391752574,3,0.3397591583430767,0.0021273672849302745,0.87578125,59,0,14779,False,0,0
100,37.821032226502446,40.793814432989684,3,0.3399915277957916,0.0032649730591455045,0.871875,59,0,14779,False,0,0
101,37.7179394429973,40.69072164948454,3,0.341827142983675,0.0012560170177815747,0.8703125,59,0,14779,False,0,0
102,38.078764185265335,41.051546391752574,3,0.3394035451114178,0.0032673421187328446,0.87578125,59,0,14779,False,0,0
103,38.02721779351276,41.0,3,0.3408045582473278,0.001888569068439591,0.875,59,0,14779,False,0,0
104,37.66639305124472,40.63917525773196,3,0.3398862272500992,0.001500677843964401,0.86953125,59,0,14779,False,0,0
105,37.66639305124472,40.63917525773196,3,0.34337957575917244,0.002276287973609433,0.86953125,59,0,14779,False,0,0
106,37.821032226502446,40.793814432989684,3,0.338796129077673,0.005375291989690751,0.871875,59,0,14779,False,0,0
107,38.02721779351276,41.0,3,0.3391359619796276,0.0017848337898952423,0.875,59,0,14779,False,0,0
108,37.76948583474987,40.74226804123711,3,0.3405917778611183,0.0031196709268777514,0.87109375,59,0,14779,False,0,0
109,37.66639305124472,40.63917525773196,3,0.34161796793341637,0.0021143373727676037,0.86953125,59,0,14779,False,0,0
110,37.97567140176019,40.948453608247426,3,0.3363851636648178,0.0012048880563705353,0.87421875,59,0,14779,False,0,0
111,37.7179394429973,40.69072164948454,3,0.3399932898581028,0.003318061861380993,0.8703125,59,0,14779,False,0,0
112,37.97567140176019,40.948453608247426,3,0.33725064620375633,0.0025153401003310226,0.87421875,59,0,14779,False,0,0
113,37.821032226502446,40.793814432989684,3,0.3398830249905586,0.0031544528438800304,0.871875,59,0,14779,False,0,0
114,37.872578618255034,40.84536082474227,3,0.339680390059948,0.0038038650339615415,0.87265625,59,0,14779,False,0,0
115,37.872578618255034,40.84536082474227,3,0.33939327895641325,0.0012073263811328882,0.87265625,59,0,14779,False,0,0
116,37.92412501000761,40.896907216494846,3,0.34102403149008753,0.0028695993539620337,0.8734375,59,0,14779,False,0,0
117,37.821032226502446,40.793814432989684,3,0.3389888845384121,0.002059551711330863,0.871875,59,0,14779,False,0,0
118,37.76948583474987,40.74226804123711,3,0.3424569308757782,0.003991650288653259,0.87109375,59,0,14779,False,0,0
119,37.51175387598699,40.48453608247423,3,0.3408273451030254,0.003525343065441879,0.8671875,59,0,14779,False,0,0
120,37.76948583474987,40.74226804123711,3,0.3414433240890503,0.0014191839357328932,0.87109375,59,0,14779,True,1,1
121,38.43681039615338,41.40893470790378,3,0.33912320956587794,0.0035160147277937684,0.87109375,59,0,14777,True,1,1
122,37.872578618255034,40.84536082474227,3,0.33612306192517283,0.004271915930389655,0.87265625,59,0,14779,True,1,1
123,37.821032226502446,40.793814432989684,3,0.33959582149982454,0.0022868267705824456,0.871875,59,0,14779,True,1,1
124,37.7179394429973,40.69072164948454,3,0.3415757596492767,0.0026558681624019734,0.8703125,59,0,14779,True,1,1
125,37.7179394429973,40.69072164948454,3,0.3399182565510273,0.0031745350286831735,0.8703125,59,0,14779,True,1,1
126,37.614846659492144,40.58762886597938,3,0.3405592903494835,0.005890582512217605,0.86875,59,0,14779,True,1,1
127,37.92412501000761,40.896907216494846,3,0.3414483979344368,0.0023671590011045485,0.8734375,59,0,14779,True,1,1
128,37.614846659492144,40.58762886597938,3,0.3402090214192867,0.002566890070474632,0.86875,59,0,14779,True,1,1
129,38.02721779351276,41.0,3,0.3375424489378929,0.0009555355051195234,0.875,59,0,14779,True,1,1
130,37.66639305124472,40.63917525773196,3,0.3403431251645088,0.0013175348484507862,0.86953125,59,0,14779,True,1,1
131,36.947068881714365,39.92096219931272,3,0.3417356848716736,0.0015747275790900244,0.86875,59,0,14781,True,1,1
132,37.7179394429973,40.69072164948454,3,0.3399566762149334,0.002496296109235293,0.8703125,59,0,14779,True,1,1
133,37.92977472752173,40.90255693400897,3,0.34052200987935066,0.0030156465520655516,0.8734375,59,0,14779,True,1,1
134,38.54040807561937,41.512027491408936,3,0.33937928453087807,0.002383406017878028,0.87265625,59,0,14777,True,1,1
135,37.872578618255034,40.84536082474227,3,0.3430117808282375,0.0012723740179647958,0.87265625,59,0,14779,True,1,1
136,37.872578618255034,40.84536082474227,3,0.3384513437747955,0.0026481845131886205,0.87265625,59,0,14779,True,1,1
137,37.821032226502446,40.793814432989684,3,0.34174257814884185,0.0030942908524925015,0.871875,59,0,14779,True,1,1
138,37.563300267739564,40.5360824742268,3,0.3394611984491348,0.0022012660302276627,0.86796875,59,0,14779,True,1,1
139,37.92412501000761,40.896907216494846,3,0.3408832661807537,0.001837767503103895,0.8734375,59,0,14779,True,1,1
140,37.821032226502446,40.793814432989684,3,0.3399190939962864,0.002609033573683345,0.871875,59,0,14779,True,1,1
141,39.155482878271535,42.12714776632302,3,0.33902900069952013,0.0018153960218838438,0.871875,59,0,14775,True,1,1
142,37.821032226502446,40.793814432989684,3,0.33873613327741625,0.0039416843327545895,0.871875,59,0,14779,True,1,1
143,37.821032226502446,40.793814432989684,3,0.33996166810393336,0.0034811442851254986,0.871875,59,0,14779,True,1,1
144,37.821032226502446,40.793814432989684,3,0.339360649138689,0.0026173256699831724,0.871875,59,0,14779,True,1,1
145,37.821032226502446,40.793814432989684,3,0.3397854909300804,0.003123365319822802,0.871875,59,0,14779,True,1,1
146,37.872578618255034,40.84536082474227,3,0.3392133183777332,0.0005967593007652916,0.87265625,59,0,14779,True,1,1
147,37.51175387598699,40.48453608247423,3,0.3400185309350491,0.0027775760904757696,0.8671875,59,0,14779,True,1,1
148,37.821032226502446,40.793814432989684,3,0.34192200377583504,0.0025674769627113602,0.871875,59,0,14779,True,1,1
149,37.67204276875884,40.64482497524608,3,0.3409036323428154,0.0018229785923304634,0.86953125,59,0,14779,True,1,1
150,37.97567140176019,40.948453608247426,3,0.3390290684998035,0.0021478989406633064,0.87421875,59,0,14779,True,1,1
151,37.76948583474987,40.74226804123711,3,0.3397578150033951,0.0026712821886981323,0.87109375,59,0,14779,True,1,1
152,37.7179394429973,40.69072164948454,3,0.3394650734961033,0.002941966456816541,0.8703125,59,0,14779,True,1,1
153,37.66639305124472,40.63917525773196,3,0.34165205210447314,0.0021977640584413165,0.86953125,59,0,14779,True,1,1
154,37.872578618255034,40.84536082474227,3,0.3403622396290302,0.0010717346953479949,0.87265625,59,0,14779,True,1,1
155,37.821032226502446,40.793814432989684,3,0.3410578042268753,0.005229113189954217,0.871875,59,0,14779,True,1,1
156,37.97567140176019,40.948453608247426,3,0.33814108520746233,0.0038276433863305764,0.87421875,59,0,14779,True,1,1
157,37.66639305124472,40.63917525773196,3,0.3357424922287464,0.0024233948900223854,0.86953125,59,0,14779,True,1,1
158,37.7179394429973,40.69072164948454,3,0.34087191000580785,0.002228131448318255,0.8703125,59,0,14779,True,1,1
159,37.872578618255034,40.84536082474227,3,0.33919004276394843,0.004805219078457245,0.87265625,59,0,14779,True,1,1
160,37.10170805697209,40.07560137457045,3,0.34017121270298956,0.003407595544095998,0.87109375,59,0,14781,True,1,1
161,37.614846659492144,40.58762886597938,3,0.34013277739286424,0.002823397570823495,0.86875,59,0,14779,True,1,1
162,37.66639305124472,40.63917525773196,3,0.33702991902828217,0.0026065441232357976,0.86953125,59,0,14779,True,1,1
163,37.92412501000761,40.896907216494846,3,0.33788892924785613,0.002598899533311285,0.8734375,59,0,14779,True,1,1
164,37.821032226502446,40.793814432989684,3,0.34231649786233903,0.00169968002877229,0.871875,59,0,14779,True,1,1
165,37.7179394429973,40.69072164948454,3,0.3407709412276745,0.0027120142947600198,0.8703125,59,0,14779,True,1,1
166,37.7179394429973,40.69072164948454,3,0.3388496123254299,0.0019044259282587253,0.8703125,59,0,14779,True,1,1
167,37.7179394429973,40.69072164948454,3,0.33946364670991896,0.0020488083217161204,0.8703125,59,0,14779,True,1,1
168,37.30784194439585,40.28178694158076,3,0.3391588628292084,0.0028443251412216286,0.87421875,59,0,14781,True,1,1
169,37.614846659492144,40.58762886597938,3,0.33975289314985274,0.0021096852081680926,0.86875,59,0,14779,True,1,1
170,37.872578618255034,40.84536082474227,3,0.33700817450881004,0.002767801791608293,0.87265625,59,0,14779,True,1,1
171,37.72358916051142,40.69637136699866,3,0.33834839314222337,0.0010022158727935797,0.8703125,59,0,14779,True,1,1
172,37.76948583474987,40.74226804123711,3,0.3405551746487617,0.002266994453523972,0.87109375,59,0,14779,True,1,1
173,37.821032226502446,40.793814432989684,3,0.3409294329583645,0.002609321266744212,0.871875,59,0,14779,True,1,1
174,37.76948583474987,40.74226804123711,3,0.3389348365366459,0.0036257231543381668,0.87109375,59,0,14779,True,1,1
175,38.33422250860905,41.30584192439862,3,0.3406123578548431,0.002408759779856526,0.86953125,59,0,14777,True,1,1
176,37.10170805697209,40.07560137457045,3,0.339988350123167,0.002319058165071913,0.87109375,59,0,14781,True,1,1
177,37.66639305124472,40.63917525773196,3,0.33861765190958976,0.002980861453281187,0.86953125,59,0,14779,True,1,1
178,38.28262443726992,41.25429553264605,3,0.3425424747169018,0.0028438306545722964,0.86875,59,0,14777,True,1,1
179,37.563300267739564,40.5360824742268,3,0.3402117282152176,0.002672287073064661,0.86796875,59,0,14779,True,1,1
180,38.12747295329629,41.09965635738832,3,0.3409528374671936,0.0036939814162205717,0.86640625,59,0,14777,True,1,1
181,37.7179394429973,40.69072164948454,3,0.34182734936475756,0.0018967997500529566,0.8703125,59,0,14779,True,1,1
182,38.206388142064554,41.1786941580756,3,0.33987077623605727,0.0016608490535981024,0.87265625,59,0,14777,True,1,1
183,38.02721779351276,41.0,3,0.3385951161384583,0.0026063658125771434,0.875,59,0,14779,True,1,1
184,37.66639305124472,40.63917525773196,3,0.34006683379411695,0.002090975372626393,0.86953125,59,0,14779,True,1,1
185,37.821032226502446,40.793814432989684,3,0.3413645550608635,0.004486871603436948,0.871875,59,0,14779,True,1,1
186,37.872578618255034,40.84536082474227,3,0.34065343588590624,0.0043971103694708195,0.87265625,59,0,14779,True,1,1
187,37.76948583474987,40.74226804123711,3,0.3425274021923542,0.003389074207629948,0.87109375,59,0,14779,True,1,1
188,37.30789362398241,40.28178694158076,3,0.34034021124243735,0.004325556208860775,0.87421875,59,0,14781,True,1,1
189,37.614846659492144,40.58762886597938,3,0.34127369299530985,0.0024601352058569483,0.86875,59,0,14779,True,1,1
190,38.02721779351276,41.0,3,0.3422073729336262,0.0033648769525664464,0.875,59,0,14779,True,1,1
191,37.7179394429973,40.69072164948454,3,0.34129933789372446,0.00194289508201911,0.8703125,59,0,14779,True,1,1
192,38.02721779351276,41.0,3,0.33841063305735586,0.0008445957250691079,0.875,59,0,14779,True,1,1
193,37.614846659492144,40.58762886597938,3,0.3391330435872078,0.004423438381115812,0.86875,59,0,14779,True,1,1
194,37.872578618255034,40.84536082474227,3,0.3392897114157677,0.0015954041513559472,0.87265625,59,0,14779,True,1,1
195,37.872578618255034,40.84536082474227,3,0.3390685938298702,0.0011984747261511728,0.87265625,59,0,14779,True,1,1
196,37.51175387598699,40.48453608247423,3,0.34176168516278266,0.0038515919105235378,0.8671875,59,0,14779,True,1,1
197,37.821032226502446,40.793814432989684,3,0.33752663657069204,0.0019950328618628436,0.871875,59,0,14779,True,1,1
198,37.821032226502446,40.793814432989684,3,0.34182058945298194,0.001630220077100531,0.871875,59,0,14779,True,1,1
199,37.92412501000761,40.896907216494846,3,0.3394031472504139,0.0025362940491951407,0.8734375,59,0,14779,True,1,1
200,37.92412501000761,40.896907216494846,3,0.340044666826725,0.0017177678862422426,0.8734375,59,0,14779,True,1,1
201,37.97567140176019,40.948453608247426,3,0.34164535701274873,0.00432184122739458,0.87421875,59,0,14779,True,1,1
202,37.97567140176019,40.948453608247426,3,0.33920283019542696,0.003478669892961206,0.87421875,59,0,14779,True,1,1
203,37.97567140176019,40.948453608247426,3,0.337449599057436,0.004537285919487438,0.87421875,59,0,14779,True,1,1
204,37.51175387598699,40.48453608247423,3,0.3427074946463108,0.00463202289996302,0.8671875,59,0,14779,True,1,1
205,37.66639305124472,40.63917525773196,3,0.34049181193113326,0.002518602151198214,0.86953125,59,0,14779,True,1,1
206,37.46020748423442,40.432989690721655,3,0.33867979422211647,0.002146545959720665,0.86640625,59,0,14779,True,1,1
207,37.92412501000761,40.896907216494846,3,0.34067328572273253,0.00342619221853356,0.8734375,59,0,14779,True,1,1
208,38.078764185265335,41.051546391752574,3,0.3386309422552586,0.0033206878212112116,0.87578125,59,0,14779,True,1,1
209,38.488810004280225,41.460481099656356,3,0.3406439445912838,0.002763984608055133,0.871875,59,0,14777,True,1,1
210,38.02721779351276,41.0,3,0.3393520645797253,0.0034964159084884174,0.875,59,0,14779,True,1,1
211,37.92412501000761,40.896907216494846,3,0.3401054576039314,0.0036059939946283814,0.8734375,59,0,14779,True,1,1
212,37.7179394429973,40.69072164948454,3,0.3403001993894577,0.004588628637719568,0.8703125,59,0,14779,True,1,1
213,37.821032226502446,40.793814432989684,3,0.3406724326312542,0.0012180382601856834,0.871875,59,0,14779,True,1,1
214,37.872578618255034,40.84536082474227,3,0.33974541425704957,0.001858663696406732,0.87265625,59,0,14779,True,1,1
215,37.821032226502446,40.793814432989684,3,0.3384228706359863,0.0028611510828224287,0.871875,59,0,14779,True,1,1
216,37.66639305124472,40.63917525773196,3,0.34051286727190017,0.0018947476702692375,0.86953125,59,0,14779,True,1,1
217,37.76948583474987,40.74226804123711,3,0.33923893943428995,0.0022738961316274716,0.87109375,59,0,14779,True,1,1
218,37.614846659492144,40.58762886597938,3,0.34199182912707327,0.003209495287128533,0.86875,59,0,14779,True,1,1
219,37.357114700729255,40.329896907216494,3,0.3381778135895729,0.002631205232132812,0.86484375,59,0,14779,True,1,1
220,37.97567140176019,40.948453608247426,3,0.33792709484696387,0.0020285080488388224,0.87421875,59,0,14779,True,1,1
221,37.15325444872467,40.12714776632302,3,0.3384504459798336,0.004649200428432717,0.871875,59,0,14781,True,1,1
222,37.7179394429973,40.69072164948454,3,0.33808086067438126,0.0023346324143978924,0.8703125,59,0,14779,True,1,1
223,37.614846659492144,40.58762886597938,3,0.33985832780599595,0.003392989717521624,0.86875,59,0,14779,True,1,1
224,37.872578618255034,40.84536082474227,3,0.3394106663763523,0.003956407604674588,0.87265625,59,0,14779,True,1,1
225,37.92412501000761,40.896907216494846,3,0.34092551171779634,0.002947734333489256,0.8734375,59,0,14779,True,1,1
226,38.02721779351276,41.0,3,0.3391598641872406,0.003301158464672933,0.875,59,0,14779,True,1,1
227,37.76948583474987,40.74226804123711,3,0.33708194345235826,0.004079576459821465,0.87109375,59,0,14779,True,1,1
228,37.46020748423442,40.432989690721655,3,0.34148596301674844,0.0024922116633645415,0.86640625,59,0,14779,True,1,1
229,37.76948583474987,40.74226804123711,3,0.3391479939222336,0.003288317167543782,0.87109375,59,0,14779,True,1,1
230,37.872578618255034,40.84536082474227,3,0.33968803510069845,0.0030528421431337666,0.87265625,59,0,14779,True,1,1
231,37.97567140176019,40.948453608247426,3,0.33740236684679986,0.003126302502811459,0.87421875,59,0,14779,True,1,1
232,37.66639305124472,40.63917525773196,3,0.3397325940430164,0.0008377096768233986,0.86953125,59,0,14779,True,1,1
233,37.7179394429973,40.69072164948454,3,0.33888001516461375,0.002962820049047852,0.8703125,59,0,14779,True,1,1
234,37.66639305124472,40.63917525773196,3,0.3419058248400688,0.0013098145193472656,0.86953125,59,0,14779,True,1,1
235,37.66639305124472,40.63917525773196,3,0.341608639806509,0.0014154967503813573,0.86953125,59,0,14779,True,1,1
236,38.02721779351276,41.0,3,0.3410200893878937,0.002934756728458405,0.875,59,0,14779,True,1,1
237,37.76948583474987,40.74226804123711,3,0.3399681568145752,0.002492017730988881,0.87109375,59,0,14779,True,1,1
238,38.33417082902249,41.30584192439862,3,0.34087189137935636,0.0012058155636230884,0.86953125,59,0,14777,True,1,1
