task,arch,model,probe,probe_display,layer,count,mean,std,min,max
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,10,1120796672,-0.001923,0.192966,-4.591658,3.425925
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,11,1120796672,0.001515,0.181830,-4.009972,4.462611
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,12,1120796672,-0.002246,0.197662,-4.060870,5.165653
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,13,1120796672,-0.000168,0.239085,-4.037361,4.034204
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,14,1120796672,-0.001558,0.206975,-4.768301,4.566675
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,15,1120796672,0.002789,0.195501,-4.431257,4.810094
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,16,1120796672,0.002082,0.242080,-5.375807,6.952110
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,17,1120796672,-0.000503,0.237487,-4.318776,4.781266
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,18,1120796672,0.003237,0.277422,-4.617192,4.880394
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,19,1120796672,0.002090,0.292800,-4.062133,5.759983
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,20,1120796672,0.004644,0.408375,-6.367095,5.309301
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,21,1120796672,0.013806,0.459346,-3.636071,5.049881
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,22,1120796672,-0.000990,0.398438,-3.744163,3.818331
bl_cola,bert,yoshitomo-matsubara/bert-large-uncased-cola,attn_context,Softmax × V,23,1120796672,0.006562,0.420910,-3.587058,3.564262
