timestamp,gpu_idx,util_pct,mem_used_mib
2026/05/24 08:55:35.110, 0, 9, 10490
2026/05/24 08:55:35.112, 1, 0, 10088
2026/05/24 08:55:35.113, 2, 0, 10088
2026/05/24 08:55:35.114, 3, 0, 10088
2026/05/24 08:55:50.227, 0, 100, 10490
2026/05/24 08:55:50.230, 1, 75, 10088
2026/05/24 08:55:50.234, 2, 100, 10088
2026/05/24 08:55:50.237, 3, 64, 10088
2026/05/24 08:56:05.362, 0, 100, 10490
2026/05/24 08:56:05.366, 1, 100, 10088
2026/05/24 08:56:05.369, 2, 100, 10088
2026/05/24 08:56:05.372, 3, 0, 10088
2026/05/24 08:56:20.485, 0, 100, 10490
2026/05/24 08:56:20.487, 1, 100, 10088
2026/05/24 08:56:20.488, 2, 92, 10088
2026/05/24 08:56:20.490, 3, 100, 10088
2026/05/24 08:56:35.590, 0, 14, 10490
2026/05/24 08:56:35.592, 1, 0, 10088
2026/05/24 08:56:35.593, 2, 0, 10088
2026/05/24 08:56:35.595, 3, 0, 10088
2026/05/24 08:56:50.677, 0, 5, 10490
2026/05/24 08:56:50.679, 1, 0, 10088
2026/05/24 08:56:50.681, 2, 0, 10088
2026/05/24 08:56:50.682, 3, 0, 10088
2026/05/24 08:57:05.839, 0, 100, 10490
2026/05/24 08:57:05.843, 1, 100, 10088
2026/05/24 08:57:05.846, 2, 100, 10088
2026/05/24 08:57:05.852, 3, 100, 10088
2026/05/24 08:57:20.960, 0, 100, 10490
2026/05/24 08:57:20.964, 1, 100, 10088
2026/05/24 08:57:20.968, 2, 0, 10088
2026/05/24 08:57:20.969, 3, 0, 10088
2026/05/24 08:57:36.088, 0, 0, 10490
2026/05/24 08:57:36.092, 1, 0, 10088
2026/05/24 08:57:36.095, 2, 0, 10088
2026/05/24 08:57:36.098, 3, 0, 10088
2026/05/24 08:57:51.363, 0, 57, 10490
2026/05/24 08:57:51.366, 1, 100, 10088
2026/05/24 08:57:51.368, 2, 0, 10088
2026/05/24 08:57:51.371, 3, 0, 10088
2026/05/24 08:58:06.523, 0, 9, 10490
2026/05/24 08:58:06.525, 1, 0, 10088
2026/05/24 08:58:06.526, 2, 0, 10088
2026/05/24 08:58:06.528, 3, 0, 10088
2026/05/24 08:58:21.613, 0, 8, 10490
2026/05/24 08:58:21.615, 1, 0, 10088
2026/05/24 08:58:21.616, 2, 0, 10088
2026/05/24 08:58:21.618, 3, 0, 10088
2026/05/24 08:58:36.744, 0, 9, 10490
2026/05/24 08:58:36.748, 1, 0, 10088
2026/05/24 08:58:36.751, 2, 0, 10088
2026/05/24 08:58:36.754, 3, 0, 10088
2026/05/24 08:58:51.940, 0, 100, 10490
2026/05/24 08:58:51.944, 1, 0, 10088
2026/05/24 08:58:51.945, 2, 0, 10088
2026/05/24 08:58:51.946, 3, 0, 10088
2026/05/24 08:59:07.220, 0, 3, 10490
2026/05/24 08:59:07.222, 1, 0, 10088
2026/05/24 08:59:07.223, 2, 0, 10088
2026/05/24 08:59:07.224, 3, 0, 10088
2026/05/24 08:59:22.306, 0, 13, 10490
2026/05/24 08:59:22.308, 1, 0, 10088
2026/05/24 08:59:22.309, 2, 0, 10088
2026/05/24 08:59:22.311, 3, 0, 10088
2026/05/24 08:59:37.605, 0, 7, 10490
2026/05/24 08:59:37.607, 1, 0, 10088
2026/05/24 08:59:37.609, 2, 0, 10088
2026/05/24 08:59:37.610, 3, 0, 10088
2026/05/24 08:59:52.693, 0, 8, 10490
2026/05/24 08:59:52.695, 1, 0, 10088
2026/05/24 08:59:52.696, 2, 0, 10088
2026/05/24 08:59:52.698, 3, 0, 10088
2026/05/24 09:00:07.807, 0, 4, 10490
2026/05/24 09:00:07.811, 1, 0, 10088
2026/05/24 09:00:07.814, 2, 0, 10088
2026/05/24 09:00:07.817, 3, 100, 10088
2026/05/24 09:00:23.383, 0, 15, 10490
2026/05/24 09:00:23.387, 1, 0, 10088
2026/05/24 09:00:23.390, 2, 9, 10088
2026/05/24 09:00:23.393, 3, 0, 10088
2026/05/24 09:00:38.498, 0, 13, 10490
2026/05/24 09:00:38.500, 1, 0, 10088
2026/05/24 09:00:38.502, 2, 0, 10088
2026/05/24 09:00:38.503, 3, 0, 10088
2026/05/24 09:00:53.590, 0, 8, 10490
2026/05/24 09:00:53.593, 1, 0, 10088
2026/05/24 09:00:53.596, 2, 0, 10088
2026/05/24 09:00:53.630, 3, 0, 10088
2026/05/24 09:01:08.721, 0, 8, 10490
2026/05/24 09:01:08.723, 1, 0, 10088
2026/05/24 09:01:08.725, 2, 0, 10088
2026/05/24 09:01:08.726, 3, 0, 10088
2026/05/24 09:01:23.947, 0, 6, 10490
2026/05/24 09:01:23.949, 1, 0, 10088
2026/05/24 09:01:23.950, 2, 0, 10088
2026/05/24 09:01:23.952, 3, 0, 10088
2026/05/24 09:01:39.047, 0, 100, 10490
2026/05/24 09:01:39.050, 1, 100, 10088
2026/05/24 09:01:39.053, 2, 100, 10088
2026/05/24 09:01:39.056, 3, 100, 10088
2026/05/24 09:01:54.170, 0, 13, 10490
2026/05/24 09:01:54.173, 1, 0, 10088
2026/05/24 09:01:54.174, 2, 0, 10088
2026/05/24 09:01:54.176, 3, 0, 10088
2026/05/24 09:02:09.310, 0, 9, 10490
2026/05/24 09:02:09.314, 1, 0, 10088
2026/05/24 09:02:09.316, 2, 0, 10088
2026/05/24 09:02:09.318, 3, 0, 10088
2026/05/24 09:02:24.636, 0, 55, 10490
2026/05/24 09:02:24.639, 1, 0, 10088
2026/05/24 09:02:24.642, 2, 100, 10088
2026/05/24 09:02:24.644, 3, 0, 10088
2026/05/24 09:02:39.733, 0, 2, 10490
2026/05/24 09:02:39.735, 1, 51, 10088
2026/05/24 09:02:39.736, 2, 0, 10088
2026/05/24 09:02:39.738, 3, 100, 10088
2026/05/24 09:02:54.845, 0, 100, 10490
2026/05/24 09:02:54.847, 1, 100, 10088
2026/05/24 09:02:54.849, 2, 42, 10088
2026/05/24 09:02:54.850, 3, 0, 10088
2026/05/24 09:03:09.933, 0, 11, 10490
2026/05/24 09:03:09.936, 1, 0, 10088
2026/05/24 09:03:09.937, 2, 0, 10088
2026/05/24 09:03:09.938, 3, 0, 10088
2026/05/24 09:03:25.109, 0, 6, 10490
2026/05/24 09:03:25.111, 1, 0, 10088
2026/05/24 09:03:25.112, 2, 0, 10088
2026/05/24 09:03:25.114, 3, 0, 10088
2026/05/24 09:03:40.242, 0, 9, 10490
2026/05/24 09:03:40.246, 1, 0, 10088
2026/05/24 09:03:40.249, 2, 100, 10088
2026/05/24 09:03:40.252, 3, 0, 10088
2026/05/24 09:03:55.498, 0, 100, 10490
2026/05/24 09:03:55.499, 1, 100, 10088
2026/05/24 09:03:55.500, 2, 100, 10088
2026/05/24 09:03:55.501, 3, 100, 10088
2026/05/24 09:04:10.581, 0, 9, 10490
2026/05/24 09:04:10.583, 1, 0, 10088
2026/05/24 09:04:10.585, 2, 0, 10088
2026/05/24 09:04:10.586, 3, 0, 10088
2026/05/24 09:04:25.892, 0, 4, 10490
2026/05/24 09:04:25.894, 1, 0, 10088
2026/05/24 09:04:25.895, 2, 0, 10088
2026/05/24 09:04:25.896, 3, 0, 10088
2026/05/24 09:04:41.058, 0, 4, 10490
2026/05/24 09:04:41.060, 1, 0, 10088
2026/05/24 09:04:41.061, 2, 0, 10088
2026/05/24 09:04:41.062, 3, 0, 10088
2026/05/24 09:04:56.145, 0, 9, 10490
2026/05/24 09:04:56.147, 1, 0, 10088
2026/05/24 09:04:56.148, 2, 100, 10088
2026/05/24 09:04:56.150, 3, 0, 10088
2026/05/24 09:05:11.233, 0, 9, 10490
2026/05/24 09:05:11.235, 1, 0, 10088
2026/05/24 09:05:11.236, 2, 0, 10088
2026/05/24 09:05:11.238, 3, 0, 10088
2026/05/24 09:05:26.616, 0, 15, 10490
2026/05/24 09:05:26.618, 1, 0, 10088
2026/05/24 09:05:26.619, 2, 0, 10088
2026/05/24 09:05:26.620, 3, 0, 10088
2026/05/24 09:05:41.941, 0, 10, 10490
2026/05/24 09:05:41.944, 1, 100, 10088
2026/05/24 09:05:41.948, 2, 0, 10088
2026/05/24 09:05:41.952, 3, 100, 10088
2026/05/24 09:05:57.397, 0, 5, 10490
2026/05/24 09:05:57.400, 1, 0, 10088
2026/05/24 09:05:57.401, 2, 0, 10088
2026/05/24 09:05:57.402, 3, 0, 10088
2026/05/24 09:06:12.485, 0, 87, 10490
2026/05/24 09:06:12.487, 1, 100, 10088
2026/05/24 09:06:12.488, 2, 0, 10088
2026/05/24 09:06:12.490, 3, 100, 10088
2026/05/24 09:06:27.619, 0, 19, 10490
2026/05/24 09:06:27.623, 1, 0, 10088
2026/05/24 09:06:27.625, 2, 100, 10088
2026/05/24 09:06:27.628, 3, 20, 10088
2026/05/24 09:06:42.778, 0, 15, 10490
2026/05/24 09:06:42.780, 1, 0, 10088
2026/05/24 09:06:42.782, 2, 0, 10088
2026/05/24 09:06:42.783, 3, 0, 10088
2026/05/24 09:06:57.882, 0, 100, 10490
2026/05/24 09:06:57.884, 1, 100, 10088
2026/05/24 09:06:57.885, 2, 0, 10088
2026/05/24 09:06:57.887, 3, 0, 10088
2026/05/24 09:07:12.977, 0, 9, 10490
2026/05/24 09:07:12.982, 1, 100, 10088
2026/05/24 09:07:12.987, 2, 100, 10088
2026/05/24 09:07:12.990, 3, 100, 10088
2026/05/24 09:07:28.081, 0, 9, 10490
2026/05/24 09:07:28.083, 1, 0, 10088
2026/05/24 09:07:28.084, 2, 80, 10088
2026/05/24 09:07:28.086, 3, 0, 10088
2026/05/24 09:07:43.444, 0, 0, 10490
2026/05/24 09:07:43.446, 1, 0, 10088
2026/05/24 09:07:43.447, 2, 0, 10088
2026/05/24 09:07:43.448, 3, 0, 10088
2026/05/24 09:07:58.565, 0, 16, 10490
2026/05/24 09:07:58.568, 1, 0, 10088
2026/05/24 09:07:58.569, 2, 0, 10088
2026/05/24 09:07:58.570, 3, 0, 10088
2026/05/24 09:08:13.653, 0, 100, 10490
2026/05/24 09:08:13.655, 1, 100, 10088
2026/05/24 09:08:13.657, 2, 100, 10088
2026/05/24 09:08:13.658, 3, 100, 10088
2026/05/24 09:08:28.741, 0, 100, 10490
2026/05/24 09:08:28.743, 1, 100, 10088
2026/05/24 09:08:28.745, 2, 100, 10088
2026/05/24 09:08:28.746, 3, 100, 10088
2026/05/24 09:08:44.119, 0, 2, 10490
2026/05/24 09:08:44.121, 1, 0, 10088
2026/05/24 09:08:44.122, 2, 0, 10088
2026/05/24 09:08:44.123, 3, 0, 10088
2026/05/24 09:08:59.378, 0, 16, 10490
2026/05/24 09:08:59.380, 1, 0, 10088
2026/05/24 09:08:59.381, 2, 0, 10088
2026/05/24 09:08:59.383, 3, 0, 10088
2026/05/24 09:09:14.484, 0, 100, 10490
2026/05/24 09:09:14.486, 1, 100, 10088
2026/05/24 09:09:14.488, 2, 100, 10088
2026/05/24 09:09:14.489, 3, 100, 10088
2026/05/24 09:09:29.574, 0, 100, 10490
2026/05/24 09:09:29.576, 1, 100, 10088
2026/05/24 09:09:29.577, 2, 100, 10088
2026/05/24 09:09:29.578, 3, 100, 10088
2026/05/24 09:09:44.786, 0, 0, 10490
2026/05/24 09:09:45.053, 1, 0, 10088
2026/05/24 09:09:45.054, 2, 0, 10088
2026/05/24 09:09:45.055, 3, 0, 10088
2026/05/24 09:10:00.224, 0, 9, 10490
2026/05/24 09:10:00.226, 1, 0, 10088
2026/05/24 09:10:00.227, 2, 0, 10088
2026/05/24 09:10:00.228, 3, 0, 10088
2026/05/24 09:10:15.309, 0, 10, 10490
2026/05/24 09:10:15.311, 1, 0, 10088
2026/05/24 09:10:15.313, 2, 0, 10088
2026/05/24 09:10:15.314, 3, 0, 10088
2026/05/24 09:10:30.397, 0, 9, 10490
2026/05/24 09:10:30.399, 1, 0, 10088
2026/05/24 09:10:30.401, 2, 0, 10088
2026/05/24 09:10:30.402, 3, 0, 10088
2026/05/24 09:10:45.487, 0, 0, 10490
2026/05/24 09:10:45.489, 1, 0, 10088
2026/05/24 09:10:45.490, 2, 0, 10088
2026/05/24 09:10:45.492, 3, 0, 10088
2026/05/24 09:11:00.706, 0, 100, 10490
2026/05/24 09:11:00.708, 1, 100, 10088
2026/05/24 09:11:00.710, 2, 0, 10088
2026/05/24 09:11:00.711, 3, 100, 10088
2026/05/24 09:11:15.809, 0, 10, 10490
2026/05/24 09:11:15.813, 1, 0, 10088
2026/05/24 09:11:15.816, 2, 100, 10088
2026/05/24 09:11:15.819, 3, 100, 10088
2026/05/24 09:11:30.914, 0, 9, 10490
2026/05/24 09:11:30.916, 1, 0, 10088
2026/05/24 09:11:30.917, 2, 0, 10088
2026/05/24 09:11:30.918, 3, 0, 10088
2026/05/24 09:11:46.025, 0, 100, 10490
2026/05/24 09:11:46.029, 1, 100, 10088
2026/05/24 09:11:46.033, 2, 100, 10088
2026/05/24 09:11:46.036, 3, 100, 10088
2026/05/24 09:12:01.210, 0, 7, 10490
2026/05/24 09:12:01.212, 1, 0, 10088
2026/05/24 09:12:01.213, 2, 0, 10088
2026/05/24 09:12:01.214, 3, 0, 10088
2026/05/24 09:12:16.439, 0, 9, 10490
2026/05/24 09:12:16.443, 1, 0, 10088
2026/05/24 09:12:16.447, 2, 0, 10088
2026/05/24 09:12:16.449, 3, 0, 10088
2026/05/24 09:12:31.562, 0, 13, 10490
2026/05/24 09:12:31.564, 1, 0, 10088
2026/05/24 09:12:31.565, 2, 0, 10088
2026/05/24 09:12:31.567, 3, 0, 10088
2026/05/24 09:12:46.658, 0, 95, 10490
2026/05/24 09:12:46.662, 1, 20, 10088
2026/05/24 09:12:46.664, 2, 60, 10088
2026/05/24 09:12:46.666, 3, 0, 10088
2026/05/24 09:13:01.825, 0, 5, 10490
2026/05/24 09:13:01.827, 1, 69, 10088
2026/05/24 09:13:01.828, 2, 0, 10088
2026/05/24 09:13:01.830, 3, 0, 10088
2026/05/24 09:13:16.913, 0, 9, 10490
2026/05/24 09:13:16.915, 1, 0, 10088
2026/05/24 09:13:16.917, 2, 0, 10088
2026/05/24 09:13:16.918, 3, 0, 10088
2026/05/24 09:13:32.028, 0, 0, 1
2026/05/24 09:13:32.030, 1, 0, 1
2026/05/24 09:13:32.032, 2, 0, 1
2026/05/24 09:13:32.033, 3, 0, 1
2026/05/24 09:13:47.158, 0, 0, 1
2026/05/24 09:13:47.160, 1, 0, 1
2026/05/24 09:13:47.162, 2, 0, 1
2026/05/24 09:13:47.163, 3, 0, 1
2026/05/24 09:14:02.350, 0, 0, 866
2026/05/24 09:14:02.351, 1, 0, 4
2026/05/24 09:14:02.353, 2, 0, 4
2026/05/24 09:14:02.354, 3, 0, 4
2026/05/24 09:14:17.437, 0, 0, 10380
2026/05/24 09:14:17.439, 1, 0, 10088
2026/05/24 09:14:17.441, 2, 0, 10088
2026/05/24 09:14:17.442, 3, 0, 10088
2026/05/24 09:14:32.545, 0, 9, 10392
2026/05/24 09:14:32.547, 1, 0, 10088
2026/05/24 09:14:32.548, 2, 0, 10088
2026/05/24 09:14:32.550, 3, 0, 10088
2026/05/24 09:14:47.636, 0, 5, 10392
2026/05/24 09:14:47.638, 1, 0, 10088
2026/05/24 09:14:47.640, 2, 0, 10088
2026/05/24 09:14:47.642, 3, 0, 10088
2026/05/24 09:15:02.791, 0, 12, 10480
2026/05/24 09:15:02.794, 1, 0, 10088
2026/05/24 09:15:02.795, 2, 0, 10088
2026/05/24 09:15:02.797, 3, 0, 10088
2026/05/24 09:15:17.885, 0, 6, 10488
2026/05/24 09:15:17.889, 1, 0, 10088
2026/05/24 09:15:17.892, 2, 0, 10088
2026/05/24 09:15:17.894, 3, 0, 10088
2026/05/24 09:15:32.997, 0, 9, 10488
2026/05/24 09:15:32.999, 1, 0, 10088
2026/05/24 09:15:33.000, 2, 0, 10088
2026/05/24 09:15:33.001, 3, 0, 10088
2026/05/24 09:15:48.098, 0, 9, 10488
2026/05/24 09:15:48.100, 1, 0, 10088
2026/05/24 09:15:48.101, 2, 0, 10088
2026/05/24 09:15:48.102, 3, 0, 10088
2026/05/24 09:16:03.285, 0, 10, 10488
2026/05/24 09:16:03.288, 1, 0, 10088
2026/05/24 09:16:03.289, 2, 0, 10088
2026/05/24 09:16:03.290, 3, 0, 10088
2026/05/24 09:16:18.530, 0, 14, 10490
2026/05/24 09:16:18.532, 1, 0, 10088
2026/05/24 09:16:18.533, 2, 0, 10088
2026/05/24 09:16:18.535, 3, 0, 10088
2026/05/24 09:16:33.632, 0, 10, 10490
2026/05/24 09:16:33.636, 1, 0, 10088
2026/05/24 09:16:33.638, 2, 0, 10088
2026/05/24 09:16:33.639, 3, 0, 10088
2026/05/24 09:16:48.756, 0, 100, 10490
2026/05/24 09:16:48.758, 1, 0, 10088
2026/05/24 09:16:48.760, 2, 0, 10088
2026/05/24 09:16:48.761, 3, 0, 10088
2026/05/24 09:17:03.892, 0, 2, 10490
2026/05/24 09:17:03.896, 1, 0, 10088
2026/05/24 09:17:03.897, 2, 0, 10088
2026/05/24 09:17:03.898, 3, 0, 10088
2026/05/24 09:17:19.443, 0, 4, 10490
2026/05/24 09:17:19.446, 1, 0, 10088
2026/05/24 09:17:19.447, 2, 0, 10088
2026/05/24 09:17:19.449, 3, 0, 10088
2026/05/24 09:17:34.697, 0, 7, 10490
2026/05/24 09:17:34.699, 1, 0, 10088
2026/05/24 09:17:34.700, 2, 0, 10088
2026/05/24 09:17:34.702, 3, 0, 10088
2026/05/24 09:17:49.785, 0, 100, 10490
2026/05/24 09:17:49.787, 1, 0, 10088
2026/05/24 09:17:49.788, 2, 0, 10088
2026/05/24 09:17:49.790, 3, 0, 10088
2026/05/24 09:18:04.934, 0, 100, 10490
2026/05/24 09:18:04.936, 1, 100, 10088
2026/05/24 09:18:04.937, 2, 100, 10088
2026/05/24 09:18:04.938, 3, 0, 10088
2026/05/24 09:18:20.035, 0, 9, 10490
2026/05/24 09:18:20.038, 1, 100, 10088
2026/05/24 09:18:20.042, 2, 0, 10088
2026/05/24 09:18:20.043, 3, 0, 10088
2026/05/24 09:18:35.134, 0, 13, 10490
2026/05/24 09:18:35.137, 1, 0, 10088
2026/05/24 09:18:35.138, 2, 0, 10088
2026/05/24 09:18:35.139, 3, 0, 10088
2026/05/24 09:18:50.456, 0, 4, 10490
2026/05/24 09:18:50.458, 1, 0, 10088
2026/05/24 09:18:50.459, 2, 0, 10088
2026/05/24 09:18:50.460, 3, 0, 10088
2026/05/24 09:19:05.626, 0, 8, 10490
2026/05/24 09:19:05.628, 1, 0, 10088
2026/05/24 09:19:05.629, 2, 0, 10088
2026/05/24 09:19:05.630, 3, 0, 10088
2026/05/24 09:19:20.715, 0, 9, 10490
2026/05/24 09:19:20.719, 1, 0, 10088
2026/05/24 09:19:20.721, 2, 0, 10088
2026/05/24 09:19:20.722, 3, 0, 10088
2026/05/24 09:19:35.841, 0, 100, 10490
2026/05/24 09:19:35.845, 1, 100, 10088
2026/05/24 09:19:35.848, 2, 0, 10088
2026/05/24 09:19:35.851, 3, 0, 10088
2026/05/24 09:19:50.962, 0, 13, 10490
2026/05/24 09:19:50.964, 1, 0, 10088
2026/05/24 09:19:50.966, 2, 0, 10088
2026/05/24 09:19:50.967, 3, 0, 10088
2026/05/24 09:20:06.142, 0, 2, 10490
2026/05/24 09:20:06.144, 1, 0, 10088
2026/05/24 09:20:06.145, 2, 0, 10088
2026/05/24 09:20:06.147, 3, 0, 10088
2026/05/24 09:20:21.532, 0, 5, 10490
2026/05/24 09:20:21.534, 1, 0, 10088
2026/05/24 09:20:21.535, 2, 0, 10088
2026/05/24 09:20:21.536, 3, 0, 10088
2026/05/24 09:20:36.863, 0, 0, 10490
2026/05/24 09:20:36.865, 1, 0, 10088
2026/05/24 09:20:36.866, 2, 0, 10088
2026/05/24 09:20:36.867, 3, 100, 10088
2026/05/24 09:20:52.224, 0, 12, 10490
2026/05/24 09:20:52.226, 1, 0, 10088
2026/05/24 09:20:52.227, 2, 57, 10088
2026/05/24 09:20:52.228, 3, 0, 10088
2026/05/24 09:21:07.313, 0, 100, 10490
2026/05/24 09:21:07.317, 1, 0, 10088
2026/05/24 09:21:07.318, 2, 0, 10088
2026/05/24 09:21:07.319, 3, 0, 10088
2026/05/24 09:21:22.406, 0, 100, 10490
2026/05/24 09:21:22.408, 1, 100, 10088
2026/05/24 09:21:22.409, 2, 100, 10088
2026/05/24 09:21:22.411, 3, 0, 10088
2026/05/24 09:21:37.493, 0, 100, 10490
2026/05/24 09:21:37.495, 1, 0, 10088
2026/05/24 09:21:37.497, 2, 0, 10088
2026/05/24 09:21:37.498, 3, 0, 10088
2026/05/24 09:21:52.607, 0, 100, 10490
2026/05/24 09:21:52.612, 1, 100, 10088
2026/05/24 09:21:52.615, 2, 100, 10088
2026/05/24 09:21:52.617, 3, 0, 10088
2026/05/24 09:22:07.903, 0, 17, 10490
2026/05/24 09:22:07.905, 1, 0, 10088
2026/05/24 09:22:07.907, 2, 0, 10088
2026/05/24 09:22:07.908, 3, 0, 10088
2026/05/24 09:22:23.075, 0, 100, 10490
2026/05/24 09:22:23.077, 1, 0, 10088
2026/05/24 09:22:23.078, 2, 100, 10088
2026/05/24 09:22:23.080, 3, 0, 10088
2026/05/24 09:22:38.162, 0, 9, 10490
2026/05/24 09:22:38.164, 1, 0, 10088
2026/05/24 09:22:38.166, 2, 0, 10088
2026/05/24 09:22:38.167, 3, 0, 10088
2026/05/24 09:22:53.305, 0, 100, 10490
2026/05/24 09:22:53.309, 1, 100, 10088
2026/05/24 09:22:53.312, 2, 0, 10088
2026/05/24 09:22:53.315, 3, 0, 10088
2026/05/24 09:23:08.435, 0, 16, 10490
2026/05/24 09:23:08.437, 1, 0, 10088
2026/05/24 09:23:08.438, 2, 0, 10088
2026/05/24 09:23:08.440, 3, 0, 10088
2026/05/24 09:23:23.525, 0, 9, 10490
2026/05/24 09:23:23.527, 1, 0, 10088
2026/05/24 09:23:23.528, 2, 0, 10088
2026/05/24 09:23:23.530, 3, 0, 10088
2026/05/24 09:23:38.702, 0, 10, 10490
2026/05/24 09:23:38.704, 1, 0, 10088
2026/05/24 09:23:38.705, 2, 0, 10088
2026/05/24 09:23:38.706, 3, 0, 10088
2026/05/24 09:23:53.985, 0, 8, 10490
2026/05/24 09:23:53.987, 1, 0, 10088
2026/05/24 09:23:53.989, 2, 0, 10088
2026/05/24 09:23:53.990, 3, 0, 10088
2026/05/24 09:24:09.098, 0, 100, 10490
2026/05/24 09:24:09.102, 1, 40, 10088
2026/05/24 09:24:09.105, 2, 100, 10088
2026/05/24 09:24:09.108, 3, 100, 10088
2026/05/24 09:24:24.222, 0, 13, 10490
2026/05/24 09:24:24.224, 1, 0, 10088
2026/05/24 09:24:24.225, 2, 0, 10088
2026/05/24 09:24:24.227, 3, 0, 10088
2026/05/24 09:24:39.310, 0, 9, 10490
2026/05/24 09:24:39.312, 1, 0, 10088
2026/05/24 09:24:39.314, 2, 0, 10088
2026/05/24 09:24:39.315, 3, 0, 10088
2026/05/24 09:24:54.467, 0, 61, 10490
2026/05/24 09:24:54.471, 1, 100, 10088
2026/05/24 09:24:54.473, 2, 100, 10088
2026/05/24 09:24:54.476, 3, 0, 10088
2026/05/24 09:25:09.577, 0, 9, 10490
2026/05/24 09:25:09.579, 1, 0, 10088
2026/05/24 09:25:09.581, 2, 0, 10088
2026/05/24 09:25:09.582, 3, 0, 10088
2026/05/24 09:25:24.814, 0, 14, 10490
2026/05/24 09:25:24.816, 1, 0, 10088
2026/05/24 09:25:24.817, 2, 0, 10088
2026/05/24 09:25:24.819, 3, 0, 10088
2026/05/24 09:25:39.951, 0, 100, 10490
2026/05/24 09:25:39.953, 1, 100, 10088
2026/05/24 09:25:39.954, 2, 100, 10088
2026/05/24 09:25:39.955, 3, 37, 10088
2026/05/24 09:25:55.054, 0, 100, 10490
2026/05/24 09:25:55.056, 1, 100, 10088
2026/05/24 09:25:55.057, 2, 100, 10088
2026/05/24 09:25:55.058, 3, 0, 10088
2026/05/24 09:26:10.162, 0, 100, 10490
2026/05/24 09:26:10.165, 1, 100, 10088
2026/05/24 09:26:10.167, 2, 62, 10088
2026/05/24 09:26:10.169, 3, 100, 10088
2026/05/24 09:26:25.257, 0, 4, 10490
2026/05/24 09:26:25.259, 1, 0, 10088
2026/05/24 09:26:25.261, 2, 0, 10088
2026/05/24 09:26:25.262, 3, 0, 10088
2026/05/24 09:26:40.362, 0, 14, 10490
2026/05/24 09:26:40.364, 1, 0, 10088
2026/05/24 09:26:40.365, 2, 0, 10088
2026/05/24 09:26:40.367, 3, 0, 10088
2026/05/24 09:26:55.543, 0, 6, 10490
2026/05/24 09:26:55.545, 1, 0, 10088
2026/05/24 09:26:55.546, 2, 0, 10088
2026/05/24 09:26:55.547, 3, 0, 10088
2026/05/24 09:27:10.717, 0, 9, 10490
2026/05/24 09:27:10.854, 1, 77, 10088
2026/05/24 09:27:10.855, 2, 0, 10088
2026/05/24 09:27:10.856, 3, 0, 10088
2026/05/24 09:27:25.926, 0, 100, 10490
2026/05/24 09:27:25.928, 1, 100, 10088
2026/05/24 09:27:25.929, 2, 100, 10088
2026/05/24 09:27:25.930, 3, 100, 10088
2026/05/24 09:27:41.030, 0, 100, 10490
2026/05/24 09:27:41.032, 1, 100, 10088
