sample,timestamp,index,name,memory_used_mib,utilization_gpu_pct,power_draw_w
57,2026/07/13 22:17:44.166, 1, NVIDIA GeForce RTX 5090, 3065, 44, 223.75
57,2026/07/13 22:17:44.170, 2, NVIDIA GeForce RTX 5090, 3065, 34, 208.06
57,2026/07/13 22:17:44.174, 3, NVIDIA GeForce RTX 5090, 3065, 41, 207.67
57,2026/07/13 22:17:44.177, 4, NVIDIA GeForce RTX 5090, 3065, 35, 218.21
58,2026/07/13 22:17:45.320, 0, NVIDIA GeForce RTX 5090, 3245, 41, 218.78
58,2026/07/13 22:17:45.326, 1, NVIDIA GeForce RTX 5090, 3065, 10, 194.93
58,2026/07/13 22:17:45.329, 2, NVIDIA GeForce RTX 5090, 3065, 27, 218.10
58,2026/07/13 22:17:45.336, 3, NVIDIA GeForce RTX 5090, 3065, 42, 212.93
58,2026/07/13 22:17:45.340, 4, NVIDIA GeForce RTX 5090, 3065, 33, 226.40
59,2026/07/13 22:17:46.454, 0, NVIDIA GeForce RTX 5090, 3245, 40, 243.27
59,2026/07/13 22:17:46.461, 1, NVIDIA GeForce RTX 5090, 3065, 33, 233.47
59,2026/07/13 22:17:46.468, 2, NVIDIA GeForce RTX 5090, 3065, 39, 239.18
59,2026/07/13 22:17:46.473, 3, NVIDIA GeForce RTX 5090, 3065, 35, 234.16
59,2026/07/13 22:17:46.477, 4, NVIDIA GeForce RTX 5090, 3065, 40, 248.41
60,2026/07/13 22:17:47.608, 0, NVIDIA GeForce RTX 5090, 3245, 35, 240.77
60,2026/07/13 22:17:47.613, 1, NVIDIA GeForce RTX 5090, 3065, 35, 200.74
60,2026/07/13 22:17:47.617, 2, NVIDIA GeForce RTX 5090, 3065, 39, 205.98
60,2026/07/13 22:17:47.621, 3, NVIDIA GeForce RTX 5090, 3065, 40, 235.72
60,2026/07/13 22:17:47.625, 4, NVIDIA GeForce RTX 5090, 3065, 35, 215.54
61,2026/07/13 22:17:48.721, 0, NVIDIA GeForce RTX 5090, 3245, 41, 215.08
61,2026/07/13 22:17:48.726, 1, NVIDIA GeForce RTX 5090, 3065, 39, 201.92
61,2026/07/13 22:17:48.730, 2, NVIDIA GeForce RTX 5090, 3065, 36, 207.94
61,2026/07/13 22:17:48.734, 3, NVIDIA GeForce RTX 5090, 3065, 38, 212.08
61,2026/07/13 22:17:48.738, 4, NVIDIA GeForce RTX 5090, 3065, 40, 211.60
62,2026/07/13 22:17:49.872, 0, NVIDIA GeForce RTX 5090, 3245, 5, 224.52
62,2026/07/13 22:17:49.878, 1, NVIDIA GeForce RTX 5090, 3065, 5, 201.98
62,2026/07/13 22:17:49.881, 2, NVIDIA GeForce RTX 5090, 3065, 41, 209.13
62,2026/07/13 22:17:49.885, 3, NVIDIA GeForce RTX 5090, 3065, 0, 207.38
62,2026/07/13 22:17:49.889, 4, NVIDIA GeForce RTX 5090, 3065, 34, 218.85
63,2026/07/13 22:17:51.008, 0, NVIDIA GeForce RTX 5090, 3245, 39, 233.23
63,2026/07/13 22:17:51.013, 1, NVIDIA GeForce RTX 5090, 3065, 36, 225.28
63,2026/07/13 22:17:51.016, 2, NVIDIA GeForce RTX 5090, 3065, 41, 244.62
63,2026/07/13 22:17:51.019, 3, NVIDIA GeForce RTX 5090, 3065, 40, 226.23
63,2026/07/13 22:17:51.022, 4, NVIDIA GeForce RTX 5090, 3065, 40, 248.33
64,2026/07/13 22:17:52.134, 0, NVIDIA GeForce RTX 5090, 3245, 34, 233.38
64,2026/07/13 22:17:52.140, 1, NVIDIA GeForce RTX 5090, 3065, 38, 219.97
64,2026/07/13 22:17:52.143, 2, NVIDIA GeForce RTX 5090, 3065, 36, 208.08
64,2026/07/13 22:17:52.150, 3, NVIDIA GeForce RTX 5090, 3065, 40, 229.46
64,2026/07/13 22:17:52.154, 4, NVIDIA GeForce RTX 5090, 3065, 33, 248.39
65,2026/07/13 22:17:53.270, 0, NVIDIA GeForce RTX 5090, 3245, 3, 216.14
65,2026/07/13 22:17:53.275, 1, NVIDIA GeForce RTX 5090, 3065, 0, 202.88
65,2026/07/13 22:17:53.278, 2, NVIDIA GeForce RTX 5090, 3065, 12, 209.63
65,2026/07/13 22:17:53.282, 3, NVIDIA GeForce RTX 5090, 3065, 0, 213.56
65,2026/07/13 22:17:53.286, 4, NVIDIA GeForce RTX 5090, 3065, 37, 215.16
66,2026/07/13 22:17:54.423, 0, NVIDIA GeForce RTX 5090, 3245, 35, 244.34
66,2026/07/13 22:17:54.429, 1, NVIDIA GeForce RTX 5090, 3065, 40, 223.26
66,2026/07/13 22:17:54.433, 2, NVIDIA GeForce RTX 5090, 3065, 33, 216.99
66,2026/07/13 22:17:54.437, 3, NVIDIA GeForce RTX 5090, 3065, 39, 232.13
66,2026/07/13 22:17:54.440, 4, NVIDIA GeForce RTX 5090, 3065, 0, 225.34
67,2026/07/13 22:17:55.538, 0, NVIDIA GeForce RTX 5090, 3245, 42, 243.77
67,2026/07/13 22:17:55.542, 1, NVIDIA GeForce RTX 5090, 3065, 36, 200.12
67,2026/07/13 22:17:55.545, 2, NVIDIA GeForce RTX 5090, 3065, 38, 244.53
67,2026/07/13 22:17:55.549, 3, NVIDIA GeForce RTX 5090, 3065, 53, 240.01
67,2026/07/13 22:17:55.552, 4, NVIDIA GeForce RTX 5090, 3065, 38, 243.40
68,2026/07/13 22:17:56.665, 0, NVIDIA GeForce RTX 5090, 3245, 36, 220.66
68,2026/07/13 22:17:56.671, 1, NVIDIA GeForce RTX 5090, 3065, 40, 208.10
68,2026/07/13 22:17:56.678, 2, NVIDIA GeForce RTX 5090, 3065, 0, 198.99
68,2026/07/13 22:17:56.682, 3, NVIDIA GeForce RTX 5090, 3065, 34, 205.71
68,2026/07/13 22:17:56.686, 4, NVIDIA GeForce RTX 5090, 3065, 34, 219.57
69,2026/07/13 22:17:57.824, 0, NVIDIA GeForce RTX 5090, 3245, 37, 209.61
69,2026/07/13 22:17:57.829, 1, NVIDIA GeForce RTX 5090, 3065, 34, 200.84
69,2026/07/13 22:17:57.833, 2, NVIDIA GeForce RTX 5090, 3065, 36, 203.56
69,2026/07/13 22:17:57.837, 3, NVIDIA GeForce RTX 5090, 3065, 36, 206.73
69,2026/07/13 22:17:57.842, 4, NVIDIA GeForce RTX 5090, 3065, 21, 216.43
70,2026/07/13 22:17:58.975, 0, NVIDIA GeForce RTX 5090, 3245, 41, 243.50
70,2026/07/13 22:17:58.980, 1, NVIDIA GeForce RTX 5090, 3065, 40, 231.14
70,2026/07/13 22:17:58.986, 2, NVIDIA GeForce RTX 5090, 3065, 40, 238.93
70,2026/07/13 22:17:58.991, 3, NVIDIA GeForce RTX 5090, 3065, 40, 235.81
70,2026/07/13 22:17:58.994, 4, NVIDIA GeForce RTX 5090, 3065, 34, 246.98
71,2026/07/13 22:18:00.111, 0, NVIDIA GeForce RTX 5090, 3245, 38, 245.54
71,2026/07/13 22:18:00.116, 1, NVIDIA GeForce RTX 5090, 3065, 35, 240.33
71,2026/07/13 22:18:00.124, 2, NVIDIA GeForce RTX 5090, 3065, 36, 210.80
71,2026/07/13 22:18:00.130, 3, NVIDIA GeForce RTX 5090, 3065, 40, 244.11
71,2026/07/13 22:18:00.137, 4, NVIDIA GeForce RTX 5090, 3065, 37, 219.96
72,2026/07/13 22:18:01.239, 0, NVIDIA GeForce RTX 5090, 3245, 16, 218.85
72,2026/07/13 22:18:01.244, 1, NVIDIA GeForce RTX 5090, 3065, 36, 205.77
72,2026/07/13 22:18:01.249, 2, NVIDIA GeForce RTX 5090, 3065, 39, 209.32
72,2026/07/13 22:18:01.253, 3, NVIDIA GeForce RTX 5090, 3065, 39, 206.42
72,2026/07/13 22:18:01.260, 4, NVIDIA GeForce RTX 5090, 3065, 38, 220.08
73,2026/07/13 22:18:02.397, 0, NVIDIA GeForce RTX 5090, 3245, 34, 221.40
73,2026/07/13 22:18:02.405, 1, NVIDIA GeForce RTX 5090, 3065, 38, 200.12
73,2026/07/13 22:18:02.412, 2, NVIDIA GeForce RTX 5090, 3065, 37, 206.77
73,2026/07/13 22:18:02.418, 3, NVIDIA GeForce RTX 5090, 3065, 39, 205.68
73,2026/07/13 22:18:02.422, 4, NVIDIA GeForce RTX 5090, 3065, 38, 213.67
74,2026/07/13 22:18:03.517, 0, NVIDIA GeForce RTX 5090, 3245, 3, 228.68
74,2026/07/13 22:18:03.521, 1, NVIDIA GeForce RTX 5090, 3065, 34, 225.46
74,2026/07/13 22:18:03.525, 2, NVIDIA GeForce RTX 5090, 3065, 35, 233.58
74,2026/07/13 22:18:03.527, 3, NVIDIA GeForce RTX 5090, 3065, 37, 227.07
74,2026/07/13 22:18:03.531, 4, NVIDIA GeForce RTX 5090, 3065, 41, 248.25
75,2026/07/13 22:18:04.659, 0, NVIDIA GeForce RTX 5090, 3245, 42, 226.57
75,2026/07/13 22:18:04.664, 1, NVIDIA GeForce RTX 5090, 3065, 40, 215.56
75,2026/07/13 22:18:04.667, 2, NVIDIA GeForce RTX 5090, 3065, 23, 211.86
75,2026/07/13 22:18:04.671, 3, NVIDIA GeForce RTX 5090, 3065, 40, 213.93
75,2026/07/13 22:18:04.674, 4, NVIDIA GeForce RTX 5090, 3065, 33, 237.22
76,2026/07/13 22:18:05.798, 0, NVIDIA GeForce RTX 5090, 3245, 41, 212.45
76,2026/07/13 22:18:05.804, 1, NVIDIA GeForce RTX 5090, 3065, 33, 200.20
76,2026/07/13 22:18:05.808, 2, NVIDIA GeForce RTX 5090, 3065, 40, 208.37
76,2026/07/13 22:18:05.811, 3, NVIDIA GeForce RTX 5090, 3065, 38, 206.42
76,2026/07/13 22:18:05.815, 4, NVIDIA GeForce RTX 5090, 3065, 0, 222.57
77,2026/07/13 22:18:06.951, 0, NVIDIA GeForce RTX 5090, 3245, 41, 240.40
77,2026/07/13 22:18:06.956, 1, NVIDIA GeForce RTX 5090, 3065, 26, 229.98
77,2026/07/13 22:18:06.960, 2, NVIDIA GeForce RTX 5090, 3065, 0, 221.45
77,2026/07/13 22:18:06.963, 3, NVIDIA GeForce RTX 5090, 3065, 32, 238.80
77,2026/07/13 22:18:06.967, 4, NVIDIA GeForce RTX 5090, 3065, 37, 230.98
78,2026/07/13 22:18:08.089, 0, NVIDIA GeForce RTX 5090, 3245, 33, 238.97
78,2026/07/13 22:18:08.095, 1, NVIDIA GeForce RTX 5090, 3065, 37, 202.83
78,2026/07/13 22:18:08.101, 2, NVIDIA GeForce RTX 5090, 3065, 39, 224.69
78,2026/07/13 22:18:08.104, 3, NVIDIA GeForce RTX 5090, 3065, 38, 237.43
78,2026/07/13 22:18:08.106, 4, NVIDIA GeForce RTX 5090, 3065, 33, 234.76
79,2026/07/13 22:18:09.218, 0, NVIDIA GeForce RTX 5090, 3245, 41, 214.54
79,2026/07/13 22:18:09.223, 1, NVIDIA GeForce RTX 5090, 3065, 39, 204.18
79,2026/07/13 22:18:09.227, 2, NVIDIA GeForce RTX 5090, 3065, 35, 212.37
79,2026/07/13 22:18:09.235, 3, NVIDIA GeForce RTX 5090, 3065, 34, 206.05
79,2026/07/13 22:18:09.238, 4, NVIDIA GeForce RTX 5090, 3065, 40, 212.47
80,2026/07/13 22:18:10.352, 0, NVIDIA GeForce RTX 5090, 3245, 38, 231.74
80,2026/07/13 22:18:10.360, 1, NVIDIA GeForce RTX 5090, 3065, 38, 225.25
80,2026/07/13 22:18:10.364, 2, NVIDIA GeForce RTX 5090, 3065, 36, 228.70
80,2026/07/13 22:18:10.367, 3, NVIDIA GeForce RTX 5090, 3065, 40, 230.26
80,2026/07/13 22:18:10.374, 4, NVIDIA GeForce RTX 5090, 3065, 33, 242.52
81,2026/07/13 22:18:11.494, 0, NVIDIA GeForce RTX 5090, 3245, 37, 239.28
81,2026/07/13 22:18:11.499, 1, NVIDIA GeForce RTX 5090, 3065, 40, 233.95
81,2026/07/13 22:18:11.502, 2, NVIDIA GeForce RTX 5090, 3065, 35, 233.75
81,2026/07/13 22:18:11.509, 3, NVIDIA GeForce RTX 5090, 3065, 36, 237.79
81,2026/07/13 22:18:11.515, 4, NVIDIA GeForce RTX 5090, 3065, 30, 244.39
82,2026/07/13 22:18:12.645, 0, NVIDIA GeForce RTX 5090, 3245, 38, 241.37
82,2026/07/13 22:18:12.651, 1, NVIDIA GeForce RTX 5090, 3065, 32, 229.29
82,2026/07/13 22:18:12.654, 2, NVIDIA GeForce RTX 5090, 3065, 35, 235.24
82,2026/07/13 22:18:12.658, 3, NVIDIA GeForce RTX 5090, 3065, 35, 236.73
82,2026/07/13 22:18:12.661, 4, NVIDIA GeForce RTX 5090, 3065, 40, 249.25
83,2026/07/13 22:18:13.803, 0, NVIDIA GeForce RTX 5090, 3245, 35, 239.85
83,2026/07/13 22:18:13.809, 1, NVIDIA GeForce RTX 5090, 3065, 40, 228.11
83,2026/07/13 22:18:13.813, 2, NVIDIA GeForce RTX 5090, 3065, 36, 236.04
83,2026/07/13 22:18:13.820, 3, NVIDIA GeForce RTX 5090, 3065, 37, 235.82
83,2026/07/13 22:18:13.823, 4, NVIDIA GeForce RTX 5090, 3065, 41, 250.74
84,2026/07/13 22:18:14.942, 0, NVIDIA GeForce RTX 5090, 3245, 38, 240.90
84,2026/07/13 22:18:14.948, 1, NVIDIA GeForce RTX 5090, 3065, 38, 230.15
84,2026/07/13 22:18:14.952, 2, NVIDIA GeForce RTX 5090, 3065, 38, 237.46
84,2026/07/13 22:18:14.957, 3, NVIDIA GeForce RTX 5090, 3065, 36, 234.57
84,2026/07/13 22:18:14.960, 4, NVIDIA GeForce RTX 5090, 3065, 41, 247.57
85,2026/07/13 22:18:16.057, 0, NVIDIA GeForce RTX 5090, 3245, 3, 200.33
85,2026/07/13 22:18:16.065, 1, NVIDIA GeForce RTX 5090, 3065, 32, 206.70
85,2026/07/13 22:18:16.069, 2, NVIDIA GeForce RTX 5090, 3065, 34, 211.83
85,2026/07/13 22:18:16.072, 3, NVIDIA GeForce RTX 5090, 3065, 23, 200.63
85,2026/07/13 22:18:16.077, 4, NVIDIA GeForce RTX 5090, 3065, 40, 212.81
86,2026/07/13 22:18:17.232, 0, NVIDIA GeForce RTX 5090, 3245, 34, 231.51
86,2026/07/13 22:18:17.240, 1, NVIDIA GeForce RTX 5090, 3065, 32, 208.65
86,2026/07/13 22:18:17.245, 2, NVIDIA GeForce RTX 5090, 3065, 40, 202.93
86,2026/07/13 22:18:17.249, 3, NVIDIA GeForce RTX 5090, 3065, 32, 216.24
86,2026/07/13 22:18:17.252, 4, NVIDIA GeForce RTX 5090, 3065, 0, 212.35
87,2026/07/13 22:18:18.393, 0, NVIDIA GeForce RTX 5090, 3245, 39, 214.73
87,2026/07/13 22:18:18.403, 1, NVIDIA GeForce RTX 5090, 3065, 38, 202.77
87,2026/07/13 22:18:18.407, 2, NVIDIA GeForce RTX 5090, 3065, 40, 233.00
87,2026/07/13 22:18:18.414, 3, NVIDIA GeForce RTX 5090, 3065, 33, 202.71
87,2026/07/13 22:18:18.416, 4, NVIDIA GeForce RTX 5090, 3065, 34, 243.11
88,2026/07/13 22:18:19.535, 0, NVIDIA GeForce RTX 5090, 3245, 38, 214.99
88,2026/07/13 22:18:19.544, 1, NVIDIA GeForce RTX 5090, 3065, 28, 197.59
88,2026/07/13 22:18:19.547, 2, NVIDIA GeForce RTX 5090, 3065, 0, 206.37
88,2026/07/13 22:18:19.553, 3, NVIDIA GeForce RTX 5090, 3065, 33, 209.01
88,2026/07/13 22:18:19.556, 4, NVIDIA GeForce RTX 5090, 3065, 39, 216.65
89,2026/07/13 22:18:20.663, 0, NVIDIA GeForce RTX 5090, 3245, 0, 194.31
89,2026/07/13 22:18:20.667, 1, NVIDIA GeForce RTX 5090, 3065, 0, 174.62
89,2026/07/13 22:18:20.670, 2, NVIDIA GeForce RTX 5090, 3065, 39, 237.07
89,2026/07/13 22:18:20.673, 3, NVIDIA GeForce RTX 5090, 3065, 0, 180.73
89,2026/07/13 22:18:20.677, 4, NVIDIA GeForce RTX 5090, 3065, 18, 161.83
90,2026/07/13 22:18:21.781, 0, NVIDIA GeForce RTX 5090, 3245, 36, 200.24
90,2026/07/13 22:18:21.786, 1, NVIDIA GeForce RTX 5090, 3065, 40, 200.38
90,2026/07/13 22:18:21.792, 2, NVIDIA GeForce RTX 5090, 3065, 47, 211.73
90,2026/07/13 22:18:21.797, 3, NVIDIA GeForce RTX 5090, 3065, 34, 188.54
90,2026/07/13 22:18:21.801, 4, NVIDIA GeForce RTX 5090, 3065, 37, 224.79
91,2026/07/13 22:18:22.916, 0, NVIDIA GeForce RTX 5090, 3245, 35, 211.67
91,2026/07/13 22:18:22.924, 1, NVIDIA GeForce RTX 5090, 3065, 34, 197.70
91,2026/07/13 22:18:22.928, 2, NVIDIA GeForce RTX 5090, 3065, 39, 202.65
91,2026/07/13 22:18:22.931, 3, NVIDIA GeForce RTX 5090, 3065, 40, 205.26
91,2026/07/13 22:18:22.935, 4, NVIDIA GeForce RTX 5090, 3065, 48, 215.87
92,2026/07/13 22:18:24.074, 0, NVIDIA GeForce RTX 5090, 3245, 37, 215.38
92,2026/07/13 22:18:24.083, 1, NVIDIA GeForce RTX 5090, 3065, 35, 230.84
92,2026/07/13 22:18:24.089, 2, NVIDIA GeForce RTX 5090, 3065, 36, 239.31
92,2026/07/13 22:18:24.097, 3, NVIDIA GeForce RTX 5090, 3065, 40, 205.20
92,2026/07/13 22:18:24.103, 4, NVIDIA GeForce RTX 5090, 3065, 40, 244.75
93,2026/07/13 22:18:25.223, 0, NVIDIA GeForce RTX 5090, 3245, 41, 245.95
93,2026/07/13 22:18:25.227, 1, NVIDIA GeForce RTX 5090, 3065, 39, 234.04
93,2026/07/13 22:18:25.231, 2, NVIDIA GeForce RTX 5090, 3065, 32, 234.07
93,2026/07/13 22:18:25.236, 3, NVIDIA GeForce RTX 5090, 3065, 40, 234.96
93,2026/07/13 22:18:25.246, 4, NVIDIA GeForce RTX 5090, 3065, 39, 248.32
94,2026/07/13 22:18:26.358, 0, NVIDIA GeForce RTX 5090, 3245, 4, 225.50
94,2026/07/13 22:18:26.366, 1, NVIDIA GeForce RTX 5090, 3065, 22, 205.11
94,2026/07/13 22:18:26.370, 2, NVIDIA GeForce RTX 5090, 3065, 40, 216.02
94,2026/07/13 22:18:26.373, 3, NVIDIA GeForce RTX 5090, 3065, 12, 212.68
94,2026/07/13 22:18:26.377, 4, NVIDIA GeForce RTX 5090, 3065, 40, 216.95
95,2026/07/13 22:18:27.496, 0, NVIDIA GeForce RTX 5090, 3245, 46, 218.66
95,2026/07/13 22:18:27.503, 1, NVIDIA GeForce RTX 5090, 3065, 38, 212.75
95,2026/07/13 22:18:27.509, 2, NVIDIA GeForce RTX 5090, 3065, 48, 215.02
95,2026/07/13 22:18:27.515, 3, NVIDIA GeForce RTX 5090, 3065, 38, 217.34
95,2026/07/13 22:18:27.518, 4, NVIDIA GeForce RTX 5090, 3065, 34, 230.98
96,2026/07/13 22:18:28.610, 0, NVIDIA GeForce RTX 5090, 3245, 5, 219.71
96,2026/07/13 22:18:28.620, 1, NVIDIA GeForce RTX 5090, 3065, 42, 210.95
96,2026/07/13 22:18:28.629, 2, NVIDIA GeForce RTX 5090, 3065, 37, 237.72
96,2026/07/13 22:18:28.631, 3, NVIDIA GeForce RTX 5090, 3065, 10, 216.14
96,2026/07/13 22:18:28.635, 4, NVIDIA GeForce RTX 5090, 3065, 41, 249.98
97,2026/07/13 22:18:29.765, 0, NVIDIA GeForce RTX 5090, 3245, 41, 226.10
97,2026/07/13 22:18:29.771, 1, NVIDIA GeForce RTX 5090, 3065, 39, 236.84
97,2026/07/13 22:18:29.775, 2, NVIDIA GeForce RTX 5090, 3065, 40, 241.29
97,2026/07/13 22:18:29.778, 3, NVIDIA GeForce RTX 5090, 3065, 45, 258.05
97,2026/07/13 22:18:29.781, 4, NVIDIA GeForce RTX 5090, 3065, 34, 248.60
98,2026/07/13 22:18:30.920, 0, NVIDIA GeForce RTX 5090, 3245, 41, 222.21
98,2026/07/13 22:18:30.926, 1, NVIDIA GeForce RTX 5090, 3065, 35, 209.82
98,2026/07/13 22:18:30.932, 2, NVIDIA GeForce RTX 5090, 3065, 36, 218.67
98,2026/07/13 22:18:30.936, 3, NVIDIA GeForce RTX 5090, 3065, 40, 198.10
98,2026/07/13 22:18:30.942, 4, NVIDIA GeForce RTX 5090, 3065, 47, 247.03
99,2026/07/13 22:18:32.078, 0, NVIDIA GeForce RTX 5090, 3245, 5, 224.14
99,2026/07/13 22:18:32.083, 1, NVIDIA GeForce RTX 5090, 3065, 17, 218.17
99,2026/07/13 22:18:32.087, 2, NVIDIA GeForce RTX 5090, 3065, 36, 221.85
99,2026/07/13 22:18:32.094, 3, NVIDIA GeForce RTX 5090, 3065, 10, 228.38
99,2026/07/13 22:18:32.100, 4, NVIDIA GeForce RTX 5090, 3065, 39, 217.96
100,2026/07/13 22:18:33.237, 0, NVIDIA GeForce RTX 5090, 3245, 35, 229.96
100,2026/07/13 22:18:33.245, 1, NVIDIA GeForce RTX 5090, 3065, 35, 211.84
100,2026/07/13 22:18:33.249, 2, NVIDIA GeForce RTX 5090, 3065, 41, 217.53
100,2026/07/13 22:18:33.253, 3, NVIDIA GeForce RTX 5090, 3065, 43, 208.95
100,2026/07/13 22:18:33.256, 4, NVIDIA GeForce RTX 5090, 3065, 41, 227.35
101,2026/07/13 22:18:34.353, 0, NVIDIA GeForce RTX 5090, 3245, 42, 257.08
101,2026/07/13 22:18:34.357, 1, NVIDIA GeForce RTX 5090, 3065, 39, 224.80
101,2026/07/13 22:18:34.360, 2, NVIDIA GeForce RTX 5090, 3065, 40, 237.19
101,2026/07/13 22:18:34.363, 3, NVIDIA GeForce RTX 5090, 3065, 34, 227.58
101,2026/07/13 22:18:34.366, 4, NVIDIA GeForce RTX 5090, 3065, 40, 248.74
102,2026/07/13 22:18:35.495, 0, NVIDIA GeForce RTX 5090, 3245, 6, 214.99
102,2026/07/13 22:18:35.500, 1, NVIDIA GeForce RTX 5090, 3065, 10, 215.52
102,2026/07/13 22:18:35.503, 2, NVIDIA GeForce RTX 5090, 3065, 35, 219.86
102,2026/07/13 22:18:35.507, 3, NVIDIA GeForce RTX 5090, 3065, 0, 213.82
102,2026/07/13 22:18:35.513, 4, NVIDIA GeForce RTX 5090, 3065, 34, 227.18
103,2026/07/13 22:18:36.631, 0, NVIDIA GeForce RTX 5090, 3245, 46, 204.85
103,2026/07/13 22:18:36.639, 1, NVIDIA GeForce RTX 5090, 3065, 41, 212.82
103,2026/07/13 22:18:36.644, 2, NVIDIA GeForce RTX 5090, 3065, 45, 219.13
103,2026/07/13 22:18:36.651, 3, NVIDIA GeForce RTX 5090, 3065, 40, 222.23
103,2026/07/13 22:18:36.654, 4, NVIDIA GeForce RTX 5090, 3065, 34, 227.48
104,2026/07/13 22:18:37.792, 0, NVIDIA GeForce RTX 5090, 3245, 6, 224.49
104,2026/07/13 22:18:37.799, 1, NVIDIA GeForce RTX 5090, 3065, 2, 213.62
104,2026/07/13 22:18:37.803, 2, NVIDIA GeForce RTX 5090, 3065, 40, 217.25
104,2026/07/13 22:18:37.807, 3, NVIDIA GeForce RTX 5090, 3065, 0, 218.59
104,2026/07/13 22:18:37.810, 4, NVIDIA GeForce RTX 5090, 3065, 40, 227.94
105,2026/07/13 22:18:38.901, 0, NVIDIA GeForce RTX 5090, 3245, 50, 259.89
105,2026/07/13 22:18:38.905, 1, NVIDIA GeForce RTX 5090, 3065, 33, 235.89
105,2026/07/13 22:18:38.908, 2, NVIDIA GeForce RTX 5090, 3065, 42, 243.14
105,2026/07/13 22:18:38.911, 3, NVIDIA GeForce RTX 5090, 3065, 40, 227.27
105,2026/07/13 22:18:38.914, 4, NVIDIA GeForce RTX 5090, 3065, 50, 284.38
106,2026/07/13 22:18:40.046, 0, NVIDIA GeForce RTX 5090, 3245, 42, 235.77
106,2026/07/13 22:18:40.052, 1, NVIDIA GeForce RTX 5090, 3065, 51, 238.54
106,2026/07/13 22:18:40.055, 2, NVIDIA GeForce RTX 5090, 3065, 41, 229.98
106,2026/07/13 22:18:40.063, 3, NVIDIA GeForce RTX 5090, 3065, 46, 261.94
106,2026/07/13 22:18:40.066, 4, NVIDIA GeForce RTX 5090, 3065, 36, 210.13
107,2026/07/13 22:18:41.211, 0, NVIDIA GeForce RTX 5090, 3245, 42, 234.50
107,2026/07/13 22:18:41.216, 1, NVIDIA GeForce RTX 5090, 3065, 41, 192.46
107,2026/07/13 22:18:41.223, 2, NVIDIA GeForce RTX 5090, 3065, 50, 256.55
107,2026/07/13 22:18:41.227, 3, NVIDIA GeForce RTX 5090, 3065, 40, 199.90
107,2026/07/13 22:18:41.230, 4, NVIDIA GeForce RTX 5090, 3065, 47, 267.54
108,2026/07/13 22:18:42.365, 0, NVIDIA GeForce RTX 5090, 3245, 45, 237.71
108,2026/07/13 22:18:42.373, 1, NVIDIA GeForce RTX 5090, 3065, 87, 234.35
108,2026/07/13 22:18:42.380, 2, NVIDIA GeForce RTX 5090, 3065, 0, 203.78
108,2026/07/13 22:18:42.385, 3, NVIDIA GeForce RTX 5090, 3065, 78, 232.17
108,2026/07/13 22:18:42.389, 4, NVIDIA GeForce RTX 5090, 3065, 36, 211.70
109,2026/07/13 22:18:43.526, 0, NVIDIA GeForce RTX 5090, 3245, 51, 230.02
109,2026/07/13 22:18:43.534, 1, NVIDIA GeForce RTX 5090, 3065, 49, 241.71
109,2026/07/13 22:18:43.538, 2, NVIDIA GeForce RTX 5090, 3065, 41, 236.26
109,2026/07/13 22:18:43.543, 3, NVIDIA GeForce RTX 5090, 3065, 38, 248.86
109,2026/07/13 22:18:43.549, 4, NVIDIA GeForce RTX 5090, 3065, 0, 243.64
110,2026/07/13 22:18:44.641, 0, NVIDIA GeForce RTX 5090, 3245, 0, 247.44
110,2026/07/13 22:18:44.646, 1, NVIDIA GeForce RTX 5090, 3065, 4, 233.62
110,2026/07/13 22:18:44.649, 2, NVIDIA GeForce RTX 5090, 3065, 41, 236.87
110,2026/07/13 22:18:44.652, 3, NVIDIA GeForce RTX 5090, 3065, 16, 238.27
110,2026/07/13 22:18:44.656, 4, NVIDIA GeForce RTX 5090, 3065, 40, 234.34
111,2026/07/13 22:18:45.787, 0, NVIDIA GeForce RTX 5090, 3245, 48, 238.40
111,2026/07/13 22:18:45.792, 1, NVIDIA GeForce RTX 5090, 3065, 41, 216.56
111,2026/07/13 22:18:45.800, 2, NVIDIA GeForce RTX 5090, 3065, 41, 231.24
111,2026/07/13 22:18:45.804, 3, NVIDIA GeForce RTX 5090, 3065, 35, 221.39
111,2026/07/13 22:18:45.812, 4, NVIDIA GeForce RTX 5090, 3065, 40, 238.73
112,2026/07/13 22:18:46.944, 0, NVIDIA GeForce RTX 5090, 3245, 40, 203.26
112,2026/07/13 22:18:46.952, 1, NVIDIA GeForce RTX 5090, 3065, 39, 215.26
112,2026/07/13 22:18:46.956, 2, NVIDIA GeForce RTX 5090, 3065, 40, 219.06
112,2026/07/13 22:18:46.959, 3, NVIDIA GeForce RTX 5090, 3065, 39, 215.39
112,2026/07/13 22:18:46.966, 4, NVIDIA GeForce RTX 5090, 3065, 8, 229.79
113,2026/07/13 22:18:48.099, 0, NVIDIA GeForce RTX 5090, 3245, 36, 214.52
113,2026/07/13 22:18:48.105, 1, NVIDIA GeForce RTX 5090, 3065, 19, 226.68
113,2026/07/13 22:18:48.109, 2, NVIDIA GeForce RTX 5090, 3065, 0, 217.49
113,2026/07/13 22:18:48.116, 3, NVIDIA GeForce RTX 5090, 3065, 29, 209.15
113,2026/07/13 22:18:48.119, 4, NVIDIA GeForce RTX 5090, 3065, 35, 227.91
